,time,acc_label_h,acc_label_e,acc_label_x,acc_label_a,acc_label_c,acc_label_o,sco_label_h,sco_label_e,sco_label_x,sco_label_a,sco_label_c,sco_label_o
0,0.1,0.5673333333333334,0.6113333333333333,0.7693333333333333,0.738,0.644,0.57,0.434,0.5740000000000001,0.764,0.7313333333333334,0.6126666666666666,0.42733333333333334
1,0.2,0.594,0.6246666666666667,0.7666666666666667,0.7366666666666667,0.65,0.5853333333333334,0.42333333333333334,0.5893333333333334,0.7666666666666667,0.732,0.6246666666666666,0.4026666666666666
2,0.3,0.5933333333333334,0.6286666666666667,0.7666666666666667,0.736,0.6506666666666666,0.584,0.40199999999999997,0.592,0.7666666666666667,0.7313333333333333,0.624,0.4013333333333334
3,0.4,0.6113333333333333,0.646,0.7666666666666667,0.7346666666666667,0.6466666666666666,0.612,0.41466666666666663,0.616,0.7666666666666667,0.732,0.6266666666666667,0.4
4,0.5,0.6173333333333333,0.648,0.7666666666666667,0.736,0.642,0.614,0.42266666666666663,0.626,0.7666666666666667,0.7326666666666666,0.6226666666666667,0.39
5,0.6,0.6173333333333333,0.6573333333333333,0.7666666666666667,0.7353333333333333,0.6466666666666666,0.6333333333333333,0.4206666666666667,0.6273333333333333,0.7666666666666667,0.7326666666666666,0.6293333333333334,0.37799999999999995
6,0.7,0.622,0.65,0.7666666666666667,0.734,0.6446666666666667,0.6333333333333333,0.4213333333333333,0.632,0.7666666666666667,0.7333333333333333,0.6279999999999999,0.3793333333333333
7,0.8,0.6226666666666667,0.6566666666666666,0.7666666666666667,0.7346666666666667,0.6486666666666666,0.6366666666666667,0.422,0.63,0.7666666666666667,0.734,0.6306666666666667,0.37866666666666665
8,0.9,0.6346666666666667,0.6573333333333333,0.7666666666666667,0.734,0.65,0.6533333333333333,0.40933333333333327,0.636,0.7666666666666667,0.734,0.6313333333333333,0.37
9,1.0,0.648,0.6593333333333333,0.7666666666666667,0.7333333333333333,0.6533333333333333,0.6613333333333333,0.4253333333333333,0.632,0.7666666666666667,0.734,0.6333333333333334,0.364
10,1.1,0.6526666666666666,0.6646666666666666,0.7666666666666667,0.7333333333333333,0.6526666666666666,0.672,0.42000000000000004,0.632,0.7666666666666667,0.734,0.6346666666666667,0.362
11,1.2,0.6546666666666666,0.664,0.7666666666666667,0.7333333333333333,0.656,0.6753333333333333,0.4253333333333334,0.6286666666666666,0.7666666666666667,0.7333333333333333,0.6340000000000001,0.3673333333333333
12,1.3,0.6513333333333333,0.664,0.7666666666666667,0.7333333333333333,0.6546666666666666,0.6706666666666666,0.4293333333333334,0.6366666666666666,0.7666666666666667,0.7333333333333333,0.6353333333333333,0.36866666666666664
13,1.4,0.6546666666666666,0.6646666666666666,0.7666666666666667,0.7333333333333333,0.654,0.6666666666666666,0.4333333333333333,0.6433333333333333,0.7666666666666667,0.7333333333333333,0.6373333333333333,0.36266666666666664
14,1.5,0.6553333333333333,0.6733333333333333,0.7666666666666667,0.7333333333333333,0.6533333333333333,0.674,0.422,0.6466666666666667,0.7666666666666667,0.7333333333333333,0.6386666666666667,0.3506666666666667
15,1.6,0.664,0.6726666666666666,0.7666666666666667,0.7333333333333333,0.6546666666666666,0.6786666666666666,0.41666666666666663,0.6473333333333333,0.7666666666666667,0.7333333333333333,0.6373333333333333,0.34066666666666673
16,1.7,0.658,0.6666666666666666,0.7666666666666667,0.7333333333333333,0.656,0.6766666666666666,0.4033333333333333,0.6406666666666666,0.7666666666666667,0.7333333333333333,0.64,0.3453333333333334
17,1.8,0.6566666666666666,0.6686666666666666,0.7666666666666667,0.7333333333333333,0.6566666666666666,0.682,0.39533333333333337,0.6426666666666667,0.7666666666666667,0.7333333333333333,0.64,0.34600000000000003
18,1.9,0.6473333333333333,0.67,0.7666666666666667,0.7333333333333333,0.6546666666666666,0.6873333333333334,0.39399999999999996,0.6433333333333333,0.7666666666666667,0.7333333333333333,0.6406666666666666,0.3473333333333333
19,2.0,0.6433333333333333,0.672,0.7666666666666667,0.7333333333333333,0.6526666666666666,0.6853333333333333,0.394,0.6493333333333334,0.7666666666666667,0.7333333333333333,0.6386666666666667,0.34
20,3.0,0.6573333333333333,0.6793333333333333,0.7666666666666667,0.7333333333333333,0.6546666666666666,0.6713333333333333,0.38,0.6566666666666666,0.7666666666666667,0.7333333333333333,0.6393333333333333,0.32599999999999996
21,4.0,0.656,0.6853333333333333,0.7666666666666667,0.7333333333333333,0.6586666666666666,0.672,0.3906666666666666,0.6599999999999999,0.7666666666666667,0.7326666666666666,0.6393333333333333,0.326
22,5.0,0.658,0.6833333333333333,0.7666666666666667,0.7333333333333333,0.6586666666666666,0.6606666666666666,0.3853333333333333,0.6673333333333333,0.7666666666666667,0.7333333333333333,0.638,0.33866666666666667
23,5.5,0.6553333333333333,0.684,0.7666666666666667,0.7333333333333333,0.6593333333333333,0.6533333333333333,0.3853333333333333,0.6679999999999999,0.7666666666666667,0.7333333333333333,0.6386666666666667,0.3426666666666667
24,5.8,0.654,0.6833333333333333,0.7666666666666667,0.7333333333333333,0.6613333333333333,0.6533333333333333,0.38666666666666666,0.6673333333333333,0.7666666666666667,0.7333333333333333,0.64,0.33866666666666667
