,Fp1-DELTA,Fp1-THETA,Fp1-ALPHA,Fp1-BETA,Fp1-Gamma,Fp2-DELTA,Fp2-THETA,Fp2-ALPHA,Fp2-BETA,Fp2-Gamma,F3-DELTA,F3-THETA,F3-ALPHA,F3-BETA,F3-Gamma,F4-DELTA,F4-THETA,F4-ALPHA,F4-BETA,F4-Gamma,F7-DELTA,F7-THETA,F7-ALPHA,F7-BETA,F7-Gamma,F8-DELTA,F8-THETA,F8-ALPHA,F8-BETA,F8-Gamma,P7-DELTA,P7-THETA,P7-ALPHA,P7-BETA,P7-Gamma,P8-DELTA,P8-THETA,P8-ALPHA,P8-BETA,P8-Gamma,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,id,category,label_h,label_e,label_x,label_a,label_c,label_o
822,-104.33193222960907,-87.39314842719318,-94.55571405080747,-104.00858409906076,-108.26016761501542,-111.9902752986142,-113.87708866452076,-114.38606419182294,-116.24470411266385,-114.92900682368432,-114.66174052346494,-116.03960295140001,-115.23678511066743,-115.29899986884257,-115.10210943741151,-115.54125285071349,-115.81988638628509,-114.94068762706222,-116.11751478824603,-116.80857858304819,-116.57350405524409,-114.64977727733731,-116.85718814517001,-116.24997681782571,-117.48058747923719,-117.02126987981266,-116.75446282735791,-115.61966926650055,-118.40478732922693,-119.66500210233039,-117.00862989558209,-118.42420025358705,-119.01225709335966,-119.40393152441423,-118.56585983357812,-118.957347122402,-122.35722060420645,-121.39693169183148,-119.63230045245864,-120.2836653714148,-123.42081974098491,-123.08490711395082,-123.1498203418935,-124.36525325507694,-124.66285049891295,-124.55308830600922,-123.03987740996085,-127.32410024651708,-125.130084206045,-123.70704738007976,-124.95356508239651,-128.11977285343076,-127.15190698821633,-127.7882450378655,-124.79086601223563,-124.76755374784277,-124.8527993252178,-128.17460903190897,-126.2353181903583,-127.25988657292207,-128.81270448085414,-129.23556487981256,-128.53130749027767,-130.48530902011873,-133.94174387793655,21,3,1.0,0.0,0.0,1.0,1.0,1.0
823,-109.34072236376855,-103.40713465822805,-106.5745131787273,-111.97291769489351,-114.15426993792798,-116.29569209210494,-117.25201946684082,-117.69320439674738,-117.98965900876942,-115.93911436303014,-116.33935597550487,-115.45070042453608,-116.30590849317917,-115.71055519627885,-116.25675107756649,-115.57517514122543,-116.38006706097863,-118.43077429216203,-118.37155840803348,-118.96356094036278,-120.29235435771673,-119.00200539696927,-118.49799657539762,-118.41227778148706,-118.54088768738437,-120.64289546272802,-118.7724331319123,-118.35180645021873,-120.24281700299575,-120.48417974221898,-120.52527553639183,-120.63374161976695,-122.37169380597466,-121.65720955856372,-122.33790062347856,-121.89921192269857,-122.32215585692529,-123.72631618696866,-123.14664253963942,-124.51742876261565,-125.93504643464482,-125.29999629253186,-125.22285412228756,-125.11841280878758,-125.6393996819308,-125.14912980648191,-125.43938669124749,-125.6947744790633,-125.76685721864996,-126.12482129497225,-126.45227803277368,-129.99010341652604,-128.59458534126767,-127.95378762362046,-127.83286320432197,-128.6555209616994,-128.33663388391483,-127.47583699599922,-130.6095137071409,-131.40408197081305,-129.87069060578685,-128.82287074464944,-127.73548650756837,-127.46536279305347,-132.39489388760265,21,3,1.0,0.0,0.0,1.0,1.0,1.0
824,-107.94605556629917,-101.57751265524773,-104.1757499756416,-109.79228364740585,-113.38280755653057,-115.9432166827169,-116.56654941903481,-117.64008186187826,-119.69395640236206,-118.3472424138514,-117.90667694118409,-117.62922031113058,-115.70213203930581,-115.17046201051289,-114.94995477279329,-116.38721970220524,-117.62111736502132,-118.59238727792413,-117.4604830244165,-116.85745005593859,-118.41702602515285,-118.3111750343534,-119.05465311241522,-119.69919752176268,-119.36875956065064,-119.19501227995653,-120.82928944817277,-120.6139891723523,-120.79695372599446,-120.39489920157506,-121.69994684513838,-122.3447292418235,-121.29248764026212,-121.966818075204,-122.38413209786611,-123.39314043506437,-123.37543018153542,-123.89557803774775,-122.95147945652499,-122.68671017643847,-123.99072131386643,-125.287041177902,-124.8852284964078,-124.80878193951156,-126.22716799519429,-125.68415134339861,-126.92129827438964,-126.878430764558,-126.49122460537212,-127.52848122599625,-127.08616951213286,-129.17210582771762,-127.81934545789574,-128.32686664326994,-128.50087853740052,-129.57615714720205,-131.07726721790362,-129.85758898861536,-129.15402179132246,-128.53851242089266,-128.85167591028912,-129.53492529880782,-130.72254008966468,-131.88801021174498,-135.2528690532372,21,3,1.0,0.0,0.0,1.0,1.0,1.0
825,-109.52435015544837,-99.8869002873852,-103.31565913836556,-107.94016479954996,-112.31587760208433,-115.10182743941277,-115.90287678262646,-115.96060865678724,-115.93324761704815,-115.89434370676123,-115.20827134061479,-116.50514890845616,-114.93749095457932,-114.77361925812973,-115.7402261028691,-115.4393281302945,-114.80664905840709,-115.35583014474722,-115.21083774263306,-115.35877322194483,-116.5051611054961,-117.75637554587355,-118.78927684963276,-120.04885356721644,-119.22060753706046,-121.23649595014763,-120.95503060459492,-118.9653273307668,-119.21280549676533,-120.59359307391249,-121.4483145090725,-121.6733953065272,-122.29544956546422,-121.82522223808772,-122.29801493018336,-123.45162807238636,-122.89673608692925,-124.08180393863928,-124.93294362541522,-125.32107778989341,-124.53977367110603,-124.10089851198057,-123.32134276176535,-125.16183948440359,-127.18172604093067,-127.75885701851305,-129.12717364951706,-130.2306262595226,-131.04966561029445,-130.3168986166924,-129.73552752220613,-131.66532714843254,-132.104763959636,-132.10436760626482,-131.58140124896423,-131.98557541835072,-132.27257858732838,-133.10737879248398,-134.2695276197485,-133.01988719706617,-133.4157470073348,-133.43221570725842,-133.44670656203397,-133.73574165889994,-137.7976855638534,21,1,1.0,0.0,0.0,1.0,1.0,1.0
826,-112.96616610733027,-104.60050807334385,-110.66357374352755,-114.57267776850219,-116.26999853910567,-118.02251658614075,-116.4628772076403,-116.4308822522173,-118.12135259136323,-117.03111604060196,-116.17184109521988,-116.06154555213911,-115.4304580752739,-114.8070215530291,-115.3093707942254,-116.29729105389055,-116.51599264678123,-115.8899578586095,-118.79196345027029,-119.75845328756796,-118.71695193494969,-120.34324156296636,-119.57879398439499,-119.90488670958496,-119.28495664550091,-120.06842390397222,-121.7693090514826,-119.91428909838326,-119.18112159697208,-121.33492170005167,-121.66708221585522,-121.9493225186062,-121.80379099355909,-123.44656747009574,-124.31840072384033,-123.86399474120914,-124.09117024308502,-123.75314429323574,-123.60652981968664,-125.11869498662452,-124.01836429476984,-124.29786495815989,-126.88175658602134,-126.3699235040738,-126.52770673049132,-127.25620864651617,-127.46526810375863,-129.04853521484625,-130.27297812045265,-129.49118278458013,-130.72252382510476,-132.23097154863936,-130.2014588921782,-130.79281880798047,-131.7094068329318,-131.69600051588947,-132.26828188475503,-132.80053784563998,-132.3761601987082,-132.73639370953342,-133.98610985001457,-133.93326980611027,-133.79249028314797,-132.59533074261662,-135.56260048035696,21,1,1.0,0.0,0.0,1.0,1.0,1.0
827,-108.58137557779207,-99.88303153617818,-102.82157144432516,-108.28372547114131,-112.50552546474466,-115.05561160747355,-118.18769707243534,-116.92570088801104,-117.6090615022484,-116.51953493361177,-116.8493895719743,-116.96744117762657,-116.95805238403292,-116.3995566378207,-115.09421812876394,-115.84889567934349,-116.97165009622731,-116.12446403062533,-116.87174375529894,-117.69258371395966,-117.50601790341605,-117.72116751478833,-118.6894655687607,-122.01144389632616,-120.13022388739824,-119.34781025823591,-120.01548057783799,-120.33619092807248,-121.43125987631727,-122.46972331346925,-122.67338074701003,-121.59795881506923,-121.10060272757961,-121.55768106242002,-122.22983666105529,-124.34021924822468,-125.90758524103063,-125.99445591968112,-125.23634592458984,-125.6225143662195,-125.97967037984994,-125.46142001462593,-125.21948324363669,-125.83393421113426,-127.21964191351103,-127.96363882349289,-127.63782772792867,-127.83751773041135,-128.75758421527422,-128.25561229803748,-128.3465948188475,-131.262460207661,-131.23984568629163,-131.5657570531585,-131.29522282207628,-132.0294488760162,-132.2125902434632,-132.99801591539028,-133.7691617429859,-133.0284280728296,-133.92128772200175,-133.18166638399956,-134.3957753135859,-135.25932289221575,-136.97216098954246,21,1,1.0,0.0,0.0,1.0,1.0,1.0
828,-114.36633722798865,-107.3700357061141,-112.362397033376,-114.4718884839285,-116.07239223710516,-118.00102302588746,-116.09919281910226,-116.70530487583021,-116.61027347853144,-116.83046433923747,-118.03424873107119,-118.19612918476307,-116.7029613868638,-117.65044361511912,-118.59875160930484,-118.24711465874194,-119.50726199829518,-118.8574540801187,-120.03124492325581,-120.71879397248189,-121.66583295114337,-121.89791814525427,-121.75118833120106,-121.37031622703378,-121.42261021773834,-122.81766341338559,-124.13919277567821,-122.9443527522527,-122.08196765645262,-121.60895483155626,-122.91956926710613,-122.76634648089436,-122.98054672322507,-125.14880745029755,-125.4113199313517,-124.71215720143226,-124.40081295064188,-125.31247558872604,-127.35611530663739,-127.7091682004383,-127.30038093331868,-127.10000287715529,-127.9391236801716,-128.70382761051235,-130.06340342677,-130.29825202923124,-129.91052365834275,-129.24484327747047,-129.45794985577018,-132.1908309233625,-132.33171938708904,-134.97166676331457,-132.74573579716525,-133.47955547470386,-132.9834870275493,-132.6738979667419,-134.13730575301565,-133.21428634108267,-134.19622971509105,-135.39009268377026,-135.59213353550635,-134.9711650810063,-135.1326257225295,-134.72725898586876,-138.34373031273827,21,1,1.0,0.0,0.0,1.0,1.0,1.0
829,-108.39653146255853,-99.575688098788,-103.89286046484486,-109.08954317207944,-114.21596615613531,-115.38638893913881,-115.64637072247537,-116.66677324023473,-116.96962676040542,-117.39953501952157,-116.40069260181754,-115.0634024405187,-116.151875901635,-116.71982775553685,-116.66592760598283,-117.23797874195384,-117.2259700927232,-118.85076235159323,-119.13982212994048,-118.24148990504969,-117.67388111391159,-118.12516035317734,-119.30616366372345,-120.4674991528035,-119.99337869224041,-121.52246081704476,-120.79579722952087,-119.72416668145804,-120.94909113003332,-122.66839797936314,-121.59377428827054,-121.74875415080992,-123.04335744179362,-122.58168305985266,-122.85809453828554,-122.11320440389827,-123.5748342743776,-123.63924660484487,-123.74341776918656,-125.42458841866389,-126.43650097931742,-127.1333697456682,-126.59887002680605,-126.77211187202859,-126.97985099150682,-126.76019643546925,-128.54364804368947,-128.69740298961315,-128.06000938746524,-130.67892080503879,-131.58312085575727,-132.57453298982003,-131.9879681700976,-131.1241311390485,-131.05355325163822,-133.2965695380491,-132.9245534290555,-132.63581861433573,-131.5184955671705,-131.841136486567,-133.66249167433728,-134.3461488869868,-133.33291909899694,-134.0611970252709,-136.01684755568854,21,1,1.0,0.0,0.0,1.0,1.0,1.0
830,-111.59912276379943,-102.84871470689149,-109.24318615224249,-112.04960001407684,-115.05731661069208,-117.8301247924067,-117.80591623542406,-117.51296636877751,-118.42896316697788,-119.15194137494778,-118.86303346432513,-117.08843024847377,-115.29170720195458,-114.74733433287646,-115.35410303820463,-116.32697909053337,-117.60130662464333,-118.21211625758355,-119.52932911473339,-120.56542297122863,-119.41430391845941,-119.20532650100263,-118.65712823283972,-120.31439770317048,-119.69562994937733,-120.69803741695404,-123.38250216591895,-121.2981001599612,-121.7570619602467,-122.39067956284117,-122.21361538948531,-121.93427342267509,-122.53315719119493,-122.26456637548578,-122.99620097441479,-123.26079095410897,-123.89158286427386,-124.94879747722267,-126.52737947319645,-126.1507475130935,-125.68486439452258,-125.50021312996387,-125.7808701002798,-126.81456188799565,-127.16417820584499,-127.95925638586144,-129.7992845488157,-128.80944879152378,-128.18559075559182,-128.5718341787269,-130.39623666962487,-132.14141607103429,-131.1692381141457,-131.03226199543562,-130.40069069030278,-132.2973702634196,-133.10526395857696,-133.73573372585446,-132.8905914164709,-133.1972709946224,-133.02948465616842,-133.3813364717615,-132.81519012969335,-133.07892953575094,-138.1128946213847,21,3,1.0,0.0,0.0,1.0,1.0,1.0
831,-109.05520951425504,-100.53030710234626,-104.39926989271004,-110.45170516962838,-112.26970717506838,-116.10890875697338,-116.15851190910641,-116.65406765679124,-116.71080380214411,-116.4459234126387,-116.3536510546527,-116.55423216417624,-116.34414319828272,-116.24976866264858,-115.77432021530711,-116.31034619502012,-115.84830408167952,-116.65570512118279,-116.6430363969844,-119.08392949272601,-118.985638461332,-118.61849318522945,-120.28429340558034,-119.42898871672675,-119.288350963157,-120.57289862969554,-121.45380365527635,-121.6875254535548,-121.67655655369315,-120.47374853628739,-121.55856477134404,-122.39433973661531,-121.97938587313791,-123.47554483180765,-123.02877439504624,-124.07761520034379,-123.85981461758327,-123.53476630926416,-122.80073034713679,-125.71978608680391,-126.13265641059819,-124.77754910846933,-127.47116261468386,-126.51395389472249,-126.12132185028611,-127.86716156921592,-127.01205014187765,-127.1660767504708,-128.77534381783047,-129.84194470498608,-130.41150382600784,-131.44125169596194,-129.91196964468378,-130.28785052628743,-131.92622872616468,-131.06506570801875,-131.9690825972746,-134.05908537334284,-132.96429683485107,-132.82880716948904,-132.81755564023342,-134.02400501231827,-134.81599203034048,-134.50290548872792,-136.72856674475946,21,3,1.0,0.0,0.0,1.0,1.0,1.0
832,-112.86234780356867,-103.81355616008639,-108.30356328604617,-111.03651648214537,-112.7775084459702,-114.90873157116874,-117.85839670204265,-117.91220562548374,-119.35069164376642,-118.34945241654827,-118.29621982079917,-117.46610499221318,-116.42468164259282,-116.6544081676764,-115.90637963279573,-116.11248613200699,-116.44392039902775,-116.72908889057186,-118.99922756557599,-119.021936701687,-119.4477763633949,-119.15224721756425,-120.77227228391754,-119.20282251906721,-118.57773455035037,-120.60377276521073,-121.2554306877697,-120.59161770726207,-121.57502658413675,-120.81676747872685,-120.31869336690912,-120.84707178654268,-122.91001106166364,-122.11521492918364,-122.66717252410145,-123.27155423943503,-124.40655896136413,-124.77859896227366,-124.70186411402437,-125.22101200660116,-125.61909570785315,-126.9176060093759,-126.57737651328489,-127.64673220201404,-128.6329767845948,-127.65389655330233,-128.9001085737401,-130.26529668735637,-130.01114563788911,-129.74478869036557,-130.57766339649626,-133.4222327959231,-132.33691207064828,-130.77674589611246,-133.42955753469164,-132.9456038140853,-131.75326777359803,-132.564549193529,-133.66703143407778,-134.05987218165063,-134.3025976269522,-134.8740604542388,-133.6996989074577,-132.5653392993009,-137.76961256198854,21,3,1.0,0.0,0.0,1.0,1.0,1.0
833,-108.37810295863761,-99.8315635215497,-102.44996584208529,-106.4694080533045,-111.1510045372116,-114.8793270738372,-115.7827904126117,-116.25310722660471,-117.28126477948885,-117.92483138788214,-117.78955815165756,-117.84046256211175,-118.14991634813764,-115.98499606909039,-115.16738183277764,-115.80611876571456,-115.30498131725166,-115.56135163215328,-117.61397518163318,-118.54902164842515,-118.29046520998247,-119.29082562248722,-119.76740111109187,-118.11450493012609,-117.9941393520397,-120.30177325178269,-121.96755203989234,-121.04837943710558,-121.13553201843978,-121.31121028231146,-120.69971197886625,-121.16767472436054,-123.26943385668801,-122.8721011197795,-122.65067799954389,-122.64105162206029,-123.88082937881933,-124.7107322852922,-126.1209536737657,-127.02670213957937,-125.92853955986743,-125.52494268230359,-125.04705713333585,-127.49316768616701,-126.47929367072214,-126.84681938483268,-128.3143396519487,-128.98652334968548,-128.98722045667932,-128.45161214561307,-128.94753126103055,-131.908588496908,-130.42374809118823,-131.04608365822935,-132.43980995661417,-132.40299862176687,-132.4986939723792,-133.24913970929407,-134.99191979864298,-134.9236613145302,-133.82971555103765,-133.928393643416,-132.63517638805698,-133.2281362702236,-135.24612420996905,21,3,1.0,0.0,0.0,1.0,1.0,1.0
834,-110.54600089653056,-100.89196275420555,-107.33395607643493,-111.91948030170359,-115.84208729510259,-117.63979335509993,-119.13742539915145,-117.94856805038243,-119.58304468864173,-119.56719904867428,-117.21239893774496,-116.95186770015997,-115.845906760466,-116.07471230280197,-115.97030369285137,-116.85086510479019,-118.51321348504874,-118.01044883106081,-118.30661759184592,-120.32064278207399,-119.73709316444486,-120.40800241950541,-119.75362593915082,-120.15432315651283,-121.0721971772611,-122.09197437463271,-121.46015912571553,-120.59147885079798,-121.35364449665681,-120.99034188048199,-121.85659824751205,-122.36679484092228,-122.45383369984461,-123.15886994452887,-125.09781446343172,-126.03471899029134,-124.45194629684785,-124.216089316563,-124.10112242225196,-126.84871056443137,-126.20034787966091,-126.64388856197576,-126.3552252243116,-128.14292984761016,-129.36562511411387,-128.59553299528923,-128.5024564233942,-128.64921429919275,-129.94884948928924,-130.2059828562588,-130.23679476631347,-132.7307078218928,-132.7251707417045,-131.45682426944396,-130.83301524348795,-132.77463548232032,-133.5016727503762,-133.92007086921677,-133.1915920393925,-134.91880007265797,-134.7848334154436,-133.53022491337856,-134.95801543206989,-134.5707620253811,-136.61550385609064,21,3,1.0,0.0,0.0,1.0,1.0,1.0
835,-108.50629068771232,-97.86178705390738,-101.46129889091766,-106.02541171857537,-110.8268516087181,-114.74652726395763,-116.72588959013734,-114.96543855423675,-114.75078760682436,-115.78874324884785,-116.19185848506858,-115.62646953089676,-115.64731169472942,-117.02744415090949,-114.75156531099347,-115.26558288782624,-116.00714665966058,-117.11252115541993,-117.11612946402198,-116.78202815491544,-116.90287434505521,-118.18406563893866,-117.80405907361539,-119.02552870370977,-117.03821331266248,-118.67873616922941,-120.37860330353452,-119.30587048629184,-118.83998724371577,-118.70460180003747,-119.93603040838454,-121.7010919350785,-118.38055866799098,-119.84549838505323,-120.21558372435499,-120.40387292206658,-120.59131316377245,-119.60620096680502,-119.56499871505392,-120.16765532778692,-121.94339541263444,-122.66771820853916,-121.37157774621456,-122.37712185967425,-123.19015904671383,-122.08242457830644,-122.09613345503644,-120.92657586224277,-122.7978930572244,-123.64739003116823,-125.2860938947664,-126.50531234686648,-124.27402363039421,-124.72571594165535,-126.42126839085138,-124.57873625725311,-125.43489967814605,-126.63721870260247,-125.10539490091284,-124.70269322893566,-125.12805522011341,-125.73773853159338,-127.33363103512653,-125.50853183395657,-133.66745046141415,21,1,1.0,0.0,0.0,1.0,1.0,1.0
836,-117.26292250138536,-108.57422951570557,-113.90098641943787,-116.17557172835114,-116.81144767538012,-116.64438965811027,-116.14401903329019,-117.01490810715114,-116.7798640344837,-116.66471239959904,-117.90693426348997,-116.7502220079723,-116.75464013715481,-116.22671182554457,-117.21043824822915,-118.08945281969051,-117.78261881243169,-118.41585281561935,-118.57295518752183,-118.9576915201201,-120.13912933353673,-120.11734846072488,-118.61663452479104,-117.91090734462023,-118.86950210490122,-120.42283181859784,-120.9719221351933,-120.50004709758889,-120.39125923025475,-120.02675463058979,-121.3161358524437,-121.97764429731214,-121.84923200713989,-122.8618213980569,-123.04615263524559,-121.99393198211419,-122.6022039961793,-123.63324819864856,-124.35531327740945,-122.07689674123058,-121.76750498186165,-124.29336678406655,-124.84758006162247,-125.35451190296473,-125.10202547973455,-124.72878509669526,-123.38425271556616,-122.7722414554893,-125.49458358737063,-126.05348502142023,-127.76903234534556,-127.23358285625075,-126.28406127539562,-125.99129006996978,-126.45164713039223,-126.88234608623397,-127.66460776844337,-128.291012959986,-128.7111205982445,-128.24176442024213,-127.83139031813118,-127.6560645196284,-127.74287029750765,-126.83666679354636,-130.2473350557904,21,1,1.0,0.0,0.0,1.0,1.0,1.0
837,-107.7608337233631,-101.26137314015068,-103.95078207729802,-109.78307193165458,-113.81285920663603,-117.54326377073333,-118.31516619131298,-117.58257493870383,-118.20636519455128,-117.43500882104482,-116.80890902686679,-118.42799868865046,-118.71211777174842,-117.87175607595438,-117.5312980930363,-117.96668802785695,-118.29987043199966,-119.78536440185566,-118.78930902336657,-118.71175578309004,-120.82456661126312,-119.68201388912966,-120.20801994875035,-119.91827978425123,-120.13546909720334,-121.52521285971841,-122.70768371577032,-121.28920314204527,-121.45579827365317,-123.00375418978987,-124.14588853176164,-123.44239115547735,-122.88076984097228,-124.13597107725559,-123.47045321489941,-124.47303994502577,-124.6476377449423,-125.91571614549281,-125.90423051377881,-126.79581878551357,-125.5762708219161,-127.2303203085594,-127.81486592736505,-126.13645311102096,-125.45089205230346,-127.29972980383565,-127.86691846181654,-127.8352278350544,-129.47909040614368,-129.84118064505904,-130.11372685272616,-132.19471226600754,-129.82045787943488,-129.9244620622167,-131.31675714062644,-131.89324518116058,-131.92953249730752,-131.98676218783254,-132.56976175135839,-131.93966873981947,-132.29246039078376,-131.7740373478746,-132.01059116514278,-131.39671741736888,-135.42033308318236,21,1,1.0,0.0,0.0,1.0,1.0,1.0
838,-113.38129583647275,-104.83364211629598,-110.0155680868186,-113.42165964081873,-113.39420743765815,-115.81567173161623,-117.41667884330874,-116.34814171219264,-117.26767424966968,-117.60975137974017,-118.30139183120076,-117.78757067825899,-117.86375361559621,-117.92231720939253,-118.99192286540267,-118.6033731524457,-119.13805537656538,-118.86444897385783,-119.01474423059312,-120.3615716039427,-119.86505535976605,-121.21167139991051,-120.80438017552555,-120.93507298428824,-121.1807873304526,-122.64289813951707,-124.28374773698269,-124.397605239346,-124.21581903050067,-123.57712063236163,-122.86679027637575,-123.92407639452081,-124.29352824962731,-125.3501470049647,-126.03456207130401,-125.13937881625205,-126.10837357761619,-125.82170143809583,-127.60086934392552,-126.47852418859323,-125.92318521843657,-125.95618658471352,-126.7180656953093,-127.99710621709502,-128.48105060873775,-128.7778468108649,-128.46502373689802,-128.98344635062867,-129.27065377453224,-128.8075354245564,-130.2359313099119,-132.4058959464215,-130.7974389863755,-131.05307853142074,-131.6826483912604,-131.6067794926543,-131.84640260923914,-132.48521571090563,-133.99857124961892,-132.5432258696561,-131.99349196886462,-132.4013974732476,-131.94547946170377,-134.33112753613824,-137.5553929195237,21,1,1.0,0.0,0.0,1.0,1.0,1.0
839,-108.92477556801293,-101.20338959018918,-104.50503149847627,-111.32123729854415,-116.50623503284338,-116.7105388980238,-116.53675407713271,-116.14863655101678,-116.77642672047256,-116.92715942249774,-116.71878111682936,-117.0263288906658,-116.08235534929591,-117.0315109290663,-116.92336609873338,-116.8736959930345,-117.60729131029396,-116.8146194865244,-117.10518887801543,-117.79251993787533,-118.2948617090033,-118.42237929045417,-118.85760699788975,-118.70804536707949,-118.63392313295608,-120.43168231905216,-120.27999492543876,-119.60850534943214,-119.46030517229008,-118.90457942199974,-120.69202278824574,-122.26805510621125,-120.04038551198634,-120.65696024941657,-121.40886478401129,-120.17386906841232,-121.77582221826535,-122.00769244258383,-122.00332371865468,-121.47147188973327,-122.49695060658412,-122.28964319453749,-122.48505485901737,-123.73072690406869,-123.87044134648357,-122.37325745259432,-123.2558605605785,-123.72938380935075,-123.59249461492601,-123.91344507350234,-124.69317790993438,-126.03203437674772,-125.03251115600457,-123.98553831213655,-124.75894619742293,-125.9204908834333,-125.91370749558344,-125.94419224087156,-126.56842263513668,-126.16021343613068,-125.92255068092072,-126.98217657950225,-127.19221298642645,-127.41016327278855,-129.6177794842755,21,1,1.0,0.0,0.0,1.0,1.0,1.0
840,-113.85117710907373,-100.05520692643906,-105.00814124804873,-109.90505570116699,-113.65726748749198,-115.05450154566236,-116.46298982712537,-117.63024179733137,-117.9103528841097,-118.44502425968867,-117.7740699118784,-117.43975290841492,-117.78703890610801,-116.8913358049077,-116.94601395109373,-115.6374043931093,-116.94619772931415,-118.20382694980532,-117.6570739263998,-118.53193727769381,-118.96781568926102,-119.73809168060065,-120.03979803020195,-121.04272380656138,-120.46257821276029,-121.66966617191078,-122.682653605155,-121.89091679549846,-119.47346378894315,-121.00577664734698,-121.64389627355895,-122.04271285859454,-121.00603020124436,-121.31867184971205,-123.29383200186331,-122.95300554112812,-124.36510043484049,-123.46263168228825,-123.37136235467855,-123.1527219279514,-123.31314244998369,-122.82770520939633,-125.23396805693741,-125.49617639187613,-125.89795488043177,-126.36817818645974,-126.36817092876846,-125.13731946606698,-125.58964627608484,-125.66721898174654,-126.08404006249573,-129.434925786905,-127.82646313181351,-126.83450798802656,-128.3620847092559,-129.40489598058778,-128.04083719194784,-129.2686271567552,-127.9695077507737,-128.01532263003375,-128.64241931618335,-128.40495043915507,-128.99972528674988,-128.7121420910086,-132.1804779975529,21,2,1.0,0.0,0.0,1.0,1.0,1.0
841,-109.67057539875495,-100.48457782212029,-102.64059078032454,-106.50461996385816,-110.52979129329717,-113.92545347531077,-116.72095751444387,-116.85000020656608,-116.5078072211878,-116.49931247995683,-115.84071686671493,-115.10654222527805,-116.13830715534236,-116.22863505809605,-115.8017856550563,-117.38225416544053,-116.57655182463508,-117.27758643265443,-117.46580072906978,-116.841476475094,-118.0873492040835,-118.12025294195445,-117.5012382668275,-117.11165821429117,-118.21305206771235,-120.2216331736575,-119.42245941090485,-119.12172611832273,-118.85785124982432,-119.15017731783092,-120.1471137535981,-121.23267848542491,-121.2609874009569,-121.07863513850165,-121.92096404550247,-121.68853306649865,-122.6499697292708,-123.26174936863688,-123.22273122125173,-122.94778293106135,-124.02906084454844,-123.31767227139208,-124.34399791813175,-124.31263836525538,-124.976971844796,-125.82602157489156,-124.07845611323366,-124.4716804643727,-124.47425980497648,-125.62699074728175,-126.8467192147478,-128.81617099951222,-128.26707292376173,-126.62414008857895,-127.11922108220499,-128.1710295896752,-128.47425981370412,-128.7822948028588,-127.6942082899957,-129.27398765893403,-129.40188993704712,-128.52002440368793,-129.8455057522456,-130.2541412778449,-131.711585654379,21,2,1.0,0.0,0.0,1.0,1.0,1.0
842,-109.56584732468917,-102.72412298369747,-105.24085220175616,-109.32368127216873,-114.55350439096286,-117.20149141104625,-116.95898061105646,-116.56962482874194,-117.08502681676202,-116.41054033390586,-116.39501499835474,-117.69321868499303,-118.14245671418298,-116.88804807047434,-116.0111616679485,-116.247766677745,-117.47836941953601,-118.57336019244421,-119.25156399772615,-119.21791527957697,-119.69954402431077,-117.94690572384465,-118.61823959639993,-120.81680506704166,-120.4298691975672,-121.07870158589947,-120.87068989000592,-121.11613275692531,-121.72731473101206,-120.55671684241064,-120.95121628542536,-122.646257387471,-122.96872173934533,-124.18760252066687,-124.4285080343073,-123.39712655985736,-123.40289575520399,-124.68360287557766,-123.67323192724132,-124.5383381594219,-125.14280645404472,-124.66458684300886,-126.43436950232652,-126.33804256385707,-125.5017135428794,-126.79742241828846,-127.19368141716659,-126.49511946950689,-126.3552701713389,-126.8336567951747,-129.01746811065993,-130.04105428537744,-128.29387852744728,-128.1168004632134,-129.4457539203614,-129.76654058845017,-129.67382147668536,-130.47141245523235,-131.74104282709706,-131.27775857134364,-130.8463462363618,-130.29537015465655,-131.31634890506223,-131.09090308776604,-132.91317266526704,21,2,1.0,0.0,0.0,1.0,1.0,1.0
843,-106.32562338862417,-93.79589451392019,-98.85507808871117,-106.9630457728583,-113.89853177426652,-115.61585880430675,-115.80452074310008,-116.71896259181239,-118.60950929992379,-118.0597352527438,-117.95054570026728,-117.95205102785528,-117.35103379328646,-115.4456429209317,-115.90427518718559,-116.79060910362867,-117.74050872827694,-118.39653777477615,-118.1761347494379,-120.01492396711258,-119.81870455562674,-119.91972877082449,-119.00079661592825,-119.4133541576202,-119.48442185650987,-121.52490998466536,-122.36737301627117,-122.80475264727676,-121.046525773514,-121.19580250935758,-122.3010053032609,-122.66342300412379,-122.45531270852837,-122.47765746139576,-122.56118947149173,-124.00671542353635,-123.67065968691593,-124.37181466406838,-125.99870196531052,-125.16846372956573,-125.0682231680424,-126.42285120710652,-126.46761786535491,-126.33438234226142,-126.60069823112634,-126.56344755883039,-127.71437679893508,-128.34546572753322,-128.284166681818,-127.93813621893334,-128.95532158098564,-131.71666420286877,-131.3774856583382,-130.23530760609214,-130.9827992563698,-130.77536257466028,-131.0615786984734,-131.86741648459838,-132.16194143582078,-133.08466513272154,-131.6559703452177,-132.16977758088808,-132.16697695799883,-133.20280155953463,-136.14228551865614,21,2,1.0,0.0,0.0,1.0,1.0,1.0
