,Fp1-DELTA,Fp1-THETA,Fp1-ALPHA,Fp1-BETA,Fp1-Gamma,Fp2-DELTA,Fp2-THETA,Fp2-ALPHA,Fp2-BETA,Fp2-Gamma,F3-DELTA,F3-THETA,F3-ALPHA,F3-BETA,F3-Gamma,F4-DELTA,F4-THETA,F4-ALPHA,F4-BETA,F4-Gamma,F7-DELTA,F7-THETA,F7-ALPHA,F7-BETA,F7-Gamma,F8-DELTA,F8-THETA,F8-ALPHA,F8-BETA,F8-Gamma,P7-DELTA,P7-THETA,P7-ALPHA,P7-BETA,P7-Gamma,P8-DELTA,P8-THETA,P8-ALPHA,P8-BETA,P8-Gamma,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,id,category,label_h,label_e,label_x,label_a,label_c,label_o
428,-119.70458036257901,-110.5148966148613,-115.50708762636654,-118.77150858608628,-120.88731958619135,-122.90040858834082,-120.64014215350463,-121.5055333516166,-123.46468765777169,-124.35448579311605,-125.50131234515014,-126.89170925585233,-126.3739550067548,-127.93627095014223,-129.90109921505075,-131.14905679737748,-131.85956591080702,-130.77643298813035,-131.27101515719664,-133.34482430257697,-134.7879732735513,-136.60528644643077,-136.40971086581396,-137.54085650968744,-137.47933634803007,-137.54401726112724,-138.4758170656056,-137.51344956797882,-137.8177174666436,-136.5130856821664,-136.73050252903516,-137.20894763781453,-137.5830750533328,-136.83885399829845,-137.69548276022772,-138.4190677776171,-138.47824640647136,-138.57903208618245,-139.10715172147582,-140.46936906653292,-138.6387407938812,-140.66692046361973,-141.11983054043472,-141.01223192298897,-142.03836055696019,-144.33979201057397,-144.80285147179555,-142.88243405284553,-141.47437126048945,-142.32941105951988,-144.4895166692598,-146.57190256325936,-145.53627638734827,-145.09544732178205,-144.50909740830411,-143.1329114617842,-146.243004044002,-146.31262730507024,-146.08310367573773,-144.11960750636186,-146.04634603721126,-146.24853792902658,-146.1961290951721,-146.4638654252348,-147.98994722407966,12,2,0.0,0.0,0.0,1.0,0.0,1.0
429,-107.7475820707596,-99.40256664017907,-104.07835862322773,-113.24214258349176,-118.92527213412079,-120.13719941441448,-121.80301570653486,-122.0229228108159,-123.94643223053335,-124.08213568025731,-125.48478589655913,-124.63438262264218,-125.91287697700668,-129.81728717216103,-131.38136033935564,-130.85289941291938,-131.73514346064883,-132.93223490829507,-132.88538487280852,-133.20224870092596,-132.59768233078543,-132.99329925381977,-134.0719040227153,-134.38672656434045,-134.4047836519827,-134.77125399323631,-135.69388747935358,-134.30430455254893,-134.67682572228753,-134.13981781292316,-135.67804218422614,-135.4171885706575,-136.7334787531632,-136.8330417799712,-137.13288604789386,-137.5322373139071,-138.87008531866462,-136.89740765901473,-137.63766334736124,-138.36194580847814,-139.9124625930357,-140.23403238884438,-138.49268682933635,-139.67635161115115,-141.06516066731967,-142.60225776506093,-142.0939371967417,-142.43618280294586,-141.202938373904,-141.46176574234872,-142.72392691860648,-145.24171169183123,-145.0942078595463,-142.95349770548106,-144.31136859563935,-144.78920953852997,-143.96491212881185,-142.80096591176806,-146.59838650987805,-144.66876365465023,-146.2931124159816,-145.39606736310537,-145.11896324846768,-147.32284434362367,-149.01465673612677,12,2,0.0,0.0,0.0,1.0,0.0,1.0
430,-117.82238652308021,-110.59578165829926,-115.92345574375132,-119.10349390021027,-118.95503662392065,-120.34737481614292,-120.26597615761878,-120.7233786717182,-122.12566446081058,-124.32494294039138,-126.09593972613885,-127.3823313340681,-126.6727572401757,-127.31077402794674,-128.97169013721796,-130.23771800123774,-130.9863312244365,-131.3067650483565,-132.02216232110166,-131.76759967569876,-132.0852184080542,-133.1609692822094,-131.90757502509794,-133.50076548736075,-133.82643877623434,-135.258626581633,-135.50411407406892,-134.44120346632735,-134.25081361376877,-135.4216200868802,-135.03973852975636,-135.1058799563768,-134.4210369541242,-135.82190046973372,-136.66198413456945,-136.47266784380835,-136.67742372612065,-137.58670554974708,-137.50028086693584,-138.04531478273833,-138.4660435076464,-139.1970593961437,-138.09802814727936,-138.3972302849274,-139.58405033131976,-140.56826520358106,-139.7356676288535,-139.72308099069267,-141.7662836162245,-142.1501265058804,-141.88724239899938,-146.49575918901058,-143.99712608107154,-144.1180962606536,-143.37666994456032,-144.62870608408682,-145.06450721646675,-145.3077214881809,-144.83525877944894,-146.17990715842308,-145.54820972782787,-143.96193166753176,-145.29013648527058,-147.20444765835364,-150.62534809536578,12,4,0.0,0.0,0.0,1.0,0.0,1.0
431,-116.83683553648129,-100.27852060044745,-102.76154038103039,-108.69251843618635,-113.49183879373528,-117.70915038739135,-119.55614599419303,-122.30256365417279,-125.72832926999232,-125.25598568605628,-125.64359013762031,-125.64257884976838,-127.58119998243133,-130.72284446062864,-130.90495368042428,-132.30908066566434,-131.25381178307128,-131.41282982342972,-130.33387993658755,-132.70755663612223,-134.31684729951905,-134.51823329068907,-135.18100939895453,-133.77737100180423,-133.4524233977579,-134.47711413474977,-135.40959844101206,-135.29768992130596,-136.17968203700056,-135.10004840916525,-134.93019794441676,-136.5391072593652,-136.22848845755883,-136.06103906901768,-138.47608331377998,-136.67894344158515,-136.00423800731338,-136.00533405212434,-137.36668574642113,-138.83781996340164,-139.30354756342217,-137.72992049191257,-139.88655524724638,-139.85709584873382,-138.95387422324484,-139.03469025023662,-140.13655937085156,-141.7472787243957,-141.14355955136764,-141.05928832570925,-142.0132638930372,-145.1756875324197,-144.49728774092904,-144.61243396747153,-142.85253904271696,-143.12560289950636,-143.40206728175102,-144.78862840637487,-145.49510139555778,-147.35188568467152,-146.46570396603175,-145.48043863760017,-148.15387824818046,-146.2658342326116,-146.66347791940473,12,4,0.0,0.0,0.0,1.0,0.0,1.0
432,-119.48157150717913,-109.81171044094353,-113.33051001602348,-116.36316358237181,-118.19497291706872,-120.07658641856739,-120.90008524654411,-122.56357369921587,-124.56559957357447,-124.93650073028667,-125.00398360129569,-127.51117945400985,-128.92829189832602,-130.48840623376674,-130.68144926144402,-130.9186963733457,-131.23054759259577,-131.8325867281189,-132.28142677639804,-132.95164591722653,-133.6533107522053,-134.75445714704443,-133.59192095177323,-133.66266961930535,-133.33520543894718,-135.37287846272108,-135.94954970594233,-137.2999175088714,-135.4457717182492,-135.50244298437917,-135.1128715343758,-136.8859521569865,-135.72082507408817,-135.20159054956596,-136.07250945439822,-133.97133420135816,-135.87997162906157,-136.33258285965303,-138.5391222454266,-139.7855488878996,-138.49893046029715,-139.024510210219,-140.90381960583497,-140.19689383908744,-139.80978844869404,-139.378273033887,-139.66435453180804,-140.49227639133653,-141.12576772830886,-142.08036495889013,-142.31835192875877,-143.2057894319635,-143.03561576938262,-144.54939043518667,-144.01871026853317,-144.01465807095366,-143.42684995364866,-143.96455726963134,-144.13509529598178,-144.55499340571174,-144.7777313738315,-145.22935484433245,-144.0111363540904,-148.04983375805475,-150.18701312286697,12,4,0.0,0.0,0.0,1.0,0.0,1.0
433,-122.18086787577533,-112.25765105008833,-117.20975536699137,-120.27355043879012,-120.39836362881745,-122.50581562204879,-121.96681491235128,-124.57078214218,-125.49017136360746,-126.31287285686086,-125.96916181165078,-125.49674397021894,-127.71555411528966,-129.35394417117033,-131.24233725134718,-132.1749208760323,-130.77584254530933,-131.2290276163125,-133.7300168101832,-134.36130018475748,-133.19439510703094,-132.5129893145536,-132.43987296423845,-133.70194120745487,-135.05650132148975,-136.40687124230237,-136.09331107902395,-135.17031302647953,-135.29920445563715,-135.65912476868027,-137.3424149304683,-136.88997163038738,-135.16555736843446,-135.8233472670781,-136.8870746990017,-136.67622584103373,-137.34176037668837,-137.71209683816923,-138.31210295407948,-137.19856130950774,-136.75578556437418,-138.15778609211506,-139.44325440332844,-139.12335132441214,-140.9518996865266,-139.31067009965398,-141.06580664891328,-141.76884667861194,-140.65060802475023,-141.99648852264176,-142.9218569680359,-146.22172245244423,-143.55310966716252,-145.2827848798589,-145.41243819926166,-142.60823952516367,-143.23570981618016,-145.82493673439646,-145.11737225962096,-145.294525428512,-148.02174626134172,-147.1597176688466,-147.37096516738237,-149.44019114783154,-151.57466524975277,12,4,0.0,0.0,0.0,1.0,0.0,1.0
434,-124.73293764129666,-113.7868279925891,-117.63375966691325,-118.94986493465304,-120.67532859533546,-122.82369399810925,-122.50544315221119,-123.92330100470743,-125.74903113859791,-126.31794782228532,-126.46002012176862,-126.92507879273704,-126.11734608729877,-128.57286324178926,-131.26727556186978,-131.70158065343182,-131.0651319971197,-133.1057471944598,-134.03771539959524,-134.43494751184681,-134.45091472105585,-134.7512722877905,-135.60532704304674,-136.67266515648328,-137.26253741787357,-137.87310786107054,-140.74011423888498,-138.31731094648882,-138.4954007625537,-137.65404482609569,-138.32792154189266,-138.68850666105945,-138.4850663018707,-138.65615530838173,-138.3398318197607,-138.2959365318207,-139.71058208252805,-139.80687364785257,-138.82998886319967,-140.23470942078532,-141.3032653511908,-142.0720369678984,-141.80598902463322,-140.72771853965122,-141.34482744004262,-140.40631943524465,-142.27070466994962,-142.53225069747833,-141.912635806172,-142.22078082073915,-143.32037901531012,-143.49559592868172,-144.17063313088838,-145.57039223260958,-145.6482027036957,-147.8204457962048,-147.66309111432383,-146.23196684869868,-148.8557561346742,-147.7105539917289,-146.38196944413255,-149.15931917506197,-148.56314415236136,-147.95531429984356,-148.82317703584164,12,4,0.0,0.0,0.0,1.0,0.0,1.0
435,-110.53254986440203,-98.91491228716956,-101.72098609854723,-114.14738458774961,-117.9625443044761,-119.11291257452942,-119.92121916108468,-122.9083716022167,-125.23396892764583,-124.78286281966164,-125.13595283681738,-125.95851671896304,-126.42703237979994,-127.8946724156402,-128.74592619579144,-129.19355448403076,-130.5115629666853,-130.94630473654513,-132.49369647249475,-132.14412372339868,-131.8463280352614,-132.19241614581992,-133.5521061344067,-132.42144683214588,-133.45201153057366,-134.98709832170385,-134.9070561450358,-133.84867300693594,-132.79525241805737,-133.34648769181362,-135.14641087873682,-134.23209491851443,-135.30569047323667,-136.45534090263416,-136.8860003040619,-137.08300080260113,-137.59370948304462,-136.97264944408928,-138.97487124319085,-138.684024205921,-138.20423730357638,-137.87712192330974,-139.18568677996524,-139.06599370270246,-140.13015255127064,-140.38134338891197,-139.64318852527407,-141.0318431415385,-141.80007486988617,-141.58492887477,-140.80548553960148,-142.0632921593267,-142.29943084372997,-142.59437068877665,-144.90398041944948,-146.7579110514535,-145.51384776614216,-142.5439527441312,-145.85431005041923,-144.5131691853266,-145.34023712581447,-145.8139064524312,-146.95573753693208,-147.3799557050113,-149.17206819093474,12,3,0.0,0.0,0.0,1.0,0.0,1.0
436,-120.73502335358927,-113.0452939869738,-117.38636779325041,-120.59443669473632,-121.0419549172866,-121.40690306148691,-121.92904488279888,-122.64613833424413,-125.41999415042045,-125.41238814575466,-125.73002794270855,-126.21594766975389,-127.73383940260125,-128.91064302242515,-130.44829051832735,-130.72859716411864,-131.50253913003064,-134.3105402572798,-133.53615577874302,-134.27625076687627,-134.46543561557436,-136.972847033672,-134.30375144570309,-134.33548762282015,-135.62124540798894,-136.62430952853964,-140.8417119273665,-140.19669619674065,-138.04768980569577,-137.96209803916454,-138.199690257496,-136.04891542385346,-135.96754350458988,-137.4889191050838,-138.21049589130308,-138.15535246733856,-140.08015599901742,-139.836175001209,-142.06730480542367,-139.52987483661175,-139.79843925408736,-142.27635082703705,-139.69577781234776,-139.9367305422888,-143.2570708079894,-141.10826648146582,-142.77146952057512,-142.53815042251236,-143.1846677304777,-144.97947832888127,-144.78050866256712,-146.9541294723664,-147.69701402511723,-144.1040602389374,-144.13095044770145,-145.9232564406832,-146.0961067098925,-146.46381379654795,-145.8463271929585,-146.69879049981876,-147.5315943115104,-145.41277248247184,-147.11196701932434,-149.3408575716554,-151.69917920914378,12,3,0.0,0.0,0.0,1.0,0.0,1.0
437,-119.31777891144202,-110.53342766517599,-114.28341813108672,-117.1835305642058,-118.88471818639992,-120.90933118019699,-121.32581068150058,-122.05278081025801,-123.16042815341805,-123.78228448119944,-125.13531489310112,-126.10522930452763,-126.82874614889502,-128.02738897843267,-128.18592501755,-130.22521880542317,-131.30690297354232,-131.6572834864568,-131.7782333121188,-131.79858760447812,-131.21829915476278,-132.58357118362153,-132.81986180752347,-132.57141409014145,-132.6683640405447,-134.74236316328575,-135.30359725801517,-134.23677810024648,-133.7382755670002,-133.5359011419232,-133.59567625915201,-134.21900869207417,-134.5583674682832,-134.82343810309007,-135.71163468887823,-135.67903318113432,-135.99545434207678,-136.3361990108105,-137.75142317989668,-137.331803816301,-137.54502129185207,-138.0724725189339,-138.18206284725647,-138.4714315536694,-138.83004144962862,-139.5787302085438,-139.39580642552545,-140.49646241219563,-138.94171915725727,-139.77055776769006,-140.4237023020125,-143.06860717764417,-142.91809011877154,-143.05101264278153,-143.55474335186202,-143.44506114474507,-144.93770532217758,-144.44661888807804,-144.29340506669837,-145.17582320731685,-145.7417463159232,-146.4779932946081,-145.26322646813034,-146.42364737481222,-148.33445528992718,12,3,0.0,0.0,0.0,1.0,0.0,1.0
438,-119.04035051397318,-111.79488438451764,-116.16798540385994,-117.5218451707527,-118.21250955961295,-120.05848480742884,-121.10356613495021,-120.9823724651743,-122.67637744956595,-123.88028822971393,-126.39583422231607,-124.75828339635386,-126.96199811097966,-127.88930784008456,-128.89251539710952,-129.46494579729818,-130.01342488562545,-130.87223010215578,-132.07155664182926,-131.29640075283135,-131.70840423748712,-131.66960146441528,-131.58434980180164,-131.82559301583242,-132.6363312140168,-133.43473535506,-135.73904953072983,-133.95645920256203,-133.07056184845285,-134.106499318784,-134.82562972969976,-133.80220427143792,-134.1416756621692,-135.01997848061498,-136.31509564640047,-134.82090924357726,-135.85460268258822,-135.73814017865348,-135.96393703618398,-137.46693073919323,-138.69028738046933,-137.49241012287777,-139.24812649312625,-138.8931232772465,-138.02543368270298,-138.0767279469948,-141.0208839506966,-141.72267876061113,-141.29519682226157,-141.54953392199388,-141.98388758123332,-145.2122493615625,-143.85528413134293,-143.20483384838664,-144.8642561542798,-143.19072456999388,-143.66722760782406,-145.7669512414063,-146.18691276592978,-144.98741821646124,-144.90768201300864,-145.56863780711973,-147.97508751125048,-147.26328839352578,-152.46078954337744,12,3,0.0,0.0,0.0,1.0,0.0,1.0
439,-114.12825247939725,-100.41001030925352,-111.09590244273362,-118.6284888867314,-119.9739779423379,-118.53634397114882,-120.44720800836687,-121.80728085693877,-122.25506728151501,-124.43089445092659,-126.67722956314526,-127.13914139278893,-127.53924541408946,-126.96877672828974,-127.95742667033609,-129.72096885212255,-131.26563612914168,-130.66261527356414,-131.40016067832596,-132.33746605954815,-131.24208365206476,-131.64040754446359,-131.88141881363225,-132.82281277845675,-132.99178608324587,-133.56729176014105,-134.75027303149204,-132.00694072213417,-132.04115437668253,-133.2619734187972,-133.61331451437084,-133.33199610710702,-134.2707030416491,-134.76712471244613,-134.93486620974272,-135.01108956147826,-135.80325218649065,-136.83516688222534,-137.10874926175646,-138.44562006693857,-137.39338429134332,-138.32815879594085,-138.46953128497407,-137.85975922299073,-139.17928542226298,-138.9181898739418,-139.9434075819312,-140.05812442541372,-140.3974141147691,-141.89711533976254,-142.20630130768748,-143.5758562233043,-142.1009784578614,-141.98388320309977,-143.4212926709154,-143.89248864931656,-142.65048883863173,-143.48006720431417,-145.53411498523934,-145.55807708802618,-146.6392458908617,-145.64951029732967,-147.17438046842136,-144.77757423254732,-147.33931176253174,12,3,0.0,0.0,0.0,1.0,0.0,1.0
440,-120.35421794569382,-113.23975682647551,-117.26180498564318,-120.4191893777604,-122.04169691395342,-122.38397732787712,-123.99620952143954,-122.48233198836168,-124.25910542702594,-126.52187819117074,-126.38479286186394,-127.31190833140141,-127.15416912103889,-129.1372381437121,-129.9194382588307,-130.5773912413184,-131.91911041360814,-132.94749561510122,-132.6038253857157,-134.5600993093114,-135.2614598247993,-136.52367675320014,-136.06190588067713,-135.66446712944352,-135.65599291253045,-136.7707025969815,-136.53415170312505,-135.69333743131048,-136.77200842998764,-137.93198320834898,-137.58651015989025,-137.59107998228427,-137.53731437741925,-138.99307095724535,-139.6465614488973,-138.80011205977456,-137.8226275863938,-138.49878114456,-140.5645842693866,-140.96233983331476,-141.21763995460367,-140.27692579385976,-140.40911334212137,-140.87260261792082,-139.80158800532823,-139.1323806322439,-140.8226186334578,-143.63199823684897,-142.35276909748006,-144.0246052394614,-143.52721291656238,-145.13520676152945,-144.74733117175043,-145.96399061455574,-145.62645786771196,-148.00078120725075,-145.90601459616673,-144.43045289860402,-145.73055766662807,-148.04118273022877,-145.81622088303826,-146.6166068731722,-146.60786539783385,-149.33820585649136,-151.99469869691953,12,4,0.0,0.0,0.0,1.0,0.0,1.0
441,-121.29217960613784,-111.38109996970675,-115.24131838625321,-117.83157103984303,-120.08162858083605,-121.42187349426973,-122.15311846284362,-122.0086272728436,-123.40750582927356,-124.70593419425097,-124.51752145720597,-126.67165926347002,-129.01625826966065,-129.1291931445959,-130.2283863637817,-130.6571162491056,-131.5167658944686,-132.4339482959505,-132.5129465438059,-133.7136530095684,-133.71093678664948,-134.63196909486396,-136.43468382878302,-136.44314144507706,-136.052749125837,-137.88884046959097,-138.28406113433056,-136.48997218488344,-136.3142912917327,-138.22932225818573,-138.86336824855368,-138.89565150359786,-138.96375276560596,-137.97449274199747,-138.26870121692724,-137.61429516376165,-138.55629292411055,-139.22139408928544,-139.50131505000593,-139.90636416855781,-142.59817918277002,-141.7568741806151,-142.71431523561094,-141.25937384539296,-140.3040148838198,-140.23807289715984,-142.11458544804066,-143.2199437078391,-142.6305379672742,-143.97029435511118,-143.22607855833178,-145.54837638106298,-144.8174272485494,-144.321602696908,-146.92919247809988,-148.09216243437015,-148.48213900730917,-147.27505312749605,-146.67096712219458,-146.67179691261674,-147.29924003416815,-147.56195737168724,-146.5975353170612,-146.84998734252073,-150.22839446710836,12,4,0.0,0.0,0.0,1.0,0.0,1.0
442,-117.17899593385465,-102.02485533566477,-108.47137775293879,-116.2695377881455,-120.47080267217953,-121.37508516065834,-120.91683281378482,-121.90580668574178,-124.81888833086188,-127.22357214728463,-126.67570800133194,-125.37768456935498,-126.59940576134743,-128.36561389907328,-128.7733412053528,-130.17720283141105,-131.3185947146465,-132.1611797544461,-132.60629047087727,-134.38510199950105,-134.20374799163736,-134.49825839525383,-135.91466413376475,-137.48186387568754,-136.32233443088646,-136.04612973613698,-136.94143114727405,-135.83193018737683,-136.75603949773387,-137.95913900982063,-137.03625609070775,-135.57747815300888,-135.65867114496396,-136.78084248429766,-138.5345224848125,-139.2566752681159,-137.84571190963047,-137.67932722415134,-139.30052384640825,-139.12413905816646,-139.37967746055844,-139.61991583607107,-140.9937435413721,-141.08143183234975,-141.487245435771,-143.4021958349096,-141.5548785785673,-143.31779461571918,-142.38130013573033,-142.32346689410332,-142.76407599078507,-145.58337349420964,-145.50173229432863,-144.73655035870092,-145.6482857854937,-145.9742164434495,-145.66219240041985,-147.58817272014178,-148.58055239871015,-147.2025642582368,-146.87271345746592,-148.74240413780308,-148.02755541920357,-147.43047473625504,-151.31334481605046,12,4,0.0,0.0,0.0,1.0,0.0,1.0
443,-113.63857892622896,-101.55046651405016,-109.40725135345922,-116.89906116686693,-118.87632650878395,-119.54721142437995,-123.07277982021567,-121.83441901064495,-123.12594763943444,-124.95357199676351,-126.44475186619879,-127.07578132314502,-127.5628667724598,-128.46197088396087,-128.2084840972777,-131.4095347110919,-131.80824801110165,-132.79984613169424,-131.763286655414,-132.57521835243796,-133.09662518781232,-133.9544723582099,-133.4534555602035,-134.02713094598082,-134.62901904873377,-135.74423376855526,-135.81222109831867,-135.55817839309987,-136.07341520883296,-135.79884150709734,-136.78889573056097,-135.88822345915113,-137.59699704655975,-137.3019154008409,-138.2267925779835,-137.60928665453153,-139.66820676991966,-138.8946130963339,-139.35219662197068,-138.9629978432999,-140.03770396653974,-139.11975621900768,-138.925138902443,-139.2703719873386,-140.63201406704516,-139.52280096462397,-141.13310255711818,-141.43503593604868,-142.01292210983868,-142.4702403423219,-140.6503336548087,-144.30264532238925,-143.19485894331757,-143.33414300751318,-143.65633179778501,-145.52241087179564,-145.3923356614241,-145.23600047780917,-147.15907949164387,-147.37621062102173,-146.74359007622135,-149.60962638529227,-148.4891356017685,-146.026881822115,-149.85689398934736,12,4,0.0,0.0,0.0,1.0,0.0,1.0
444,-120.7993488828469,-113.93767971246703,-114.98433232598728,-118.07769193493456,-118.93666378894065,-121.23675664964807,-122.48074123041366,-122.4461987782818,-124.91061585173556,-127.12697256475899,-127.94035810795123,-128.14501893437506,-127.71862279263343,-128.60889753700832,-130.34362956758275,-131.40398980984423,-130.09003104916704,-131.52066867331985,-132.1371747732736,-133.43243235816266,-136.14245855136082,-136.27929786730462,-134.5969512446768,-135.3477847793726,-136.5166550880503,-138.1250680459437,-136.44932928934816,-136.5393487892893,-138.45145679960586,-138.27148380264202,-137.0907197293564,-136.90964827129446,-139.44094367574993,-140.31646484480152,-139.46833439537284,-139.2485919041964,-140.04157056332903,-141.79386039840114,-140.69245334879838,-140.30754704835408,-141.05697628187522,-141.46388768509917,-140.75550933639556,-143.26539093208135,-142.52456776112243,-142.34143563752446,-143.09132186925964,-145.21413965583636,-143.66758657307483,-143.54689472213025,-145.52616177327945,-147.29570636500858,-144.23468041688668,-144.62411540024578,-147.34573477823852,-145.24508504814733,-145.37309881557593,-147.25675869420036,-148.40196861564021,-145.82801553947047,-147.1763359425389,-150.56876118995683,-148.1212659420016,-147.1933806631632,-149.95090642915721,12,4,0.0,0.0,0.0,1.0,0.0,1.0
445,-122.38029966378846,-111.07478272113906,-113.85285049488141,-118.62440386541667,-121.58647389775115,-120.96173925080598,-120.70981088525727,-122.45868799734419,-124.36174655620508,-125.85784851365415,-125.55404903338483,-126.83366333680694,-127.50441859468336,-127.70248413581592,-131.12918673231502,-130.6566917347947,-131.59944534708004,-133.52005471726525,-133.05307450100446,-133.9700890957635,-134.29352945210812,-134.4245992153601,-134.2200560649651,-135.01251695948653,-134.65107136705072,-136.11650055138472,-138.2552786237617,-136.46054030349535,-135.92460446409194,-136.15129499737895,-136.55542351032682,-135.45057955237587,-135.86400167306107,-136.63508825657675,-137.23499543536502,-136.28522808380683,-138.12450532784592,-138.68828547105227,-138.2958823255458,-138.64278579590257,-138.39860236430962,-138.7146227764136,-139.5710906281866,-140.5605287207663,-141.49227335474487,-141.37021177585578,-142.87470167799367,-142.31916308541372,-142.0313423024517,-142.15249792559615,-144.9433416138346,-147.33393134650458,-146.70736940855983,-145.38171048221278,-146.02636514251125,-145.5432687905125,-145.97455785193588,-147.79588900961352,-146.65504432745988,-146.94214089941633,-146.93196129521215,-147.09746607056147,-147.40971133497308,-147.0191180482521,-149.59708494093843,12,3,0.0,0.0,0.0,1.0,0.0,1.0
446,-110.93546702079306,-98.01371004258327,-105.66554557943788,-116.18438433207716,-119.32246847342314,-121.95524729060914,-122.65499910819456,-123.15326160562375,-125.28779148994005,-126.28080557009184,-127.78868634432071,-127.85403655338709,-129.57678471791147,-129.71897510972101,-131.8601054754615,-130.98684698052327,-131.31250203776526,-131.89399441596245,-132.2446906605598,-133.73272419362047,-134.34423382598817,-134.50973786013697,-134.75042052441066,-134.12535537957115,-135.23450771195652,-136.405854648963,-136.75560141921426,-134.9401524960236,-136.14707588410445,-136.01238167147295,-136.23385560831056,-136.06080183116865,-137.3938013250119,-138.03682810536526,-138.31516551053744,-137.64425411655384,-137.0628450421059,-138.5893378928385,-139.16614868415527,-138.6064803365197,-138.95889516835896,-139.11183561521432,-138.48031767824924,-139.86593657331161,-140.6248316640404,-140.49593285047905,-140.74166381179833,-143.31209133841764,-142.5700959571028,-142.71190783280537,-141.89046226260763,-144.2688303093156,-144.0464612752662,-145.9331150652437,-145.24740918728207,-145.68786676306473,-146.6430171554163,-147.1989864543421,-146.9411986057011,-145.96712825947276,-147.64496942173895,-147.1237404177395,-145.80140887910053,-146.08157911877802,-147.62793273212446,12,3,0.0,0.0,0.0,1.0,0.0,1.0
447,-119.07442668726262,-110.74316712531598,-112.84801009454162,-117.75483090355519,-120.28364596154131,-121.63143034935442,-122.06104487120118,-121.55836964940796,-122.4397115579963,-123.68718573078957,-123.89302475161843,-124.6233337266173,-126.37495074635254,-127.60100247159912,-128.53779261116762,-129.59009684057915,-131.63515195383195,-132.3584265698098,-130.9152681627222,-130.48826886420133,-131.44946782369675,-130.9230150667875,-131.73409098642526,-134.10103942942595,-132.65757664043645,-133.89909730170314,-136.01344453204143,-133.9934693503777,-133.69888274934084,-134.83793881628412,-134.1744012382537,-133.85687760490666,-135.38879616094394,-135.9266274835808,-136.00043716023924,-137.9769343454392,-138.1735500284798,-136.56479093780308,-137.53304294026825,-138.02707129818427,-138.0426821093022,-138.74165878274152,-139.52471916024936,-138.54460434378896,-138.53533135610084,-137.8984715726747,-138.87759185610045,-140.00309662382836,-140.45418110725817,-141.12137251179735,-141.98399853338805,-145.04063312028927,-143.71502652346726,-144.93749226344212,-144.11596016080568,-142.7519718591553,-144.67977886833037,-144.44432395672936,-145.4425190286717,-146.68664214907454,-146.4032091912287,-147.19542910193863,-145.32766416863868,-145.85163812932785,-149.41410928198323,12,3,0.0,0.0,0.0,1.0,0.0,1.0
448,-122.28726066452427,-113.88985183044447,-117.81045806058096,-120.15044371023347,-120.50968044472567,-120.24011058946277,-121.73775345623449,-122.61885493152778,-124.61028920780451,-124.57072522520056,-125.4070438566278,-128.2465452517132,-128.32365675921739,-128.944747438771,-129.55512283965734,-131.0696013871212,-130.66917297392638,-131.8353629681439,-133.95698636188106,-133.90600688622305,-133.1338504613948,-134.88638370108055,-134.0167633905515,-136.55594857116623,-136.92326018230716,-135.89644029598372,-138.64240430714634,-136.46785076917882,-137.03718932760646,-137.89528503266075,-134.98421687455019,-135.76840424320858,-136.74538445611,-137.42712566038358,-137.3703988413514,-139.17004759119456,-139.36886547290496,-140.50745013142094,-140.10317233557493,-138.021216288502,-142.26873385178203,-141.67840204106545,-139.12683687362465,-140.20615194469644,-142.40650369328225,-141.6882316864721,-143.32716291309757,-142.43752358261185,-141.8383928537404,-141.890423623033,-142.5927245480168,-144.89828859538255,-145.00850213316647,-144.62806836280086,-145.9564502720615,-145.06589880503373,-145.60172420547812,-145.96562252932299,-143.893244857947,-143.78883523520423,-146.78169138553363,-146.43875374748575,-146.7260760262651,-146.21374107416133,-151.63617292710464,12,3,0.0,0.0,0.0,1.0,0.0,1.0
449,-120.30552431433338,-110.36122646090703,-113.65249480201484,-116.10702452447768,-118.21788653876237,-121.4827675260149,-122.25116014059202,-122.57186792007474,-124.46090864829536,-125.11696414556612,-126.78258441780393,-127.53234249737466,-127.54999379475889,-128.79154022233047,-128.31361051203132,-129.98542569609336,-132.04766217680384,-130.98621359142197,-130.193899115706,-131.6493645255855,-131.97236685002767,-132.109121942956,-132.1301198514094,-132.45859801237273,-132.4302531861397,-132.70353618400176,-133.57205387420873,-133.00482128936824,-133.67595422378128,-133.73755443079816,-134.40679511691914,-134.620212799698,-134.11716956869031,-134.63156086834215,-135.25553955179393,-136.51289557276627,-135.6340205346298,-135.91347961934764,-135.1737777283177,-135.41952483285394,-136.193966426553,-137.497609418737,-137.43409635095796,-138.0514779594678,-138.74353066759653,-138.69778497937642,-139.12199245619317,-140.75424379795206,-141.23140351351543,-141.46697622502583,-142.20532415475802,-144.2790577301435,-144.1779090620906,-143.2914927423881,-143.67220579138134,-144.02060907119832,-146.30299018730415,-147.2276330886247,-144.0798176119347,-146.65613859410567,-145.40453247095488,-145.96698760340976,-147.38552376529447,-147.00371155756469,-150.4175376497123,12,3,0.0,0.0,0.0,1.0,0.0,1.0
