,Fp1-DELTA,Fp1-THETA,Fp1-ALPHA,Fp1-BETA,Fp1-Gamma,Fp2-DELTA,Fp2-THETA,Fp2-ALPHA,Fp2-BETA,Fp2-Gamma,F3-DELTA,F3-THETA,F3-ALPHA,F3-BETA,F3-Gamma,F4-DELTA,F4-THETA,F4-ALPHA,F4-BETA,F4-Gamma,F7-DELTA,F7-THETA,F7-ALPHA,F7-BETA,F7-Gamma,F8-DELTA,F8-THETA,F8-ALPHA,F8-BETA,F8-Gamma,P7-DELTA,P7-THETA,P7-ALPHA,P7-BETA,P7-Gamma,P8-DELTA,P8-THETA,P8-ALPHA,P8-BETA,P8-Gamma,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,id,category,label_h,label_e,label_x,label_a,label_c,label_o
0,-99.35729131495455,-92.5151939279025,-95.56188774217497,-103.28039985440313,-110.8005389332122,-117.2521896927904,-120.25569691018626,-122.32629824886794,-122.46925327550571,-123.48829742119983,-124.2286064749758,-124.3139276942342,-124.47623219507507,-126.61031426563494,-125.11681401547904,-123.95958636564225,-126.66666209492112,-127.81341009158963,-126.41315528514627,-128.05990359929498,-129.30174778425385,-129.38087270128645,-129.30616774207894,-131.8594778850438,-131.8928391913126,-125.73633609058304,-124.65434588127897,-130.23380304945792,-130.96886334237843,-129.28789921153455,-130.97574971009277,-131.0079354581605,-131.09547879849984,-131.83536787143564,-131.21339185107408,-130.76982571804126,-131.31849333611166,-132.3840963843842,-132.01607898336545,-132.95866354250492,-134.993555493706,-131.98217148869097,-132.92219496402248,-134.7682361118861,-134.52403560746322,-135.72623617706085,-134.9549200118398,-133.87271869771072,-134.81043593521284,-135.48127645848223,-135.3829580359352,-138.203420444403,-139.04226487967597,-135.47636579171586,-136.74665314414588,-136.2995224622867,-135.4405689990792,-136.4264299075131,-136.63661632920534,-137.55130894479137,-139.00002663910857,-138.65145017968274,-137.33695628970435,-137.50838160718328,-140.32656252733636,2,3,1.0,0.0,0.0,0.0,0.0,0.0
1,-106.07659682748205,-95.0235781949313,-99.11511382851073,-105.70760192634589,-112.38816591875162,-115.5876696545736,-117.64668460864131,-120.96535994317483,-122.18029291326035,-124.18134983402267,-122.95046193229572,-122.33401884383959,-124.46479515268612,-125.90732538767321,-124.879075061788,-123.05564497616045,-124.08094088957291,-128.64027654059495,-131.60128834694513,-131.29365060196534,-130.76350142094367,-130.00917463546037,-130.88417717721003,-132.2459115011149,-132.0493205119126,-132.0748840315903,-131.17603660935023,-131.54426874783962,-131.94360934404295,-131.61496608730286,-131.9144702103728,-132.59261518123793,-132.00714063683404,-131.23999282006923,-131.28002474214617,-133.2695364063131,-134.21586284409238,-134.6893177029691,-133.1413162190844,-131.60525925890627,-132.22221631467934,-134.16913525134984,-133.77646591458284,-133.35946508359933,-135.2615099767778,-134.5920424418948,-134.04190877635335,-135.59598354961,-135.65072106560962,-135.95080650982015,-135.60730008945526,-137.4140184480628,-137.69633829352534,-137.3743874923232,-137.92596531422572,-137.73521916322483,-137.69818956264604,-136.9941471526305,-138.47267766306524,-138.1694804586292,-138.34203768936317,-138.96764387186482,-137.80770318392962,-137.5689647287801,-140.21654881758042,2,3,1.0,0.0,0.0,0.0,0.0,0.0
2,-104.17775394780801,-95.6887512116318,-101.76041962657587,-107.26937296983917,-113.61079138541811,-116.91826547953411,-118.90628854887007,-120.58767267690382,-123.07341326841993,-124.83742239127594,-123.14875057550663,-123.68498391209896,-125.9706696661383,-125.5828066619035,-124.26481821738318,-123.39888374523412,-126.0409523324154,-128.6303351777217,-129.745988454851,-129.14021128822807,-130.42030629196768,-129.2321971471622,-128.93472614007788,-132.3173555555066,-130.6849906868037,-130.81742663607724,-133.04440567278576,-130.88239472583285,-130.72344705337463,-130.4171284476905,-130.42699925103622,-130.85219628791918,-133.00190531471853,-133.07631949162928,-133.35861982997557,-132.12934838489514,-133.60420687855134,-132.81414445772032,-131.91388549469096,-132.69725866677206,-134.03090165525634,-134.65892070156815,-135.63183229138866,-135.093291640939,-135.43293166925596,-134.48302046921117,-133.76449136669802,-134.6706773392558,-134.50853032929692,-135.239970859643,-137.2753662860909,-139.64893872249854,-137.80076610035667,-137.67618289315237,-137.8082707374011,-137.73845200502956,-137.98881964135302,-138.1660878652709,-136.8377112547114,-140.7454644365292,-137.95687601764885,-138.0792135363232,-138.79590115061137,-139.5745543960329,-141.93631940848334,2,3,1.0,0.0,0.0,0.0,0.0,0.0
3,-100.61140542047909,-94.74687562820719,-100.04788469640647,-112.8941692487671,-116.7417535927674,-118.0396981771858,-119.0777432986625,-120.42033537706851,-122.2629782821063,-123.68025795483844,-124.24430004163486,-125.75441597637331,-127.22875841381654,-126.11253536887776,-123.53523031139983,-123.34434179513036,-128.02719681502504,-130.2617468997034,-129.06811437370013,-129.77523978655495,-129.50653210196256,-130.27176141244723,-129.70471218456981,-130.47344558968842,-132.85646173495735,-132.617812132849,-132.4233871313436,-132.05198848389256,-131.0415784526064,-128.9402427678072,-129.3052550137765,-131.48014993551374,-131.43366058417388,-131.92060021991833,-131.6158990659304,-132.23611912764983,-133.81643245440966,-132.29294350150815,-132.74273985363098,-133.37500484249145,-133.4610036613558,-132.50055483044693,-133.4394795762046,-134.93075710877906,-134.8539142311102,-134.30385652041397,-133.8230728121818,-133.69627951626214,-135.24407690586574,-135.0060875414926,-135.3570044019071,-138.64768977818525,-137.0454096090615,-136.23268834946973,-136.9798920506217,-137.83228246685132,-137.7814036322595,-138.03862297517838,-138.53080361644083,-137.4968282178636,-137.5863185338951,-139.13554543993615,-138.59273684156457,-139.32603477819558,-142.3474318360995,2,3,1.0,0.0,0.0,0.0,0.0,0.0
4,-104.6662758837236,-96.68895135891921,-99.1559711746213,-106.59962262678818,-113.80047611644753,-119.51274541405436,-120.06754461118703,-119.25585463512876,-120.2968189368798,-124.12096787585426,-122.18452813979746,-123.42929461677578,-125.3018256189791,-128.63435215864473,-126.43814347115051,-122.36128706840142,-125.04645081237422,-128.27379677120146,-127.64332789803994,-128.57356189540644,-128.06799771622678,-129.65325928907123,-130.61747513916075,-130.7991966167815,-131.21014321871812,-131.10483944254435,-131.16986286064167,-129.7931769380195,-131.89370769692982,-132.9634827233054,-132.56294809129977,-132.43886765908792,-133.5921678719739,-131.56156080082002,-131.40262287222174,-133.18449479216642,-132.6062027813723,-133.53387236053368,-133.50523795072948,-133.5420625625898,-133.3837446866224,-134.25693094719435,-134.5705760489637,-134.40286428610372,-135.45564467539614,-133.97852952001762,-135.67220126481251,-136.7696277950319,-137.06360813830833,-136.61804347177676,-137.4992479531218,-138.60158137916486,-138.47100655538372,-137.71642158634822,-137.23640812611785,-138.39485699859065,-137.83475447809946,-138.08119549456148,-138.16494917537685,-138.50952143752565,-138.65521609273728,-138.7456627346103,-138.36830022544513,-137.0527804427101,-140.05070982418457,2,3,1.0,0.0,0.0,0.0,0.0,0.0
5,-117.8324282526865,-109.4906184844053,-112.99365904770892,-116.80717629482032,-118.27951411591535,-117.23718412125451,-120.32722594896818,-122.08368685066387,-123.84430651175167,-124.3756536629736,-123.92993922406667,-124.14818078906205,-126.36122560956127,-127.15199795917724,-124.96654631546177,-122.13647079356019,-126.24280351334953,-127.61815948153584,-129.30025866070415,-128.9532390765481,-127.48699032258455,-126.81610023681424,-128.36000195876287,-125.50336800521305,-120.50491442414878,-111.38094412922393,-111.4665170930654,-118.44001577784007,-124.01061475505034,-127.69385533538244,-128.02591331839164,-130.28618845014978,-131.05988445288008,-130.81403174345616,-131.9503297424526,-131.12993243008597,-132.41297067595582,-133.18354241134506,-133.6178335200307,-133.91557505472935,-131.46345697256783,-132.85625758502337,-137.02473007716446,-134.26969509943018,-134.24703641187105,-133.22693283579736,-134.29942550466058,-135.59109796512192,-135.73919006870554,-134.25540983953854,-133.15296891945843,-135.11690481681023,-136.20189042197302,-137.10374050698246,-138.0730705966392,-136.95936271813116,-135.99893967837465,-137.17675622201148,-135.9188698433299,-138.27274200076567,-137.57726413000373,-138.6727721692207,-137.47224214743403,-137.2701910436187,-141.572628394763,2,4,1.0,0.0,0.0,0.0,0.0,0.0
6,-104.17743454999632,-93.23587300360185,-101.40072252832651,-111.55058500473291,-117.21476350666364,-118.56866231534916,-117.81637975929725,-121.75616012531906,-123.157252808625,-123.55068036075073,-121.26520111272255,-123.65239149785923,-124.3858112593046,-125.65596518936357,-124.68358015193736,-122.21508957754268,-125.19052315702275,-127.62437965438289,-128.49617382409497,-126.9660098274798,-128.91148952420284,-128.58550581006318,-129.0844314810568,-128.56932833502862,-129.5359246565058,-130.75451730603842,-130.91486754340747,-129.23385079232577,-130.2802539895959,-129.10126957495675,-128.4082105007186,-131.0603898439074,-132.50157844539797,-131.500662338677,-131.07673282300465,-132.3149090537291,-132.20412125845618,-132.43513335256804,-132.87053641772798,-134.58044858733143,-133.61587534626835,-132.2600648549151,-134.3362024698874,-134.4761317491639,-133.56888019047813,-133.11554022912208,-132.22713662428848,-135.2613546896386,-134.05857991968676,-134.37538149988814,-134.29788355065247,-136.96405634180647,-135.74933490752937,-136.14151836609028,-135.97398778692917,-134.19007395511065,-136.15998034355556,-136.53561961396906,-137.971788734779,-138.40314967176874,-136.88399071291383,-137.68999967111418,-139.65478332122728,-137.09476435809086,-142.42775557084724,2,4,1.0,0.0,0.0,0.0,0.0,0.0
7,-109.60563350926641,-102.01381376158443,-104.47123326869608,-111.60041751006486,-117.74249011899835,-119.6559918981987,-120.21212222975188,-122.1404171407398,-123.64927128078934,-123.95638468517862,-124.88649768544386,-126.30426586838055,-125.68570435441417,-125.3991340607135,-124.65347198206169,-122.63173956386431,-126.109969310805,-129.0140329157693,-128.6774519152232,-129.43602724675011,-131.79989539251028,-131.73095742073446,-130.07150452587754,-131.40991009337384,-131.1694605780696,-131.80192616127306,-132.7932111889786,-129.93493673558982,-129.6320462008407,-132.54861361445788,-132.11371735454975,-132.44363112519835,-132.85950794938606,-131.20563935375833,-131.42103803171204,-133.8892142453955,-132.91595328940272,-133.73318349786533,-133.97701553758344,-132.10270556878277,-133.34238976791988,-133.43376018591567,-136.01848812146832,-135.31543411104303,-134.60395862147558,-134.270666736562,-135.48426533915898,-136.7447616118338,-136.12633730098378,-134.66252677583694,-135.34682117122279,-136.83390820367148,-137.85580852264937,-136.74002578535783,-137.3790569503727,-137.61577457011362,-137.8134123365947,-139.38504659821265,-138.92662691941698,-138.6101800896103,-138.38133495879416,-139.0475566807331,-138.90980531981506,-139.08205078985745,-142.08468798083564,2,4,1.0,0.0,0.0,0.0,0.0,0.0
8,-106.5856503617241,-92.48416950434562,-100.00020792518404,-108.05015954514168,-115.36752785628059,-117.45062536022323,-119.04711193539566,-121.20860353021685,-122.3083526912024,-122.12247837178124,-122.43429137306352,-123.62677197453074,-124.1872182137962,-124.02030539835602,-124.59393556084669,-121.84023038942271,-125.19713317783041,-126.1997704469161,-126.99582787509017,-128.00234348917132,-128.12087996005357,-129.91505419563833,-128.7895657723738,-130.41284734215208,-128.15968285340927,-128.99612719206627,-130.49026093867727,-130.46844317683403,-129.7337227195034,-130.13583742674265,-130.0829178070155,-130.07675511311933,-131.6043549532946,-131.2665424004054,-130.87419028872068,-130.88555564515178,-130.1194496868716,-131.73563086032044,-131.2518764985771,-132.60699307094131,-133.34499208991897,-133.29156529121695,-131.0712377386456,-131.82559811663137,-134.00099192191038,-133.69286823423474,-133.4975598816017,-133.7739545600395,-134.9633950436946,-133.8390709026051,-134.16649555195204,-135.94198861723834,-134.0238830643143,-134.87529925238698,-134.12425521696886,-136.2785279959415,-137.80446866357173,-136.66148341423605,-136.9048974798388,-137.29055056951967,-139.33550928274627,-137.8058263968172,-138.08091310914693,-137.70347199794148,-140.66384707834027,2,4,1.0,0.0,0.0,0.0,0.0,0.0
9,-111.35638760413937,-99.20753135615227,-106.2487274189165,-113.0033295095441,-117.93318706473511,-119.05108121801071,-119.24097788567012,-123.22239532677293,-123.9525525215089,-125.0883791538808,-125.26115585175117,-126.21812204731336,-125.70810351605466,-125.95849231489417,-124.37632064364743,-122.8572433633232,-125.60010290320419,-127.58322185704066,-128.709121213117,-128.88639257876738,-129.95093292698704,-129.75590103151785,-129.4715897692039,-129.6490942334559,-130.68045903853258,-132.12597387758734,-131.44504279049247,-131.15932199040193,-131.31868331399107,-130.13006859778196,-130.89069821236322,-131.88231297828727,-132.7183743405093,-132.33964525943125,-132.13993134156976,-131.0878833177458,-131.52272150175716,-131.5338213285914,-132.31189245986016,-133.9615262211997,-134.13282315632043,-134.58967391241836,-133.73025318167032,-134.1893902894017,-134.435466697033,-133.85764850306967,-132.89839941056914,-134.43431172422552,-135.06060227651153,-135.21528418075673,-136.74312319465923,-138.4483843276848,-136.67838646020505,-136.68613977923454,-138.23479242630532,-137.56991260362358,-137.4706120340485,-138.15274597647047,-138.48963747252407,-137.29263530371756,-137.6437005781022,-138.575610166007,-139.62222747135635,-140.94630715599308,-143.49015366406334,2,4,1.0,0.0,0.0,0.0,0.0,0.0
10,-113.10235436574224,-106.98127396529117,-112.54524856876559,-115.20801103870195,-119.83717917017674,-120.44796046607897,-121.09153377317764,-122.33448792236901,-122.13303756187912,-123.70656059201757,-124.86408692629198,-125.74430569533445,-124.89528337031652,-125.05681619869024,-124.51396441024019,-122.27510468891067,-125.08291439411602,-127.83185236065202,-130.4130933941588,-129.00821157784637,-126.9067772440583,-127.46645571934828,-127.97656154293588,-127.31288145569513,-122.31570601233915,-116.20566910364187,-116.83906933784795,-121.43040419912106,-126.68782471299625,-129.30161644041638,-129.10492003061842,-130.83359994035118,-131.92707678531514,-131.2819763414902,-131.96233575343203,-131.3361025984962,-132.23984663854142,-133.63911892399847,-133.2970372889951,-135.2190269402152,-133.6413233105206,-133.36033834027307,-133.46691090600052,-134.99349545263357,-135.09783487989233,-135.04269392914387,-136.76864728298477,-136.42577636754746,-135.77532009000333,-135.233745600797,-135.39072365833098,-137.53979769520666,-138.01487322597794,-137.73172454667107,-138.3681123974085,-139.3142696197429,-139.17401164406758,-139.3979012419765,-140.72065886341585,-139.78506227557304,-138.45104402483244,-138.54371145078957,-140.10170607132818,-139.1419517429669,-141.88579530426554,2,3,1.0,0.0,0.0,0.0,0.0,0.0
11,-109.54676367574429,-99.97978612546632,-104.08123551027154,-111.71005264232633,-116.74079323047548,-118.08569412705418,-119.56215040831582,-121.43307233683646,-123.14337431416999,-122.598408278671,-122.51973814928859,-124.74283164166769,-125.5422595930641,-127.33483035972996,-124.00812287264712,-120.69282973000031,-124.07408199339635,-126.7618705619885,-127.8508469358218,-129.34191528027185,-129.6939637517986,-130.9068004268597,-130.9457157334209,-131.09250317016446,-130.8953328626603,-131.17309500850578,-131.43132517753838,-130.49951668977818,-131.88646939447116,-131.5706370379154,-132.1041483007367,-132.35860997409134,-131.81108101256785,-132.6012810273587,-133.00729351029472,-133.55695970031348,-132.80699405908354,-133.42860251464046,-134.18350811171302,-134.02884066226503,-134.8429926408831,-134.52027375934824,-133.067017720351,-133.57240739323242,-134.65269009424324,-134.62458509058246,-133.77920857539402,-133.57784096663326,-134.9632280129356,-134.7016228283236,-137.19307230790986,-139.97416019570497,-137.09802268041477,-137.94404222281926,-138.89253172083534,-138.3874038852231,-136.87413566242984,-137.85155079119133,-139.30016453211553,-139.60151030025483,-139.5546794241342,-137.84595132316548,-138.40974378187047,-139.57908158780663,-141.0493814857035,2,3,1.0,0.0,0.0,0.0,0.0,0.0
12,-106.0575513992029,-102.99628655037024,-114.2061886835336,-115.84584114288549,-116.92574435558258,-116.90673872521062,-119.5135531665924,-122.31880377551099,-121.60286628117561,-122.22778392408502,-122.08841963568973,-124.40311717802238,-124.93916355957461,-125.41709685196665,-124.22542750939911,-121.94729052436045,-126.40820855145314,-128.386075393473,-129.049755673019,-129.03706034186618,-129.4129675934534,-130.13942187771227,-128.94621756311477,-130.6138978364076,-131.73485076625997,-133.00435491987216,-133.32964614652263,-132.11289517203582,-132.69853393801816,-132.39859900969086,-132.75062386923264,-132.9833714319651,-132.54701642854488,-131.9685327826486,-132.99719427038664,-133.10269567079567,-133.7143797652071,-134.50458672710772,-134.81013788767865,-135.09916145501683,-134.6607858451536,-134.330747086677,-134.13476064407035,-136.1894492495435,-135.37528313532027,-135.00178579701253,-135.6484168382055,-135.73245090760327,-135.06918524666878,-136.3239255071233,-138.17297122761778,-139.0218025811918,-137.60367068072935,-136.58192039027927,-137.55695967335686,-139.623435978817,-139.02651537710545,-138.57580637612793,-137.54165223051896,-138.6838211009848,-139.57835596841525,-139.61318142066352,-138.22845372033473,-138.27245472811424,-140.9454168718926,2,3,1.0,0.0,0.0,0.0,0.0,0.0
13,-104.44422816966365,-96.90474303986377,-101.62771067575716,-111.73962731307532,-117.48409993899692,-117.49036284295828,-119.19502396817276,-120.63681795288511,-122.42523462531267,-122.82809367378503,-123.71038113906918,-124.80375700036062,-125.51644124171438,-126.08116427164298,-125.62811761517634,-124.40521452797441,-125.54202319189066,-127.02423666282469,-126.87688768707667,-127.34583797503268,-128.8493679418563,-130.2832723239472,-130.37938180626188,-128.2303713811676,-128.2868133879672,-131.55418252878752,-132.70286108776708,-130.91376520782606,-130.92747955390973,-132.09849118467272,-131.7291552757054,-132.25098920521825,-131.9831380399026,-131.93032224664958,-131.39450608669765,-132.1496453275729,-131.81486585240643,-132.7173546381072,-132.00538154122788,-133.39653477718187,-134.3818611754668,-133.53846437157696,-134.83326251738765,-134.81420052164714,-134.44692249478553,-134.54680565262493,-134.22678060935024,-135.22222192138273,-136.8734860374584,-137.57517480157037,-137.61547778071332,-139.0664984187772,-137.40331101457224,-137.82062263322084,-136.54784435937881,-137.50686300395296,-137.51565615602388,-138.2513955691931,-139.45083885673003,-138.0673507516763,-138.48100149496557,-138.13709437898527,-138.05190345426453,-138.83777168014353,-142.20923097642134,2,3,1.0,0.0,0.0,0.0,0.0,0.0
14,-102.9966820962357,-98.10288615793338,-103.56081207929662,-111.15910350456573,-112.50717966448948,-116.46185875409898,-119.1276094349806,-120.74114407555467,-122.69231491850775,-122.91925978861252,-122.71420479613788,-122.93305037032499,-123.69560890510681,-124.9129647757948,-123.59688316842585,-122.52636717697976,-126.89296900776449,-128.50368630979068,-129.45082835709246,-130.946779705964,-130.91352297878794,-130.5720012968791,-130.4025364131029,-129.0707670731019,-129.0483320933417,-130.25779751746262,-132.7911889531402,-132.92385984669477,-132.2642781067717,-130.510549409252,-131.62715457771904,-132.56994799617277,-132.34840582671578,-131.81238462562393,-132.64131542935505,-133.05463571393284,-134.45308047680453,-134.53749083374527,-134.7620409964585,-134.0925328082392,-134.36456882543038,-132.27570318782824,-133.72346961858926,-136.26263920413655,-135.72354885147922,-134.91491220896765,-134.86742922143318,-136.53543270814347,-136.82059805253326,-137.2961774706428,-136.82082033948518,-138.8560275603057,-137.6139866081237,-137.94936047502713,-139.23688800398577,-138.27446579146948,-139.47410427257486,-138.89160452990728,-138.79834789509064,-139.9189530298192,-139.72732037545478,-139.4021164960397,-139.5955642395529,-140.02047098361825,-143.52093274565158,2,3,1.0,0.0,0.0,0.0,0.0,0.0
15,-108.97636904791214,-99.02628534616446,-104.6154370901478,-110.40235537387787,-114.3664506059007,-117.40083195372563,-120.40839913370375,-121.40804030264677,-120.82549180014114,-123.50347512705399,-126.03431579751444,-124.59491138024774,-123.67691223475211,-125.71692628243356,-125.14054167276353,-123.62092147169304,-127.40190743447891,-128.40278434121993,-128.84956591874698,-130.26877687963176,-130.38212322055657,-130.09479624086435,-131.39540841780936,-131.44282501905468,-131.4902000754216,-132.66522356286214,-131.72888019081574,-131.6939391013849,-129.7419792601927,-130.07442639538084,-131.5132697453799,-131.48049415028456,-131.9675043593332,-131.8548239365048,-131.34484943691012,-133.65891731609247,-134.42868839449304,-133.7399467210363,-135.19904609898774,-135.4378809687936,-135.1631573530415,-134.48847882541224,-135.13531376253258,-135.51532491517915,-137.828679059959,-137.06988855201107,-135.8007461723402,-136.00326644394042,-137.52010067098377,-139.1594491430418,-138.98310729206065,-139.87043434706268,-140.32136302135902,-138.29986956169623,-136.62411843544064,-139.72690867780003,-141.57986105714588,-140.2824227811931,-141.40691248652135,-141.18033387428954,-140.72046578755223,-140.82066218938647,-140.53864835166223,-141.6778180485674,-145.10183667960942,2,4,1.0,0.0,0.0,0.0,0.0,0.0
16,-124.1817707040637,-113.65942701034615,-116.6125475636204,-118.46628240803149,-119.36079623347567,-118.76798060449485,-121.18969401994514,-121.88391601003684,-124.8816426943899,-124.38029254484655,-123.4395621514673,-124.12713640399974,-126.01218851871174,-127.1421192565032,-123.23252418739662,-121.26207875169477,-127.20064529185079,-129.1294478890662,-129.8592828099214,-131.021770720428,-131.0617785971742,-131.02033853167347,-130.58990617005594,-132.3004993844939,-131.67163054630186,-131.2903087855111,-133.98695850422374,-133.35530897123058,-132.90047306926593,-132.70839602461726,-131.81908674657478,-132.2508984089889,-133.28168013505086,-132.78225494857162,-132.81390144658238,-135.37706424688625,-134.83381791373137,-134.33985411743524,-134.07270119261597,-135.21570537131376,-135.5290847861448,-135.07196293462684,-135.25732655329398,-136.53759890737848,-136.9577533951288,-137.37754311921694,-137.49734287104752,-137.80128067752503,-137.77972744010853,-138.3636795095331,-139.4919160569606,-140.9932273202872,-140.22657212923528,-138.91650112790612,-138.27702147042936,-140.41503554572148,-140.80661032779742,-141.1385068199556,-140.58332670851584,-141.9008265053415,-140.97075733947395,-141.30282726437895,-140.8554296935182,-142.87689120050598,-145.24318570595995,2,4,1.0,0.0,0.0,0.0,0.0,0.0
17,-110.69273709106068,-98.06598793644277,-105.15701406263899,-115.88770287135063,-118.57581185602739,-117.22922398436941,-120.0374454715431,-121.22712964633722,-122.9291360006838,-122.41333690685481,-123.69429763315203,-124.78787303222576,-126.01931205741259,-126.6102404159997,-124.50596181421884,-122.4416523422279,-126.07557213805268,-128.4771233899511,-128.13997467300265,-130.3611422183199,-130.46922057303803,-129.8766079561782,-131.3986275808577,-130.8061228708124,-130.4678798856866,-129.51207800011147,-130.88235695089864,-131.90739928655057,-132.6049544865996,-131.88638380153432,-132.42134067184514,-133.30383604165212,-132.99124057350838,-132.2038413991175,-133.87588478894898,-133.17444162940293,-134.47776835781124,-134.71244637094028,-134.55930259377843,-134.87616659127877,-136.0265872444762,-136.15085116915458,-135.73169621266237,-135.61077884586862,-136.48029963360122,-136.92910038142816,-137.8798476342847,-136.33857694143518,-137.40741346658666,-137.62476406217291,-138.00725836371507,-141.44110048377794,-139.51158643417622,-139.43666977697927,-138.88352806029414,-139.0545702364297,-139.20616733843633,-140.83277749140922,-139.77747055628572,-141.0599705734681,-140.49088585285887,-140.61151564942452,-140.30670352682301,-142.07298214798533,-146.52705155855722,2,4,1.0,0.0,0.0,0.0,0.0,0.0
18,-108.41160357001834,-96.3435679053437,-105.12640132328798,-114.62062859027102,-118.59730739697844,-116.55577779151739,-118.18494939782128,-120.61658084758251,-121.39527125724737,-121.33178267046432,-121.92791593205044,-124.02484613490573,-124.88013253439178,-125.89804829276937,-123.9878227120647,-121.30397910279092,-125.97985019144977,-128.0124665627746,-127.21182243408771,-126.90942436528351,-125.45282272914713,-125.49262011400116,-124.56388901499666,-122.01914472935877,-116.1948046910891,-112.57884012685838,-115.73499536494703,-116.59469304193499,-121.36823188494793,-124.6854484826978,-125.78651736641605,-127.06711293317703,-128.40039799881646,-129.37235995374726,-129.6265316553721,-129.52104374231504,-130.6949506772219,-130.34468079844,-130.9441154555421,-132.6931319638962,-133.92847953070824,-134.14524887591378,-132.98612405317522,-134.67852756470788,-134.82322131825507,-133.41971965986056,-134.3707094291641,-136.6889796092267,-136.16790902925584,-136.4706392812325,-138.06357987947544,-139.81867984097653,-136.74831329872623,-135.75294368067594,-136.9790222463226,-137.63188849437174,-138.47160826747614,-139.48459585092846,-139.72822093322424,-137.96960322363392,-138.07990593938752,-137.98722464391983,-139.25421226966373,-139.96530801310965,-142.0130553155654,2,4,1.0,0.0,0.0,0.0,0.0,0.0
19,-117.03814517007521,-103.30240040974077,-105.69338344838583,-112.44038197546202,-117.8615637905811,-117.49186613631892,-120.54674025331505,-121.83646820052851,-122.11574158510427,-121.52390569394568,-120.26851850135725,-122.14999901899672,-125.8543409457628,-124.74742056742906,-124.18194957147996,-125.24832418259325,-127.65080560488289,-128.67420070770189,-130.42996403462664,-130.79994987360638,-130.34365155506637,-131.90547202456403,-131.6291936642434,-132.55316396620623,-131.29201248123738,-130.3829548421047,-132.38683578198078,-131.92257541517745,-130.88103263010606,-131.41880623181575,-132.61640825605906,-134.03157372903826,-134.36837082871529,-133.84263905040075,-133.71514863312734,-133.40788425186224,-134.1461158825878,-134.98883586463094,-133.48843486371453,-134.5699303349109,-135.85343996675243,-135.938020295307,-135.56254392963285,-135.1747941333935,-137.9268823724806,-137.3300274861162,-135.6823176702283,-136.56527791110383,-139.33144672338483,-137.09534449632588,-138.45765166569723,-139.81356208184303,-138.8126890239825,-139.76691904196366,-138.4737166262082,-138.75219316298546,-139.67571394904485,-140.60794957799854,-142.49012113408958,-141.87102258264932,-141.0787981584714,-140.75263692426333,-141.76774624664392,-142.5865587733591,-145.1345993869257,2,4,1.0,0.0,0.0,0.0,0.0,0.0
20,-122.47500038446248,-114.77824127874746,-116.71085860334188,-118.3952549940199,-121.1200188378626,-120.06970975425654,-123.59976587162271,-123.1056564517118,-124.49670932563096,-123.19691240351524,-123.88369195106102,-126.01950527795223,-127.08691508603744,-126.39387682349826,-125.24652591823414,-123.72926844016493,-127.29927283885968,-129.03797216916422,-129.3694611391025,-129.27630509739328,-129.82417623086002,-130.3342400364481,-130.663108502417,-131.42222537718592,-132.4800543031514,-133.74047816030478,-133.9655947452933,-134.7850006529954,-133.13776213511954,-132.56836569262416,-133.0025901914829,-135.19159933305937,-134.05761326650276,-135.3452129997989,-134.59148735711796,-134.59999756093663,-135.9540396050123,-137.22843665404199,-136.28409916408862,-136.1441494137219,-135.40801566901257,-134.64888425177713,-135.6888353237267,-137.25855827251777,-137.9075580796609,-136.99755957804308,-138.41103446682698,-138.6999933612206,-139.11443626488239,-140.1511114333095,-141.06564868498742,-141.65891077639256,-140.75825658394888,-139.99149642474504,-140.9283156143578,-140.965754700717,-141.30138592010945,-142.38045535949684,-142.8481316252478,-139.89123067350351,-139.29818746483227,-141.1761694463649,-142.04628419895917,-142.8699350517035,-148.2061014676156,2,2,1.0,0.0,0.0,0.0,0.0,0.0
21,-106.77743108951444,-95.79365786200951,-103.56730994840748,-112.19807000933116,-117.57276241060308,-116.79222332964356,-120.2113832611179,-121.47495792965486,-122.54206297412749,-121.1563628013489,-123.53760645906848,-124.40304492209538,-126.37121980913234,-126.8004822903134,-125.26431714623392,-124.49641733776866,-126.1526387268887,-128.0066954426131,-127.77993896652005,-129.32448182074606,-129.8831403860827,-128.66663001228454,-130.34643823511163,-129.37758826442612,-129.58874983730195,-130.9570567574929,-132.4230253394564,-131.96312470787353,-131.18894783706094,-130.39616718004663,-132.05677292244215,-131.70750449570508,-132.8231867863607,-133.8272320168581,-133.31210727803364,-132.06567515996448,-131.55102141676903,-132.8160865845906,-132.76198937297212,-133.1030615063977,-132.90720771849516,-133.63628779678672,-135.94773843843657,-136.15696404011447,-135.66507427102127,-135.92611966988244,-137.81845631719017,-135.51829138903742,-136.51957421014384,-136.86083466193728,-138.3512398044781,-140.85980263869794,-138.38683891842567,-140.2581415782188,-138.9578247195807,-139.2146935744814,-139.94017279060196,-140.54036448163723,-140.94286040612778,-140.363466367491,-140.83587861564519,-139.51553010568608,-140.01645779063213,-140.53220192917456,-145.06424075119747,2,2,1.0,0.0,0.0,0.0,0.0,0.0
