,Fp1-DELTA,Fp1-THETA,Fp1-ALPHA,Fp1-BETA,Fp1-Gamma,Fp2-DELTA,Fp2-THETA,Fp2-ALPHA,Fp2-BETA,Fp2-Gamma,F3-DELTA,F3-THETA,F3-ALPHA,F3-BETA,F3-Gamma,F4-DELTA,F4-THETA,F4-ALPHA,F4-BETA,F4-Gamma,F7-DELTA,F7-THETA,F7-ALPHA,F7-BETA,F7-Gamma,F8-DELTA,F8-THETA,F8-ALPHA,F8-BETA,F8-Gamma,P7-DELTA,P7-THETA,P7-ALPHA,P7-BETA,P7-Gamma,P8-DELTA,P8-THETA,P8-ALPHA,P8-BETA,P8-Gamma,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,id,category,label_h,label_e,label_x,label_a,label_c,label_o
622,-102.65965545045023,-96.52229566432793,-105.02021835181374,-112.64076925421314,-112.6748092474667,-110.69784098458246,-110.99279427083978,-115.58282276541095,-116.9795091294027,-118.35536560926104,-120.56847899254551,-118.96467347778433,-118.08633936600486,-121.6902305932283,-123.38897256733594,-125.25974126566751,-123.13209999216542,-122.73410538524968,-121.82607148762187,-121.33157666991208,-122.97802570908857,-121.3958012875141,-119.40744022612023,-122.62040868063742,-124.22329792626563,-118.03946043084979,-117.99386744685552,-122.87903492012518,-122.23323304673507,-123.84335034518692,-125.80689354140078,-123.67763259449177,-122.66519706210339,-124.28821949585031,-124.2431963422081,-125.25032202640715,-127.38983834538692,-125.32574577880781,-123.38332641401615,-123.03020032420483,-126.9261749891743,-127.64428836816361,-127.87967963070554,-127.65518543840156,-127.80434782774248,-127.15303235952236,-128.43969930272226,-127.85780455606951,-126.40854330407592,-129.52908388770058,-129.4291152911853,-131.7222770035296,-131.45582167638685,-130.63882668651593,-128.7816925451927,-131.42196927248403,-132.8742015164131,-132.72041577070314,-130.57120929865218,-129.47362799464378,-127.7400695725617,-127.68482530233265,-127.73401796497726,-128.0046998231271,-134.98746259760705,16,2,1.0,1.0,0.0,0.0,0.0,1.0
623,-111.63776743086892,-99.60431871972789,-105.61979958363396,-110.95636392226541,-113.65171324067265,-112.14697373938282,-109.66060353518256,-113.91689481615717,-118.59012537446145,-122.11686307357992,-122.4546653673336,-121.3810699778748,-121.33956470296211,-122.87120741007627,-122.7715067831879,-124.00914602609787,-124.41263905698,-124.65674862060877,-125.16441792709826,-124.94907101942664,-124.97903074163753,-125.31731425696742,-126.3786892364851,-125.1442241083739,-123.74938387862883,-120.5927297903412,-122.68495525151457,-124.21026212724007,-126.86612924216021,-127.49957354448293,-128.21076986837375,-129.77973999826966,-128.85068903990728,-128.36098006866183,-128.07940782899558,-129.85179341032887,-131.65910613896506,-130.48336703352544,-130.01088321402977,-131.24371359998725,-131.90944194614065,-130.71307624770245,-132.20489053425,-131.70015607190538,-131.40399741060457,-131.49014047755952,-131.55748862337558,-132.64360542352313,-132.2813677149012,-133.80507935230943,-135.6217762454775,-138.73990250575724,-135.39824588870908,-134.11695075954535,-134.9475830190483,-135.88467782620884,-137.13573070131164,-137.3020448021946,-135.82885034261085,-137.5527916203183,-138.31631069673006,-136.09941469090518,-135.27794518265156,-135.56539827963707,-137.5270722360725,16,2,1.0,1.0,0.0,0.0,0.0,1.0
624,-116.70749112404783,-109.55019242527734,-113.47899649105605,-114.42782129297088,-116.89930550420436,-116.95777605607557,-114.56985327987319,-118.26810348990792,-121.43304077047218,-122.24350831898171,-121.40932762748633,-122.59865761850102,-123.50491909430332,-124.26777686789933,-125.62887922228819,-124.86788195907181,-125.33775087666145,-126.12475844286082,-126.44620795140153,-126.6028851217361,-127.73122884972766,-127.08559681383554,-126.28196713128563,-126.94802147108477,-127.45508653442758,-120.37497173975909,-120.24354147858028,-127.33855951434519,-128.01878389238496,-128.95234719104764,-129.48487982231705,-129.8184530112002,-130.8368047300106,-131.6580383745489,-129.83938712267593,-130.2392239727903,-130.44432386998227,-131.38624320934287,-131.71763155025474,-132.7290938146286,-134.37040413190977,-131.44657077631754,-131.8170096989815,-133.8092749701876,-135.03749159737276,-133.8082305525157,-134.32310534705155,-134.5952734960076,-134.04154439673925,-134.54247302230127,-135.33027648050515,-137.026016951377,-135.9195689750882,-136.6268703804972,-137.4888922049334,-136.06910478653217,-137.22188129552757,-138.7218313385291,-135.67217802788286,-134.681686433947,-136.73156935971153,-137.7664858095542,-138.5400179604544,-138.55176717553212,-142.41918707015725,16,2,1.0,1.0,0.0,0.0,0.0,1.0
625,-118.71199048162993,-108.50740947436606,-112.64684911704347,-113.91349790953777,-115.92997334702203,-111.82603573693297,-110.45156373557649,-115.45883789122422,-120.87970058863468,-122.33405299822559,-123.40128760661757,-120.6798389886906,-120.67167516822734,-122.97105439661107,-123.94886954800127,-125.18778295399068,-126.35050919897046,-127.02048217548351,-126.84965478245131,-128.25121359147033,-128.87318302724563,-128.39309288854764,-128.08155072301793,-129.4970933635242,-128.28822811500078,-127.5370772109048,-128.81930124724312,-128.99210073928543,-128.15485939783724,-128.65145417351374,-128.99425740995983,-130.3061709427399,-130.6360561685987,-130.283137636434,-128.78244946370108,-131.24785263688455,-132.22125056064334,-131.33357147342852,-132.51430282271178,-131.58033795615933,-132.29973310048598,-134.60098160309545,-133.5681689481348,-133.80105881542949,-133.5074623053155,-133.72853415125718,-135.1884323293013,-133.0150026915411,-132.82825975910123,-136.0208641045001,-135.79656534315103,-136.54545906080511,-136.07745756768043,-137.53974332436576,-138.14734094415567,-138.49155023784215,-136.95697189593523,-136.5112777414064,-136.25020237192328,-135.95406171855853,-137.40339087233542,-137.37230747204717,-136.64897511920597,-136.12448390149336,-141.7868744932397,16,5,1.0,1.0,0.0,0.0,0.0,1.0
626,-110.30435673409781,-102.5879235061892,-104.03059855588445,-109.21969987863649,-113.95647078802602,-114.67032668294792,-112.68051445887741,-116.06910904015209,-120.20237660371382,-122.47548713600152,-122.71348466251831,-122.70791468550507,-122.38261004332753,-123.57107423404364,-122.4310490741292,-122.99828734320307,-123.05110218061594,-123.41216430954206,-125.92634186973416,-124.61242553900364,-124.46049951879002,-123.12525160106063,-124.13187919222347,-125.7613517736512,-124.22668279876706,-124.68448815435912,-127.26877887811165,-127.07379176261648,-126.3675074820184,-124.04125272820141,-123.9852368294221,-124.39545816189684,-125.40818266435346,-125.4227036516366,-122.88931771994137,-124.06550221371056,-126.80719101524964,-125.99199266786046,-126.20843110395718,-126.52075214342705,-125.35521788527923,-125.97596925515762,-127.7770049147051,-126.5485342410127,-124.50344275568847,-126.22774573280621,-127.06429005803903,-127.60587164398132,-127.51335333144499,-128.33782304947727,-128.62764139415214,-131.70422603897808,-129.2119346463848,-127.40707412359876,-129.38859880534397,-130.60104506164922,-130.72274519724826,-133.54016028783286,-132.81899564834575,-130.6351336045808,-129.38269512260922,-130.99286153379342,-131.44729447673697,-131.59520729421465,-130.96598532459888,16,5,1.0,1.0,0.0,0.0,0.0,1.0
627,-112.35735831829263,-105.67900415374498,-112.22779955604923,-115.94453232323161,-116.55153850065321,-115.46574466045939,-114.97755404040562,-118.45816291089008,-118.64032043553357,-121.2488804106974,-121.40415933102292,-122.25364538643407,-121.78918378634917,-122.36247247933257,-123.89155560573852,-123.27684809629022,-124.87497783846553,-126.20241242524948,-125.93792930644858,-125.70444851949574,-126.72450973867527,-125.3988735871667,-125.83922712948984,-127.76569153746425,-127.17153653189226,-126.79230021390033,-126.7020044650398,-126.72728553773223,-128.32375590701855,-129.2948052511181,-127.7163563201981,-129.63246600818368,-129.27041445664074,-131.1048042445218,-130.8215622643959,-130.054484305877,-129.62626112718578,-129.10184476806415,-131.03410880222094,-129.88325292282875,-130.57977561725292,-133.18331310921272,-131.72826111965182,-130.22881371970817,-130.819799291535,-131.73391751077753,-132.3340597519448,-131.67988830191644,-130.4475864571436,-131.5344424682622,-132.97634973888415,-139.089076587828,-135.6983225688369,-133.76434867381158,-134.44012699090223,-133.17899031910568,-134.32831287889616,-135.1769582947637,-133.68072280779063,-133.86160494341553,-135.38739638469184,-134.63149608480322,-135.3369753521779,-132.4718843810612,-133.81997642201074,16,5,1.0,1.0,0.0,0.0,0.0,1.0
628,-107.60917997658524,-100.44063279693916,-103.15439338162797,-108.67114366510953,-112.43026894752154,-113.29732796178398,-115.40536784037502,-117.13368025302223,-119.61391823649339,-122.94674248423718,-122.92886152872987,-122.5693700371022,-122.16872482972957,-125.22947228782841,-125.51235247323828,-126.02599572307575,-127.6820259513261,-128.90547500438976,-129.25960742101233,-128.1291305731795,-127.24888705613508,-127.92693536362714,-128.08784271812965,-129.14243967414407,-128.04959461154337,-128.57747974623118,-129.75018537116898,-129.7179918502766,-130.36720075191192,-130.09525726436453,-130.6732007279348,-130.81790620885096,-130.78715735668445,-131.75269464236453,-130.7996951018909,-131.39338005518982,-130.87781517729957,-131.3309452512825,-132.83758071591447,-133.43125984392026,-132.98557020030444,-133.90462358566703,-135.24971653000824,-135.58986295553814,-134.28784571450532,-133.91258051441972,-135.0284807069537,-135.5933930693112,-135.76587670079616,-134.9884848597479,-136.1331014502979,-138.8020201204862,-137.78199320374836,-138.766894593265,-138.72333622843288,-139.99436710274546,-139.63113492696627,-137.988464037688,-137.9390502971869,-137.76235885872813,-139.059751979075,-140.90588512332087,-140.69125226302396,-140.17546627625183,-142.7391507359768,16,5,1.0,1.0,0.0,0.0,0.0,1.0
629,-111.02328614070646,-103.87903471145657,-111.75584726609864,-114.58522323263742,-115.40650671150722,-111.35964555789946,-110.19684209126751,-115.7805182902903,-119.6121371306212,-120.48297664408928,-122.78283949580126,-122.37815560247716,-123.22548299414416,-125.61491465050408,-125.42159899790086,-126.43664846646344,-127.00931196484105,-127.7002688653906,-128.36188623675983,-128.0241095306339,-127.50781660029799,-128.13487833902403,-128.5183974275863,-127.9324151644224,-128.95420153881574,-129.48607594383543,-130.0020596726043,-130.25871292621775,-130.61736213659833,-131.4911676765646,-131.07858558933276,-130.553028668286,-130.31464374189676,-130.8313991912339,-130.9544523042131,-131.7186871317544,-133.1461005557323,-132.59887792143067,-132.78262987485357,-131.66525750103204,-132.62096058198952,-134.10841515683182,-135.12810815184028,-133.69273466767612,-134.3585615038586,-135.57790084754666,-135.76215401157083,-134.86772540337168,-136.09816113509544,-137.0711966534634,-137.45909053639417,-139.6298509402832,-139.02422990603188,-136.9535614689667,-136.2730575207983,-136.59666242059507,-138.84289298984686,-138.4929857458631,-138.41196832618633,-138.69856640661703,-140.21646913593796,-139.73561596177848,-139.98524553853292,-138.99228794159524,-141.6372996420878,16,5,1.0,1.0,0.0,0.0,0.0,1.0
630,-116.90200850070853,-109.44769635108213,-113.4642675056578,-115.85530999957149,-116.27159552868372,-114.06475455168005,-111.34359920343539,-117.40603422703929,-121.30323683623328,-122.24187454932293,-123.46714796344332,-121.59784724875395,-122.10635891035126,-123.24811261858926,-124.99528859369804,-126.6952474949803,-126.48228173332045,-127.9015240191697,-128.9407978894182,-128.22547633901814,-127.23918243101548,-127.87123758606084,-127.6385473138688,-128.79531043803632,-129.75689884612066,-130.28039043568916,-129.7953583110381,-129.741693006764,-129.91707239441948,-130.3322106274814,-130.78610590180267,-130.68743749915515,-130.6267590474045,-131.5517747780423,-133.28085267755768,-132.90501756334302,-133.6386019886744,-133.52339843264582,-133.5947060757291,-134.86924907475358,-133.7755291912534,-133.81421957301148,-134.42799742135338,-134.86881136707655,-137.6243367644862,-136.68996750763637,-135.34205070811646,-136.73581912229483,-137.28760082220592,-137.05987065311842,-137.08721343330205,-138.15400542704228,-138.85778911681103,-138.96424807739822,-138.02592971112597,-139.83099740357625,-139.39250849330864,-139.13507310247772,-140.83523230847558,-140.40005778073504,-140.12388765708567,-140.67501075586523,-140.1875739317959,-140.66265359166562,-143.28320541744634,16,2,1.0,1.0,0.0,0.0,0.0,1.0
631,-110.03209671956881,-103.46197863454051,-105.72243571876321,-110.69926408162641,-113.65897570236552,-110.85270768053297,-108.81141161077396,-117.41933419848147,-120.3912718699094,-122.69330312137714,-123.52407544738296,-120.73002976699966,-121.33019117948506,-125.23528150996324,-124.1527311081215,-126.37309363258966,-128.35394112488893,-128.72322021550485,-129.5167642705061,-128.90624169205336,-129.0859839762872,-130.4869375626279,-128.95498472121463,-128.300158842782,-129.8573627931072,-131.5015403263987,-129.77489447044297,-130.21705889522005,-129.66944595081597,-130.01255041965766,-132.23798816932302,-132.5526974460954,-133.49063551965554,-134.04149271620108,-132.79242613377394,-133.81775599633147,-133.89737419305652,-134.12133232373043,-134.02844770092258,-134.45652045841172,-134.47937181816656,-133.65847169699924,-134.77859547966884,-137.5773626661689,-137.19439276196474,-136.53162661829964,-137.90053795206373,-137.42458672116052,-137.49680411798244,-137.83121623192082,-137.05647624982845,-140.13904091452088,-137.20640706443407,-138.21316090967034,-140.5541895665724,-139.47490172434232,-139.3347084087218,-140.6384466933759,-141.31269323545132,-140.5024506589282,-141.94344535517942,-141.96763184947986,-140.67268264419883,-138.65753802517997,-142.44493582829818,16,2,1.0,1.0,0.0,0.0,0.0,1.0
632,-119.33760614444019,-107.31192137142062,-111.73976165705395,-117.30885455915953,-116.95092591732407,-112.50472103585588,-110.95048959156804,-117.03772142146683,-120.47219829149243,-121.73800488108043,-121.43802486716125,-120.21934913831159,-121.83732762750154,-123.51426729739813,-123.72252807119516,-124.483139655549,-126.15669742806189,-125.94876251459888,-126.322230674253,-127.2071118370463,-125.93738290097997,-125.62805790378759,-126.57900561891525,-127.34760554130654,-126.04338448140807,-126.05565325935419,-127.26615486657084,-126.69419849679002,-127.18631900861735,-127.66260169338159,-128.81262377418042,-128.3681064370482,-127.42763312732954,-127.90233094349301,-128.03933183416495,-127.46878689099754,-126.92073488869372,-128.6901443035377,-130.6978726920468,-131.13480722099968,-132.21618671534256,-132.5295714463549,-131.7850416249411,-132.55814129050253,-133.15300436908092,-134.70280514958642,-134.9001223550824,-135.47944143115006,-136.70394742819812,-134.92006790716044,-134.80244514932645,-138.0243051847725,-137.3638550401116,-137.45856773794833,-138.7605321070364,-139.60410083898068,-138.46114971981402,-138.4798583733585,-139.34063065970707,-138.34587848659248,-139.45271891765725,-139.893988857606,-139.88204526572736,-139.64130205800532,-142.69267573606416,16,2,1.0,1.0,0.0,0.0,0.0,1.0
633,-111.35363798608637,-103.44583989541293,-106.34294719776678,-112.06630519472489,-115.98475740207304,-114.4877180663395,-112.94704794851737,-117.56173693026328,-119.94304016501664,-122.01566188928369,-122.96801993543104,-122.96809446120663,-123.75623760199035,-123.56196712928899,-125.43708074578052,-126.07014160160433,-127.21176843052689,-127.1432775381893,-128.0888788838647,-128.70417422677517,-129.1642996397279,-127.88313581789126,-128.15566216413995,-129.51268304818117,-130.9891364636176,-129.30050986286494,-130.28094372676134,-130.75719470809523,-129.692780027867,-130.02790305376135,-130.65921531042142,-132.10524354597663,-131.35774057193066,-130.94417028920466,-131.68045447076804,-131.91646824466898,-131.3737582387583,-132.5051967118699,-134.06608165955757,-134.7190820249702,-135.88259872691233,-134.7721127539354,-134.7874649637644,-133.72652842098373,-134.01707876041857,-136.30681481787468,-136.96582353904762,-135.7768224334552,-135.35311534170572,-137.16478113154594,-137.59441405650685,-140.24849501796112,-139.24786884306317,-136.56904031986696,-138.29196446352967,-140.14446574368517,-138.76192576492292,-139.66062958214692,-138.98253380986108,-138.94628898113606,-140.5119866129806,-141.28322914846513,-141.98817593826485,-140.52782531314034,-143.60303856534154,16,2,1.0,1.0,0.0,0.0,0.0,1.0
634,-119.99162940531261,-110.65783270604408,-114.78401206481195,-114.31332915483138,-118.04063478653354,-116.29675537603497,-113.92226893964276,-116.97457023344973,-120.63033673610454,-122.21787471629007,-122.203847131121,-122.57393159443346,-123.70611051938678,-124.13418093685534,-127.62594155032784,-126.70866153280545,-127.2409219921903,-127.52565656760922,-127.29285445265113,-128.83690995566377,-129.47152011970874,-129.59195874916537,-130.26358139588808,-130.16736041712068,-130.12296778974732,-130.98807407403282,-131.02193174496873,-129.6725904299887,-130.59711506422815,-131.14058025703758,-132.5987076746151,-130.82528235080386,-131.63538077684674,-133.10378702120104,-132.89731784054635,-133.39717731581237,-132.4132138405089,-133.04063913437554,-133.30159771795377,-134.64648954249031,-134.75739906705752,-133.45524003931283,-134.58242847503558,-136.43829802104335,-135.6185433143338,-135.89653867104775,-135.9675833857325,-137.0509037205859,-136.5628993764027,-136.97259490941065,-137.54917126881543,-139.7513335899573,-140.31124538284348,-140.0280692328505,-139.11052745227673,-139.59894631747804,-140.14214654692438,-139.83199900742136,-138.89556993055066,-140.1163113898721,-141.20058079881562,-141.0758611957953,-142.3521213253045,-141.34166641649887,-144.50626743228125,16,2,1.0,1.0,0.0,0.0,0.0,1.0
635,-122.42577464623066,-111.29024868956321,-113.8908947546825,-114.90136707587925,-116.70581734409123,-117.75257714041345,-113.07385652473147,-115.13310274538469,-119.65407875680341,-122.54557386109462,-124.50775272347941,-122.4960733209883,-122.81624591717906,-123.96516939566253,-124.44619115418496,-124.77199935454728,-126.82412062927955,-127.2725866373712,-126.83993315255712,-129.0900426935727,-128.9112685141456,-130.13311602375316,-128.91846093884772,-128.97078757500788,-129.37520467819627,-130.43427239476588,-130.45917299972152,-130.89145176627585,-130.09899900003103,-129.60015466559832,-130.0545571396403,-131.1012000535569,-131.58608928354684,-130.58797336039382,-131.04877111029833,-130.8293820879815,-131.54109334911573,-131.71541890674985,-132.942329796131,-134.4775944535473,-133.97979338917366,-133.6335444794696,-134.40639646414593,-134.63913917034046,-134.82295756156606,-134.85641440727667,-135.93762878959956,-136.04590692169373,-136.64494974050072,-136.9743682420104,-137.2057318129489,-140.3365951669496,-137.95273954537822,-136.01036311739304,-137.2528667038756,-138.80534643876157,-137.94332872482426,-137.91911495893748,-137.00898575900095,-136.1721337816371,-139.06692027138763,-140.15446986430484,-140.40933428138595,-138.40719754198372,-143.6004381544179,16,5,1.0,1.0,0.0,0.0,0.0,1.0
636,-110.70028109387677,-105.13268709037563,-109.31085508318344,-111.85176853354426,-114.32782488219713,-109.8833729890793,-107.2547329527986,-111.83603531737438,-117.5599360468034,-121.28027022446489,-120.73357299952926,-119.31740250573145,-120.45694990541845,-123.4767940004741,-124.24885044018639,-124.34204777986984,-126.92485361344322,-127.24237241029493,-126.40532973879783,-127.8317244716947,-127.55168697205892,-127.56579513516257,-127.43434218002866,-128.57300499455437,-128.3103304177681,-128.6277562396301,-128.1402003142269,-127.90704526177473,-128.79883415123163,-129.27568694723954,-131.63484211870238,-130.27258445291497,-128.81130593346688,-129.86259410308213,-127.82271093944232,-127.62843129973072,-129.112102167006,-131.15202818414946,-131.74462305320665,-130.72255388097602,-131.0220218773954,-131.98401046019117,-130.38278467459781,-128.00229527053074,-132.0029562433048,-133.28906221366327,-134.39493558922416,-135.8606806863478,-136.8260104498129,-134.29512937699596,-133.25137485674298,-136.02494753922065,-138.59073188615977,-136.06091719508112,-138.991311984281,-137.73653777819854,-137.7866186099177,-136.6259720647296,-138.07217482319604,-138.6298942700737,-138.13449451267053,-137.76915146307266,-141.58529462404027,-141.03092279367064,-143.35172203516964,16,5,1.0,1.0,0.0,0.0,0.0,1.0
637,-106.19394335369782,-99.12674631615921,-101.4831745894187,-108.68338481707427,-112.93290378633883,-114.55520693921497,-111.2653657313163,-114.76499204578529,-118.27362498077099,-121.73144920250326,-123.22641082261684,-123.22450318722633,-122.70906694034556,-124.27342559435857,-124.55606388418468,-125.76914141037736,-126.30758475049076,-126.57424029745478,-128.95944180904996,-128.45643770676503,-127.99385501627528,-127.603262371436,-127.96265772262215,-127.71297408766826,-127.23850983666709,-128.3985120927407,-128.8735979117533,-129.83861502521498,-130.41367450250198,-128.37794905157898,-128.50971553159957,-129.49906053910584,-129.99996764401342,-130.21455966771003,-130.35376004330678,-130.88661727722516,-130.0490483118858,-130.92813075624835,-131.80753661502183,-132.85789222932553,-133.76505158188107,-133.33216921865045,-134.28528573711725,-135.69322521556694,-134.95869057482122,-134.61447852327555,-134.85896764515763,-135.49191737378126,-136.5124661923576,-134.3266691579244,-135.28227792442695,-138.32920081839015,-136.9727001001441,-136.83359339346663,-136.46121185416362,-136.71541720641522,-136.23023963693635,-137.09752426499062,-138.49590085741664,-139.31009474356364,-138.8869703356163,-138.39984320770378,-138.51063336864507,-137.82148548398007,-141.26567081393117,16,5,1.0,1.0,0.0,0.0,0.0,1.0
638,-111.84132467376952,-101.674718623719,-107.74154491776812,-113.33768054700927,-115.1077912995577,-113.26225076720729,-110.50121504776703,-113.9178354217264,-118.69681221928079,-121.53618875008776,-121.7195201293103,-120.89909044822079,-121.37794669089047,-123.41210318092344,-124.31774532798607,-125.39659342831334,-125.75394597686764,-125.8626137446457,-126.22246841415155,-128.38333004501493,-129.48596063932706,-129.3699146222226,-129.34084469759156,-129.6579011729335,-128.27709584097659,-129.28046986284636,-129.95907329833355,-130.50313384262634,-128.87541168143906,-129.72321996988472,-131.04854707976196,-131.99398848224905,-130.98545662018333,-132.17362057608324,-132.40953238238654,-130.73945104932784,-131.8844019050577,-132.08118008646932,-133.54454811473747,-134.46154460147892,-133.55688722283793,-132.73457617044994,-133.06020585310253,-133.15550715023664,-134.4111991997384,-135.92390210066247,-135.34620334889948,-134.9822600145757,-135.1896417174445,-135.92011747035613,-135.9887843591724,-138.24668585694187,-137.89744876659736,-137.09977946666726,-138.5156040001904,-138.99623809613178,-138.98361319850954,-140.27937721727966,-138.9605162728819,-138.82848797057744,-138.93834980882556,-139.56812209042874,-138.4940098221213,-139.61109364036335,-143.57905614378365,16,5,1.0,1.0,0.0,0.0,0.0,1.0
639,-118.35129243317128,-110.69313880135623,-113.2359246986828,-114.81361984948327,-115.4568013214136,-112.19580264472836,-111.73871154538739,-115.81841279633976,-118.66980961792572,-122.45115905962163,-122.55181293895525,-121.59004733276888,-121.7276108995789,-123.08289922359813,-125.30106863419256,-127.69912905391499,-126.69507147314195,-126.85033342736055,-128.01318175621392,-127.47012374229145,-126.82766287146242,-127.95378218527965,-127.64590645425052,-128.55496958171872,-129.39800126454261,-125.8985816488717,-126.79614216664662,-128.01041451591635,-129.33397288318912,-129.67003195267972,-130.18252301036347,-130.608661400331,-130.35647256021244,-132.24085046054685,-133.08478729926463,-132.44952725303253,-133.10513632195733,-132.88610060626695,-132.6547797133785,-132.03473996869428,-132.4198789170247,-133.53609174533412,-133.61373424920163,-133.25637620231345,-133.65487403775978,-137.25515131648947,-136.24073304265752,-136.36474992969835,-136.72179643208244,-135.4452820317044,-136.92637752544985,-140.21429472290592,-138.26975595790805,-138.12091200325875,-138.809273742086,-139.40208351543848,-139.3411799397799,-139.46334827831993,-139.05414506504437,-138.5839139601813,-140.13137153036342,-140.28633278575253,-138.94354834689824,-140.50964171925696,-144.56156722117464,16,5,1.0,1.0,0.0,0.0,0.0,1.0
640,-116.91122708291451,-109.0101091079709,-112.58433241310138,-116.4867219769819,-116.44630805635687,-116.48773291753454,-114.68163076760278,-115.2913706798352,-119.2733036399247,-121.78630997792196,-123.47668123012802,-123.66554190175329,-123.97237252991887,-124.0513421784897,-124.74237227662957,-126.1152767888435,-127.45431023260558,-127.59389054584041,-127.70008700395724,-129.57803818853594,-129.93420102241143,-128.0855637964062,-129.24979934152705,-129.29965681503398,-128.25236432070093,-129.70080438609182,-130.1967825467494,-130.41458191806913,-129.99672872289943,-129.67835495118197,-130.57782594556184,-131.3728184523667,-131.01486391156794,-132.04754484981234,-132.15761749125355,-131.7244289320475,-132.22667335656394,-133.51426668166462,-132.3859515497362,-132.68595373443492,-135.04721357688072,-133.88833723529703,-135.10715945944656,-134.89455813408287,-134.93077169501814,-134.49056518855284,-135.09962577188196,-136.77069794346812,-137.10494894803233,-137.3613891674458,-137.56950346832843,-140.24559101368448,-139.49814835991006,-141.01779135595592,-138.7247850636567,-138.6065600484381,-138.27575110670975,-139.2354116120336,-139.34398955097225,-140.50022373751486,-139.02896896362302,-138.92524705948645,-141.19202070566948,-142.00935087383334,-144.986261629045,16,1,1.0,1.0,0.0,0.0,0.0,1.0
641,-117.26762040088323,-103.56339297664219,-108.77764773205163,-114.00441358893376,-117.22066402120534,-113.26477840432025,-110.94369892708886,-116.300182357287,-119.07981967672464,-121.32408537438917,-122.49013992453871,-122.68896640415632,-121.94283754316443,-123.68758716381407,-124.6947314683638,-125.76593981178108,-127.46785489058554,-128.10058655628242,-127.62101288598616,-127.48951600526124,-128.73522434533785,-127.70194604919487,-127.5814067400273,-128.8451317158131,-129.6675706818357,-129.95839430773438,-130.70389286803066,-130.76541896361906,-132.23068644729452,-132.46407323148532,-131.4746404161841,-131.64525549526002,-132.47042907143344,-132.01397654177475,-131.564903308437,-131.89494052534027,-134.0317353903647,-133.84871722097557,-132.36974548431772,-132.2512298861692,-134.65388252911828,-134.39087472308674,-135.12875207246685,-134.22431985801805,-134.9900026538389,-138.22749101386395,-137.65957137813353,-137.7411087627148,-137.21386539874766,-135.8633216809421,-135.63634908370597,-140.11759903086494,-138.2588529285533,-137.70522855307934,-138.24960148977573,-138.48355917823386,-138.76695383680428,-140.23212466508102,-139.72754820222806,-140.6889826471848,-142.68349879309002,-142.21756307106116,-139.93535476662774,-141.83667501651988,-147.42978115441613,16,1,1.0,1.0,0.0,0.0,0.0,1.0
642,-120.68998752713352,-110.74914177749855,-113.67183722185125,-115.29400112252523,-116.25871526606296,-110.42267952020254,-109.31879150722443,-117.02132173985078,-118.6943930102704,-121.41813448867867,-123.55179183758491,-120.87839378493237,-122.07597218547599,-122.51170424637655,-123.49668944088485,-125.86124056260567,-127.64072187866947,-127.26624105333741,-127.79737445106042,-127.63254613202878,-127.98969931549922,-128.09088224149525,-127.69042241598542,-127.1601997267422,-127.3686599691861,-129.05687551554848,-132.35295304513903,-131.0768410445732,-130.38991530550805,-130.15210204108408,-130.2995948078271,-131.82403303563686,-131.31337658397595,-131.2207285003725,-132.84193178942473,-132.1366201865554,-132.7761159078872,-132.01218783576667,-132.52089651118982,-133.60313695499931,-133.56333816533186,-133.30650914655854,-133.40612432837315,-135.54543716031847,-136.3063715159749,-135.67299606482507,-136.79478023638598,-135.73410139807487,-134.69974740500896,-137.00849075375038,-137.54005282666213,-139.00736900551928,-135.73649469845566,-135.59743609127824,-137.73091075697158,-136.3130654645968,-138.31044668095637,-139.809082723696,-139.58075535564558,-140.81460840859276,-139.52043690416355,-139.7845514353097,-139.93165384252939,-140.1832858035249,-142.0211451890071,16,1,1.0,1.0,0.0,0.0,0.0,1.0
643,-114.48778487584295,-102.52794017852125,-106.38162162659629,-109.26982981024166,-113.57246033636613,-118.38214394485152,-117.6888265790757,-117.7500548237467,-119.69772080023392,-124.10867424392222,-123.17046132852664,-121.99494033184052,-122.0508563723741,-123.54986908510355,-125.29764712064514,-126.02391324694202,-125.98410101985208,-126.73751691230365,-127.92999955392625,-127.80354017815591,-127.21539974351414,-128.2705618971594,-127.82815302152818,-127.72757341577481,-128.78654266556111,-128.90300325273802,-130.4994197590223,-129.06146652436354,-129.14949613399958,-130.37244062182603,-130.10699199441424,-130.66768920253907,-131.697403026838,-131.69475025450424,-131.7939507166854,-131.90671546344737,-132.6724183062782,-133.85970216982628,-134.25782330696546,-133.05484816877797,-134.05681118137034,-134.43416614692583,-134.08029318718212,-135.19249230400195,-134.55700517107678,-135.49549705153663,-135.8498039935225,-135.27600363019454,-136.52610487581396,-138.12484416778827,-136.5928392821629,-138.97983241409915,-137.5760688418547,-137.95750075998194,-139.01583582148194,-140.5269003170899,-138.99450851216938,-139.11396997545035,-139.97956185296036,-140.2095420124429,-139.56233539155915,-140.4887129326528,-139.2390776628564,-139.59019272962743,-143.18319558674287,16,1,1.0,1.0,0.0,0.0,0.0,1.0
