,Fp1-DELTA,Fp1-THETA,Fp1-ALPHA,Fp1-BETA,Fp1-Gamma,Fp2-DELTA,Fp2-THETA,Fp2-ALPHA,Fp2-BETA,Fp2-Gamma,F3-DELTA,F3-THETA,F3-ALPHA,F3-BETA,F3-Gamma,F4-DELTA,F4-THETA,F4-ALPHA,F4-BETA,F4-Gamma,F7-DELTA,F7-THETA,F7-ALPHA,F7-BETA,F7-Gamma,F8-DELTA,F8-THETA,F8-ALPHA,F8-BETA,F8-Gamma,P7-DELTA,P7-THETA,P7-ALPHA,P7-BETA,P7-Gamma,P8-DELTA,P8-THETA,P8-ALPHA,P8-BETA,P8-Gamma,id,category,label_h,label_e,label_x,label_a,label_c,label_o
1406,-75.20599589617858,-85.40135782010685,-91.35720780407152,-100.41470901109514,-108.53030286837787,-75.28384594748835,-85.74300842441495,-91.12447970160261,-101.5621518522419,-109.2153083753031,-82.7274863246981,-88.1010746346791,-91.44431988291635,-98.83421086209786,-101.70625826335721,-81.8635524055565,-87.63144986162973,-91.77968861730582,-101.10787375041966,-110.37361874532776,-81.70916314206889,-88.98057486028367,-93.17247668743005,-99.37695234322877,-102.35325292118226,-79.07924975984537,-88.84384271023079,-93.60150424211503,-97.95086046517248,-104.29997511596262,-88.93351787605717,-87.36762866779083,-88.15765108177239,-95.43581324052028,-111.86350500705768,-88.9736655970856,-86.96425972675638,-87.5966572821576,-97.32492513582429,-113.34469954410699,34,2,0.0,0.0,1.0,0.0,1.0,0.0
1407,-75.9734289033164,-89.24214797731948,-95.51935075479201,-102.00360589014728,-111.25079823806539,-75.36372466458958,-88.32021182534018,-95.17536706732555,-103.04008097558636,-112.54913873342036,-83.10103142332203,-93.82066430804791,-95.1916656509276,-96.6221831217768,-106.78637067319178,-81.8725300702812,-92.67529666299242,-94.29094144772415,-100.45279507641519,-108.29292674674335,-83.55612127705875,-94.15331663944389,-96.69595051785711,-98.53286112385268,-104.42453270382893,-79.07265780492446,-92.00015707332746,-97.42567780992303,-96.9269070018473,-102.93798868748559,-88.36748484145886,-92.2792051883964,-94.76687691591862,-97.18184258075652,-110.9854258024202,-88.96095644123335,-94.26093343348363,-96.08614020659866,-98.10482439163124,-111.49948729697994,34,2,0.0,0.0,1.0,0.0,1.0,0.0
1408,-75.12411662962187,-87.0261139537622,-92.09919783159637,-101.13860386262331,-106.97154256267198,-74.96627508283267,-87.50961225735477,-92.39743328536824,-101.51849974837282,-108.09152051252855,-78.71991100991046,-88.40884754609189,-90.7847744746543,-97.68760966450199,-102.42775989259303,-78.58956866227024,-88.80688032527102,-90.95121378739884,-97.573561034326,-100.79760754467495,-78.40305207235659,-88.43120988605236,-92.37241594357303,-99.25354724960403,-103.04500864093968,-77.29735185089854,-89.69177760018721,-93.68172673545898,-94.92546807147023,-99.7877117264454,-79.98898332683066,-86.5724262008705,-88.8743605859033,-98.18428109070338,-109.36234674594012,-80.12605659346926,-86.8785671077454,-88.8385356060603,-98.81142361273535,-108.52392719584388,34,2,0.0,0.0,1.0,0.0,1.0,0.0
1409,-78.446950580919,-86.49552836097968,-92.35458677199861,-100.99297343668063,-111.36214771901088,-78.27463556008635,-86.7513031620501,-92.55184932005493,-101.85225910224227,-111.78119209720131,-85.10857650091238,-86.05937038571852,-91.48238537324625,-95.50696745450624,-103.45106308116137,-84.96907676208221,-86.32175551164927,-91.63780230210337,-99.7062655813829,-105.01132256809007,-83.69308547485127,-88.36267801616029,-93.29004841862853,-98.10810485695941,-103.01221253542715,-81.69580065900777,-89.3287438599493,-94.1666835018866,-98.85691599389855,-102.07116294094163,-89.0267096590592,-87.98480604344351,-89.71780306276449,-97.45680556444898,-109.5318037903321,-90.53100224322012,-88.27258004894381,-89.37514551848625,-99.32249192177339,-110.88800686876328,34,2,0.0,0.0,1.0,0.0,1.0,0.0
1410,-73.2569383308815,-87.69018012872273,-93.3036907188967,-102.38903122912069,-111.05941320196382,-72.76931581108164,-87.13021113284074,-92.72273660558106,-102.11019596657806,-110.77661672122629,-75.15195520362991,-87.7200785600141,-93.86993731859228,-99.10664711203594,-104.01107262224323,-74.88606475593318,-87.33042920631526,-93.3588418385454,-99.76610481283713,-107.19162468363533,-75.27914746036738,-88.49956122635254,-93.86467745586963,-100.7712234748167,-107.1251924637515,-73.9611344978658,-88.11053535018135,-93.20253710908824,-97.1043954545482,-102.68680101405161,-75.38375787402396,-87.66014959979492,-92.7554453905997,-98.24886401531734,-110.25584078702444,-75.37575841634977,-87.59759864312605,-93.32270096919929,-98.73541481578398,-112.85998637137672,34,1,0.0,0.0,1.0,0.0,1.0,0.0
1411,-87.42199775956726,-91.81505452363618,-98.82647869268972,-103.99988993598137,-112.96854743516364,-87.27791206014732,-91.09151678658367,-99.03781702347551,-104.97945884706,-113.07207962773961,-86.76369893449075,-91.44103169391326,-96.16495280338926,-100.00432971625699,-106.26623063306957,-86.32485862816063,-88.8445311475568,-97.47374250000902,-101.55133140121353,-106.5837561636762,-86.82358877875787,-92.75955979312599,-97.50110218376022,-99.31796237994786,-104.91223141737197,-86.50192403774494,-91.59428469046956,-96.99432494064153,-96.42388616839878,-101.99127836716261,-86.06700565626807,-90.7593935675649,-95.73063652338577,-97.1822837077268,-112.13159691419185,-86.10114023705712,-88.04447946408445,-94.94986251198705,-98.30907866076944,-112.55644527122462,34,1,0.0,0.0,1.0,0.0,1.0,0.0
1412,-75.99746381270538,-89.24317325819871,-99.61795762988223,-103.70810342107151,-114.58512807248036,-75.87886675459258,-89.77282177279082,-99.01208754909848,-103.74830405539302,-114.97255792228759,-84.02298630162935,-91.89239157731552,-97.49228253634327,-99.72133543284984,-106.72725580384336,-83.07363945326782,-91.93783483665065,-96.8935536093805,-99.1820425631391,-108.90158770012583,-83.64248637535667,-93.44547522053065,-97.91716032951653,-99.94950292069939,-103.85644423803129,-80.79246771997589,-93.58110923682354,-97.73814869393709,-96.46870948822654,-102.09820377055557,-90.27563560726206,-91.23459475290798,-95.97494506844497,-98.59888763638457,-113.62615370263347,-90.31971254370673,-91.41264325784199,-95.74580332514577,-98.53149586735043,-114.54009770538323,34,1,0.0,0.0,1.0,0.0,1.0,0.0
1413,-75.24564209953327,-87.94354280683761,-91.1967374975682,-101.72617557225317,-110.8238323208823,-74.76525975262986,-87.6677040984122,-91.21566557494121,-102.05625211205424,-113.56307646479833,-82.87708871324064,-89.42291266271467,-90.1318598757827,-97.35251334884799,-106.71061365113647,-81.1979812964856,-89.25478211050338,-91.23714132335937,-99.17041152384014,-105.86388266264203,-82.83631307081598,-90.62279831606625,-91.51455384713591,-98.03761465428883,-104.67332727872817,-78.40440026185499,-89.92268980895315,-91.90970558252445,-98.68346022605506,-104.66289830777336,-89.16164008623626,-90.41919691801621,-88.63440918370678,-95.04259650812335,-111.11582757450785,-89.2021665201826,-90.34244206321253,-88.3257350697213,-97.02178730694538,-111.9318968907221,34,1,0.0,0.0,1.0,0.0,1.0,0.0
1414,-84.18934846024912,-87.74125896834676,-91.69582600090115,-101.80548126389233,-113.25875025227265,-83.68910745230184,-87.8897241304726,-91.56447149204239,-101.54143481672384,-113.24706114088266,-87.46901300204398,-87.55242780899243,-90.68487653370597,-98.61367307803184,-109.7904166621864,-87.4187222844681,-87.38509168932919,-90.82030533624624,-98.90715090014766,-107.6046649628268,-87.02195298614453,-89.20548648546047,-92.75916059489634,-99.45978453411003,-104.56220616915601,-85.37564109660407,-89.2983353934031,-92.28734964361556,-96.34090410145578,-103.7665389488768,-88.66806935609964,-87.909289834706,-90.08769418954907,-94.57160445874372,-109.98697508857143,-89.26238651995304,-87.50004798704222,-87.36761431361265,-95.53751509383696,-111.2259838928702,34,1,0.0,0.0,1.0,0.0,1.0,0.0
1415,-76.7322048121965,-89.42506614881,-91.96004779938805,-102.67803075540385,-113.1972474018767,-76.09226498601267,-90.16529404558888,-91.87512657130334,-104.19909984904208,-113.19628973185334,-83.35316958554245,-90.35968529333803,-90.8836317630712,-99.21355897580057,-106.97538774201277,-81.92921697838445,-91.00070357839067,-91.01033294035204,-99.28002574945245,-107.51707118814099,-83.08652246693782,-90.85281813571609,-91.85654027598054,-99.1315676992459,-106.14045227501427,-78.82346409306051,-92.41077373424736,-92.49463801942895,-98.36085477565274,-103.06454480171882,-85.95208842789789,-90.82557480061469,-91.29848130349683,-97.88202859351854,-110.75512685655681,-86.16186398611089,-91.2853880483386,-89.83198646580448,-98.7481468272547,-112.04900070625156,34,3,0.0,0.0,1.0,0.0,1.0,0.0
1416,-78.98940087322504,-88.52217643708231,-90.53602387624176,-101.57953999898554,-110.19484941733398,-79.28320788476704,-88.69269350253093,-90.63466064989188,-102.40209198223084,-110.77114943544476,-84.80532899658506,-89.90659317342262,-90.94419825000236,-99.33739107769945,-106.11521861333374,-85.48100903340429,-88.24670164214399,-90.33896766761883,-98.57038171498604,-105.2893739567985,-82.70504788196669,-91.33448203839066,-91.51470112644986,-98.89612364745656,-102.60857940890136,-83.05919264371795,-90.8776101472536,-92.32065130963784,-96.92764886485352,-104.16594232183279,-87.99207807119575,-87.98115928323074,-90.55704890599142,-97.19976619024808,-111.69269797706963,-89.2846421557966,-87.02224508782126,-88.54446127369428,-98.75004130730395,-112.75400317599535,34,3,0.0,0.0,1.0,0.0,1.0,0.0
1417,-85.74638202758109,-90.43610027213794,-94.62661527531247,-100.53912729238994,-111.52540934850991,-85.59325766277613,-90.23078493025653,-94.21148671953839,-103.93428221268023,-111.71024803254423,-89.49711883729427,-89.30108181206121,-92.81579598959011,-98.11547418449932,-106.21653176781189,-89.05882730289582,-88.4265136013822,-93.10649183502692,-100.39419726195388,-107.16484771230213,-89.07355739185707,-91.04324361784252,-95.71405093354727,-98.84433600269723,-104.75778399205227,-87.58853049871134,-91.93074928346321,-95.43283767245549,-97.18508692426569,-105.1820473614851,-91.26698889697778,-89.58759533149646,-92.33269819809031,-96.36121537758297,-111.48891066189377,-92.30694871022591,-89.16677161017094,-90.79525939240168,-97.26967940220574,-112.4175737909525,34,3,0.0,0.0,1.0,0.0,1.0,0.0
1418,-76.20336371431729,-89.02868284000115,-97.47604001977415,-104.04890619625697,-112.83738954497521,-75.34820351602364,-88.47844833172363,-97.43049378807406,-104.12694910318443,-112.41774463276539,-83.83399757442037,-90.64771368375646,-97.33026280892156,-99.26147140757656,-105.75088545562531,-81.55799061630864,-91.31796639614427,-97.06420438119822,-99.73765711705823,-105.13633352317547,-84.16504598373112,-93.06956804415083,-97.07926309908177,-98.65673240180121,-105.13742968047048,-78.84622427615088,-92.12934262493508,-97.2521745421545,-97.08873884835306,-103.62560474370366,-89.71001171416117,-90.95775718378513,-94.48112309530319,-96.94836095117148,-111.51123974006352,-89.6821154995321,-94.89602178580617,-95.41626030611333,-98.590708263933,-113.37558451223182,34,3,0.0,0.0,1.0,0.0,1.0,0.0
1419,-76.99940473946185,-91.54731829350341,-96.90843283163404,-102.30026469195236,-113.12531287734146,-76.5994101487448,-91.85610299523525,-95.99428221937305,-102.3776388417626,-113.19384060447865,-85.46027188808579,-94.07715452902627,-96.23529515599688,-98.54349985169998,-105.6144339747911,-83.56859586214298,-93.67744158780326,-94.16874940307568,-99.01271886597269,-105.04610301320173,-85.03808250122327,-95.17212679113698,-97.40536964102827,-99.0283555713347,-105.63933438757431,-80.36881195442773,-94.9610959094488,-95.70515212766367,-95.90291695998408,-103.1974756317218,-91.7222177501124,-91.59531565850139,-94.0130538672847,-97.17428473828392,-112.93452925947243,-91.41427653554452,-94.10604870532161,-95.60163511751122,-97.39008265354042,-112.08037560309202,34,3,0.0,0.0,1.0,0.0,1.0,0.0
1420,-78.75248765392793,-92.5281517228832,-96.25996073083955,-104.5796460310781,-111.99719970619702,-77.81380866146986,-92.19682957280162,-95.8391086140035,-104.53658446558036,-111.08434650712456,-86.20800408600766,-91.89118496211995,-94.05079340104623,-99.66197725188968,-107.31215787785119,-83.94550404570103,-90.60322004931658,-94.91907157666319,-100.52711599411096,-106.26229194835709,-86.72101338776146,-94.2340035510267,-97.11241089014466,-100.54615223522808,-105.3315629713167,-80.68522288555565,-93.17664112197102,-96.14156758669056,-97.5553503179774,-103.28052109261523,-91.29176052027269,-91.76659678343655,-94.15695886850153,-98.6934662268891,-111.25967801604077,-91.43285778360628,-91.28641963997204,-94.48071050067344,-99.5250491032141,-111.3956520378095,34,1,0.0,0.0,1.0,0.0,1.0,0.0
1421,-75.85618752858666,-88.70529148315335,-92.97613455842793,-102.6940837745693,-111.41091138653093,-75.3575636009635,-89.1638601098021,-92.54972231800629,-102.798064822502,-111.01995936077381,-83.90335915034868,-90.55660144860937,-92.14066213780805,-99.26118825624425,-106.58254818183724,-82.46608516125654,-90.04185777561449,-92.18747851832384,-100.21031383237445,-104.26863079641917,-83.59798387520127,-91.37135961359363,-94.04569810466681,-99.91513493129861,-104.65196520645348,-78.69681574544535,-91.57487899287274,-93.51332518372438,-97.64356699586449,-102.89732190799609,-90.32646594208398,-91.61185293522209,-93.19921769159421,-97.4920724721251,-112.81487066220802,-90.63365830758458,-92.03045909578356,-92.64384520186516,-97.80264643637928,-112.47088110481484,34,1,0.0,0.0,1.0,0.0,1.0,0.0
1422,-79.71146464304718,-91.43137764395584,-93.9343766271036,-103.88704831900625,-111.23094253983673,-79.22432863202671,-90.89870057388791,-94.95655047587165,-104.8709988827653,-111.43462179026271,-87.08101991046465,-91.39367920897723,-92.32531404743364,-98.45477359886931,-103.61493652807854,-85.55831555796892,-90.5536565083456,-94.28814862150732,-98.87994517313135,-108.12601437828526,-87.05944352613125,-93.71302122412665,-94.80999527908666,-100.39295392115443,-105.75170134048639,-82.75186470128772,-93.33750986782802,-95.54884858077726,-97.55120988321069,-104.69087909754157,-92.24839469694683,-89.3712316173511,-93.07328926542924,-100.03397987426509,-112.93956986598164,-91.70172979807424,-91.46152992439417,-91.36486012955783,-99.97386187225275,-113.68173556063324,34,1,0.0,0.0,1.0,0.0,1.0,0.0
1423,-91.73331607694189,-95.73555682259382,-97.64906193810145,-103.52806942786364,-111.59884900294878,-92.67871260591328,-95.41466331734698,-98.28887254498659,-103.89974503913804,-111.37010946801846,-90.89644821473259,-93.85096895882418,-95.22493266314538,-98.11855248469703,-107.34281770820525,-90.95932017119426,-94.13536326188158,-96.59876479688796,-99.57108946714554,-105.73556335159549,-91.28882544567011,-94.33146997474125,-96.79546968518908,-99.76407014778836,-103.70232364769372,-92.95441833696844,-97.06636474988485,-97.90361344985612,-96.98866290593897,-101.38686643906333,-91.5832097030456,-92.36107054651663,-95.49384117112021,-98.3218035247515,-111.06605273816108,-92.38653197906689,-93.72419047140158,-95.8483443964751,-100.17124772721907,-110.66768459627129,34,1,0.0,0.0,1.0,0.0,1.0,0.0
1424,-92.58667798912018,-95.34663479917036,-96.54547935829231,-104.10912638670821,-111.59491249645313,-93.05074788587513,-95.40812856198451,-96.92697229421498,-105.54045599671097,-111.30928943425937,-91.73853779876288,-95.01747855580527,-95.35432820022662,-99.56777324097303,-104.23423337657965,-91.7867224623822,-95.7249731772965,-96.26461416157247,-100.97125846043437,-105.16996843735348,-93.742095960743,-95.85268473850181,-96.50935199305293,-101.18755592849111,-107.28769127527487,-93.22490365999448,-97.5413011955065,-97.54029727355433,-97.20189501405247,-104.66859504811814,-92.91502140565788,-93.98674281567887,-94.95657908693744,-98.94629345780899,-113.28471681100746,-93.46237534313863,-94.57029152482346,-96.75432131731425,-98.55976059967004,-112.77694333193134,34,1,0.0,0.0,1.0,0.0,1.0,0.0
1425,-77.55248885656906,-89.14076785137286,-91.26160567776098,-104.46575430764068,-112.0625979415192,-76.86449044395923,-89.254109239674,-90.91510311670376,-104.00162482068768,-112.46186436787798,-84.489858368164,-89.20997100586924,-90.76259052455335,-99.42243272813938,-107.90402664311242,-82.95721503931065,-88.6415716002817,-90.71419840555605,-99.44421276887043,-106.64937390320932,-84.14405528579245,-90.81093857793348,-92.07763836285378,-98.90866677026095,-105.52078337212664,-80.12457516237562,-91.46478554245645,-92.63996465345942,-95.11059409274175,-102.70911142150521,-88.73057925533557,-89.30355310115223,-88.7079596166295,-96.54602791140526,-113.42173536240679,-88.9968166229113,-89.06789311928813,-87.50544648320704,-98.28289855107364,-113.90215643006601,34,3,0.0,0.0,1.0,0.0,1.0,0.0
1426,-78.06266261177952,-90.56015357103205,-97.79729836874398,-103.95398154065253,-111.81500247123844,-76.80993535067383,-90.46225560774201,-97.60256254268158,-103.5175381981246,-111.70362706690135,-86.27369877822923,-90.78223708775656,-96.7361423818774,-97.71150953528792,-104.95489209501487,-83.2723109051956,-92.13868120044089,-96.5908459159055,-97.56035565159655,-105.48670143597859,-87.21033094812711,-92.33355690807178,-97.6135341586346,-99.55415808613672,-102.25077731465535,-79.81522793164433,-93.77922160613335,-96.19155043632121,-96.87188700139528,-102.21771976238304,-91.8086555281825,-88.94465450580577,-95.27982143920838,-98.27895357944719,-113.70295634519742,-91.72869358495157,-90.97189992060862,-95.76845408974164,-98.11647369331342,-112.75421392488738,34,3,0.0,0.0,1.0,0.0,1.0,0.0
1427,-80.11981741577097,-91.64041255533382,-93.16822949002898,-103.99551673103771,-111.30598538641367,-79.60241780258283,-91.43409792268194,-92.98785371468597,-105.07117549569631,-112.70893379197014,-86.48463016975228,-91.30318395220564,-91.43762737509357,-98.33496750621401,-104.35685042687247,-85.39196597031199,-91.23396984532545,-92.52143573163606,-100.12159919733166,-106.48923678386595,-87.06187542867524,-93.24138775431153,-93.26834354608224,-99.07103428739644,-102.42760316726046,-82.43356078605612,-93.35882901847765,-93.32691229326707,-96.68784314762739,-103.06504151261109,-91.11231115137238,-91.09897397304907,-90.13840837613301,-95.99454211962413,-111.48259830737841,-91.00544486425872,-91.34851115318271,-89.5237515944742,-97.86146706562194,-112.49946379850499,34,3,0.0,0.0,1.0,0.0,1.0,0.0
1428,-75.67312787654254,-90.063620873757,-93.11926073589095,-102.57969412081874,-112.17482128809536,-74.7436081430757,-89.83566520354353,-93.4098352748908,-104.132876580729,-112.11628860525373,-84.43484271357555,-91.19701881869462,-93.3876723250173,-98.48496005944868,-107.59119414499473,-81.77475171263303,-90.15473990779329,-92.4771098093048,-98.85632938582529,-108.53619083867679,-84.18835669380867,-93.3093021825,-93.74225437513923,-98.65741321620894,-103.40850177524416,-77.7846606104859,-91.62531960732566,-95.34620451753656,-97.61022026339921,-101.96870355599125,-90.94511550326645,-89.93651793199706,-92.70010428047956,-95.17776102633053,-113.40173074250859,-90.70382818411596,-90.57674523656843,-92.54667545601407,-97.1338501362731,-112.66014759203489,34,3,0.0,0.0,1.0,0.0,1.0,0.0
1429,-78.27166064076353,-89.8617217634229,-96.9257121011767,-105.67841561191786,-114.62692327438748,-77.4513901507637,-89.36188031520936,-95.5346870093999,-105.4319969261296,-114.02943195469946,-87.01855282678946,-91.96987165486343,-96.18128496894664,-98.47435807829271,-106.39198257689195,-84.85596950080603,-91.9986090026394,-94.93154887807853,-100.46626217138066,-103.2895912016698,-86.87748371958375,-93.20046864556544,-96.64415955106797,-100.17540837577081,-104.18339388773431,-81.2747775834309,-92.95448995209054,-95.18277412660348,-97.7088985628115,-101.9671850302744,-91.80695457176006,-92.20081709552744,-93.98200156530541,-97.74063959906512,-112.11359820531035,-92.13384440956203,-92.54475319881388,-94.29696026848899,-98.47703176070725,-111.05333626661408,34,3,0.0,0.0,1.0,0.0,1.0,0.0
1430,-77.01821386996997,-88.88930257777643,-95.742778134627,-102.78873289007151,-112.01013624275134,-76.30809720048265,-88.59950847954144,-96.16784179977353,-103.24386213331064,-112.67582212608451,-84.72579597735445,-92.84744669316186,-95.25105222616914,-99.05144425320302,-106.44054675754134,-82.77539247513985,-91.67557523691653,-96.07351605515493,-99.8753788301528,-106.74841142948482,-84.69793096676588,-93.3729393603115,-95.62681693311474,-97.98673875337485,-106.06402898039745,-79.41492997180288,-91.21081982024532,-97.74860012254685,-99.30323547868342,-102.49742109118677,-91.4373509867666,-93.78076150912334,-95.34079565282832,-98.62566003157669,-111.47243781096448,-91.09052783994726,-93.12173960806403,-95.48311406542949,-98.37432960307167,-111.44205245623479,34,5,0.0,0.0,1.0,0.0,1.0,0.0
1431,-80.28724588705883,-91.00480075759782,-94.50444386145259,-105.31865611133001,-112.96246759132157,-79.14265311451598,-90.95774569163692,-95.42126530739075,-105.49748177596763,-112.58878999689672,-88.23395341262098,-91.83246444207361,-94.89699576689497,-99.8474854545057,-104.64380343565956,-85.81129020247306,-92.02520324697707,-94.83937754302646,-101.77769963678062,-104.31985382323809,-88.59862882639844,-93.19048659308777,-97.22246905943946,-98.65061078967148,-103.97722332463152,-82.11147235954682,-93.19226637120308,-95.5733985308037,-97.53405179532011,-104.40668684367543,-91.70638409978122,-92.13597154854506,-93.83370277887113,-97.05406734502267,-112.03142485779739,-92.73465693622262,-92.9814765022946,-94.50023109757909,-98.52162455147075,-112.49124202684337,34,5,0.0,0.0,1.0,0.0,1.0,0.0
1432,-83.37997168011562,-87.42954135272846,-90.0224308841864,-102.38793934821163,-110.73121960480982,-82.53795979631232,-86.94632144151115,-89.97962233545078,-101.61458417051247,-110.1464797294178,-87.54577588220161,-87.37424212718928,-88.99649015154685,-97.01624402635477,-104.74102707502027,-86.52039507856495,-87.15358314500182,-89.3108976580018,-99.21973402389332,-107.36835418661413,-88.5585178203417,-89.65338531108465,-90.9640651179893,-101.13758770929991,-103.30379412664875,-84.30969031876285,-88.83980084929652,-91.25255230078763,-97.93187129280211,-102.44926997367612,-90.27448633643004,-88.87207583422175,-86.6174707636074,-96.15849859010612,-112.31244713870326,-90.47272146165813,-89.2212190444036,-84.89976308440828,-97.41419313265433,-114.17325541500377,34,5,0.0,0.0,1.0,0.0,1.0,0.0
1433,-76.24027666146159,-87.35242886042474,-96.2463004988613,-102.92013162910438,-111.20927253071649,-74.56915658897381,-87.11001115056092,-95.54017079501732,-104.11439482477222,-111.53034668145473,-86.45171186061462,-89.62750611113441,-96.10530143154833,-97.04678185293037,-104.3339974633661,-82.21917256651989,-89.66995673672844,-94.78500579584451,-98.33922146927841,-105.62416696414289,-86.49825416120447,-90.43355473529499,-97.60597197288087,-100.73639368053165,-102.66275329585119,-77.12830965754972,-90.1565230302057,-95.93543738562806,-97.9122214674197,-101.58367985595497,-92.66582756352707,-89.72857231284115,-95.72265329384084,-97.23967484401481,-112.59310253076532,-92.07923420985041,-91.32243683450173,-94.50738161369502,-98.1606884740639,-112.24195866516948,34,5,0.0,0.0,1.0,0.0,1.0,0.0
1434,-78.44370091416548,-88.38603904967326,-91.34255170123501,-101.75867333770347,-110.14766118022695,-78.53555807858581,-87.98822884006836,-91.59026657809963,-103.27498978336229,-111.16556430531382,-84.4677463997892,-87.83489441364061,-90.35103129734048,-97.87520079591827,-104.60965272001096,-84.9113211317688,-87.22628395778617,-90.98141904510206,-99.4169863326222,-104.92676032493634,-82.73998086184017,-90.52570468610817,-91.50273262547115,-100.20586649050402,-102.20253048967523,-82.38834983581698,-89.40291366440208,-92.13649653553553,-97.55194236503199,-105.42267626487529,-88.88442379414272,-87.18794059765669,-89.62530819795397,-96.68979327065438,-111.4776751341084,-89.56874416537661,-86.7742489358502,-89.18459827846885,-97.00030740937868,-112.78337567690735,34,5,0.0,0.0,1.0,0.0,1.0,0.0
1435,-76.24625526122907,-87.58732892462545,-91.11018609386556,-100.65058103265615,-111.29328405406271,-75.84845669250448,-87.62300514690752,-90.89901224091393,-100.75387110020345,-110.03697892924762,-83.75380666337223,-89.22273742977383,-90.42238435806902,-97.66850061525719,-104.41959088375066,-82.54266284481652,-88.57046620703656,-89.89358561748817,-99.63244168332099,-107.16379884582321,-83.27454189004543,-90.29190481430587,-92.45955055138703,-97.75916825177951,-105.76706503107401,-79.43686906452918,-90.34573600845953,-91.74667025012184,-97.95460487426254,-103.51161443991535,-89.1750669177104,-89.03464413235002,-88.52481754827454,-97.75711788150244,-112.12334715936095,-90.00303233421384,-88.64368614579016,-86.65094214088548,-98.09252284736631,-112.14267316794363,34,4,0.0,0.0,1.0,0.0,1.0,0.0
1436,-77.36378790280921,-86.78203038635736,-95.9141706451738,-103.40220135134743,-111.29657647811152,-76.24736234798878,-87.12863507608505,-95.98977487893995,-102.65767502953393,-110.82373965155861,-86.80084713159894,-91.22298085694044,-94.74483501941859,-100.08826957786098,-105.16776906254441,-83.43139565851078,-91.57759935784219,-96.02598388004097,-100.16127176145021,-106.82755337695319,-87.2936207464663,-93.25257894745206,-96.27600533426296,-98.89657843872064,-105.86012287687657,-79.44164559646248,-91.47533676655668,-96.55644046145287,-98.00872760481552,-102.90848471595464,-93.77658964613077,-90.80064534342561,-95.7983777313994,-97.58310836114029,-110.8693255375028,-93.53754315065714,-91.51853944358231,-95.5304703171119,-97.73933705458019,-112.17352712482639,34,4,0.0,0.0,1.0,0.0,1.0,0.0
1437,-75.20605660101806,-87.08262468422356,-91.37462682325298,-102.27035590519067,-110.18995335301386,-75.12634626839231,-87.25944902466765,-90.56574485913983,-103.3968285392646,-110.94211397516898,-83.61959714471622,-88.75547807060379,-90.7515047612251,-99.59927506493366,-105.54843142062941,-82.29123918520246,-88.5497175915653,-90.26589179936126,-100.5663281793514,-108.19864253525566,-82.50796609158657,-90.58374117588531,-93.52281380069385,-100.05914002092862,-103.66207207942512,-78.57070666313636,-90.40417766277815,-93.10970677910062,-98.87277268203242,-103.0362527836259,-90.36582132200172,-90.99526523162044,-92.65669241618745,-97.84921973493296,-112.92473562925387,-90.40889222840264,-92.2681689028373,-91.79175373907802,-98.5388570813344,-111.70072075485376,34,4,0.0,0.0,1.0,0.0,1.0,0.0
1438,-77.46497774512477,-92.60642102129455,-94.57438420452975,-103.94082263756111,-113.83252157938011,-76.5923332983905,-92.09459518142421,-94.7115395739628,-105.30083590346752,-113.33855940360195,-86.15483576684255,-92.98214413933451,-92.60992047834564,-98.79845607085231,-105.33782024721164,-83.50161529834303,-92.07882075580909,-93.08179992977279,-99.48471929749272,-106.51543536904164,-86.18555886531071,-93.88020411460651,-93.80062010100602,-100.05235093098526,-104.70902591874308,-79.93022731793022,-93.67342251677812,-95.3248439643568,-98.61317409341696,-104.40706563732866,-90.70781505080448,-90.76164145370144,-92.75985218000365,-97.91635515849337,-112.89658104122688,-90.74916766734204,-91.45333259340809,-93.49591425177904,-99.30309975317638,-112.51321864214202,34,4,0.0,0.0,1.0,0.0,1.0,0.0
1439,-77.69271025545297,-88.75284282495909,-94.2386368414289,-103.3961343408146,-112.44923489610917,-78.02331396703076,-88.45296873356261,-93.93646314786753,-103.65786865691432,-113.96084807451977,-83.95109608562792,-90.54631495332347,-93.6997335896049,-99.57540219320506,-105.67125131691925,-83.93460045587325,-90.35989362416078,-93.72528803660188,-100.36008209713992,-106.77725150162541,-83.09445492870397,-91.62868623822064,-94.81772209072224,-98.92262790558166,-103.03714180485147,-82.77152495454342,-91.84838774094528,-95.40144714295766,-98.26816803422538,-102.56473310124038,-89.89433943249337,-90.14001450271209,-92.29584066519877,-97.55096800939234,-112.06867095870889,-90.36041245374815,-91.84969515905138,-92.40447907454539,-98.62122556783555,-112.31258819025336,34,4,0.0,0.0,1.0,0.0,1.0,0.0
