,Fp1-DELTA,Fp1-THETA,Fp1-ALPHA,Fp1-BETA,Fp1-Gamma,Fp2-DELTA,Fp2-THETA,Fp2-ALPHA,Fp2-BETA,Fp2-Gamma,F3-DELTA,F3-THETA,F3-ALPHA,F3-BETA,F3-Gamma,F4-DELTA,F4-THETA,F4-ALPHA,F4-BETA,F4-Gamma,F7-DELTA,F7-THETA,F7-ALPHA,F7-BETA,F7-Gamma,F8-DELTA,F8-THETA,F8-ALPHA,F8-BETA,F8-Gamma,P7-DELTA,P7-THETA,P7-ALPHA,P7-BETA,P7-Gamma,P8-DELTA,P8-THETA,P8-ALPHA,P8-BETA,P8-Gamma,id,category,label_h,label_e,label_x,label_a,label_c,label_o
315,-69.50952096382689,-85.13546257471893,-87.54109494460073,-95.93015356371066,-107.88748621818932,-68.33094310131408,-79.5059494786515,-85.87373372342623,-90.31943931775267,-107.8262335257343,-74.23530969786277,-86.40337897875675,-86.9988168011985,-94.89931071012761,-110.20916530929748,-74.2793209081164,-86.6016546790123,-87.74960652993066,-96.78200607233669,-111.20120155591856,-73.78930438308197,-86.01816728922594,-86.98749111893738,-95.02346324246733,-110.1140797911057,-74.44429806562849,-87.20995936955602,-88.48752993790193,-98.07948068117057,-111.56126874078626,-76.9340162385369,-86.12249149720277,-85.75272587062523,-97.9111624165087,-111.76775732490341,-44.1270400763771,-62.64811383753493,-76.20713830725074,-89.24453833620032,-107.49871243605186,9,2,1.0,1.0,0.0,1.0,1.0,0.0
316,-77.32348586164522,-83.75398391222839,-89.41273318898439,-96.13956790178064,-106.25266884624403,-77.0984718824006,-83.84413326810999,-89.55349644853031,-96.85802940596405,-108.73319574577918,-77.6154828049867,-82.55818816019561,-87.32506467001656,-93.67893149085054,-103.93232559876849,-77.91874561166786,-82.79689663423503,-88.3216311378243,-96.17476028627657,-106.12496792577,-77.24033446051322,-83.99562909653461,-87.880641017271,-92.84448880311935,-98.48416675923764,-78.06932200867026,-85.6168084523315,-91.23168166151075,-97.90668942058161,-107.22358352410731,-77.85912880917704,-82.8842913973462,-83.71640550541507,-96.47443816249248,-106.4659941681746,-66.90951888525505,-77.15478549706182,-80.78731363272436,-88.40209092666056,-97.65444969072223,9,2,1.0,1.0,0.0,1.0,1.0,0.0
317,-75.61456576559989,-84.04083073275226,-89.48773451859587,-96.65869457832048,-107.52471561950475,-76.96256250848134,-84.07861989724084,-89.86423278347868,-96.90868680283394,-108.02503497148486,-81.1193065886282,-84.51382292270792,-90.26436668983693,-95.94094205061293,-110.69013630367785,-81.63268642314429,-84.4236085479996,-90.40746310469657,-98.59110380594689,-112.83702280129205,-80.4986956319076,-86.56862853908082,-91.29163958878291,-96.2133488749254,-108.09397068587703,-83.1421652067435,-86.75837591932094,-93.15215654615204,-101.68641236148005,-112.3574002697635,-85.24972299543789,-85.14627637198487,-89.15223711059838,-99.42982925736902,-114.99235018100194,-81.85715658361288,-85.64053930573934,-90.22030538038953,-94.47996459224747,-108.35361820485019,9,2,1.0,1.0,0.0,1.0,1.0,0.0
318,-90.18712096069552,-84.89127436357114,-92.44556326913788,-101.97188244348835,-111.71351165980977,-89.64283149403214,-85.7178319747449,-92.64661793241325,-102.50488826437436,-112.26482612576277,-89.46049746663368,-83.27028433671288,-90.70165158797664,-98.53381355710016,-110.64337674484877,-90.17778173441528,-84.89043232625804,-91.63052795644647,-100.89234868656682,-111.79968911518111,-88.81095104647,-83.39414247721194,-91.60326627869506,-99.66274804687026,-108.83373593992161,-90.68664847185912,-88.18306454466175,-94.68192042212324,-103.17407916081396,-112.13707950939283,-88.67917543013503,-82.84692796356455,-87.85044442381071,-100.72656222108193,-111.75067040806347,-84.66935257157317,-86.85259147847651,-89.88598847309825,-94.63884693968157,-107.90701270796654,9,2,1.0,1.0,0.0,1.0,1.0,0.0
319,-88.28228052954367,-89.91212303754892,-94.29113879202013,-102.38899851362119,-113.13964653317241,-88.25448133983795,-89.69184803992549,-94.45220238643843,-101.92190646135586,-110.59766984223494,-88.88665855214029,-88.24166709325418,-92.71934100441169,-100.7437455064169,-112.6429594126812,-89.60636656847186,-88.6114721038441,-93.92669079170562,-103.54867651075587,-113.7717332616519,-89.16560749525203,-90.19896372902122,-93.82977380002032,-101.77448265042625,-111.07400350167424,-90.98084121015478,-91.6476559268599,-96.55614000705738,-105.10371939957899,-113.49674823796991,-89.0722155285305,-87.91313577184377,-89.11982457247568,-102.69992866978035,-112.96573267451406,-83.70523042036346,-87.86294750125352,-90.34272084660427,-94.46104283235115,-106.44029667267586,9,2,1.0,1.0,0.0,1.0,1.0,0.0
320,-71.07772206776653,-81.47842975257183,-92.67517869165864,-95.02489623563949,-111.30553394907324,-72.91022688302104,-83.08711630879918,-93.68267650215608,-97.56930808316653,-110.57397162712789,-77.41630892991124,-87.24386060085878,-94.05639142611398,-96.95045690457968,-111.66195738152966,-78.52341543800296,-88.11210098177446,-95.27992240561551,-99.44478000875058,-114.34389644391119,-77.04161002147582,-86.5699391495846,-94.26559587655758,-97.23683125926885,-112.52800547520188,-80.6624329196216,-90.70099956218439,-97.11733705002356,-100.62724900447868,-114.9371119147829,-83.64435368135305,-86.81242157009012,-91.48548856102671,-100.00506445158292,-113.42520914120891,-81.17316451515826,-86.58516759701519,-90.58636110494862,-94.19681425769768,-106.13623737185901,9,5,1.0,1.0,0.0,1.0,1.0,0.0
321,-69.70670926800175,-82.23290149419852,-93.64915636173565,-98.86646536634251,-112.29458790944179,-70.71821483705818,-81.01739192409408,-89.77816754542381,-93.91850672180712,-106.81401181080732,-76.76780043590864,-87.80662939808337,-94.53790272112764,-99.64590578678282,-112.31727964308425,-76.50981000781803,-88.4928420556855,-95.2813079330631,-103.77801515514722,-113.08378325519756,-77.28268818102339,-88.87035040735748,-95.4704891131612,-99.85022234812453,-110.6519366928042,-77.98495909751504,-89.95421978146686,-98.30963225590008,-103.5394984814168,-112.53160730901455,-83.65019238590817,-90.16927960634028,-94.19037015150218,-101.95099179537695,-111.87549213762557,-76.91164649541587,-84.31767048173896,-87.84382293461121,-92.6797793026123,-104.13821942551317,9,5,1.0,1.0,0.0,1.0,1.0,0.0
322,-81.27966167488322,-87.39378209747099,-90.34806600074761,-100.81378902069017,-111.1253722488996,-82.52500002101273,-87.16924304176763,-90.82874477330735,-100.24535709162069,-110.29024479791846,-83.40509266658862,-85.92988608836812,-88.69735716795815,-99.52038137656285,-111.37587040498666,-85.10022083975727,-86.0000023687033,-89.3469311152753,-102.88382049726332,-113.54151907144052,-82.74629724431901,-87.0973668927931,-89.89912916775103,-99.62445582303907,-112.09992855205323,-87.48863322741819,-88.44831687988952,-92.22385248832971,-104.93717311014933,-113.1360314681885,-85.51023151372402,-85.58420824935692,-83.87421341545641,-101.3635660529455,-113.31723802349097,-83.1546381367559,-85.97118018665287,-89.39576066578147,-95.7047532983187,-106.24650315595623,9,5,1.0,1.0,0.0,1.0,1.0,0.0
323,-86.81360636729323,-88.54912955650606,-92.50556117170176,-99.63873648893531,-113.9717913098901,-85.87782368305902,-88.14015535940383,-92.11531927401731,-99.976883424785,-113.14215177308708,-86.7696818837365,-87.39292420375223,-90.72084064662975,-96.94644420811468,-112.25080564471766,-86.47113448876661,-87.11235814173705,-91.0598047856233,-101.57228247513771,-114.21977730907486,-87.0091438838466,-88.65625261788611,-91.94518283281717,-96.98608858077745,-110.28279138778089,-86.95342543318033,-89.96525924651861,-93.8328088309571,-103.73329156190084,-113.57429178350796,-87.92355228524457,-86.64832288777392,-87.2461761423873,-101.25076378427156,-112.64184605696852,-85.49657290473917,-87.11138890185218,-88.93851621040713,-95.40497372053497,-109.14709270822658,9,5,1.0,1.0,0.0,1.0,1.0,0.0
324,-84.77500463118803,-87.5167818214584,-92.4276548290863,-101.46711511048179,-114.32522345114779,-85.29361891758131,-87.52509292213382,-93.37770240442622,-100.42547147272325,-112.13323569995416,-86.59143870808543,-86.2456008098512,-90.80145437374728,-99.04233569428526,-113.22324376339635,-86.67249251114907,-86.02170205669388,-92.40899637311173,-100.35198774944959,-114.76813411202833,-86.51818313137547,-87.84448364299884,-91.56616542363805,-100.48448796326102,-113.1366084856399,-87.34413186568474,-88.98470773642188,-95.66129706462377,-102.51360706482137,-114.81839033659867,-86.86733631919346,-84.50957476799927,-89.03377753941065,-98.59896764864146,-113.92825391281568,-83.51735315763722,-86.5843582234939,-92.28133526579485,-94.31575492843704,-110.76590987506707,9,5,1.0,1.0,0.0,1.0,1.0,0.0
325,-65.40599812207888,-78.6626574157353,-87.89671481878548,-92.38055713325308,-108.45856694064236,-54.28979773710416,-70.07024074806962,-74.61214491302344,-91.19828803665165,-105.22111326631997,-67.31775314626154,-80.53461963669953,-89.35351577113238,-91.43043579161201,-105.69642522997182,-67.4465929041962,-81.02842566591818,-89.67857184298191,-92.7224479114306,-107.36533836849429,-67.28251521550024,-80.82349592720404,-89.11796371707496,-91.86637520259487,-103.38962622977036,-67.75574717145548,-81.64077344576903,-90.20910767579846,-96.57497595118753,-109.583945744935,-68.12438154013054,-81.41041378589031,-90.00220959983268,-93.96925116834706,-109.32943479777803,-32.747137283712455,-57.227113409470284,-67.11036695337206,-77.9349707740768,-86.90137578574777,9,2,1.0,1.0,0.0,1.0,1.0,0.0
326,-70.19596527920224,-83.12495174761914,-92.59587066878598,-98.20095750747363,-113.7171756249972,-71.58317443779151,-84.57362716494308,-93.15262546309724,-99.39881207286525,-110.24002228383368,-77.8480412219692,-88.29767325164909,-94.3482097012973,-96.88304536849344,-112.76994915574306,-77.26733299057194,-88.80605708268136,-96.24041321134449,-99.61969730067077,-114.20530099527394,-78.26610423397086,-88.37901437012137,-94.15366166799983,-97.21460426595769,-111.33537569576103,-78.01742288625152,-91.43802466830775,-98.34087607010575,-103.15332595248299,-113.35592867274256,-85.21309184581101,-85.83981203104976,-91.87761127838425,-101.1601465783918,-114.13753518661059,-81.47946736881019,-87.65860886977592,-90.13378700371874,-95.6836598242935,-107.51116282198473,9,2,1.0,1.0,0.0,1.0,1.0,0.0
327,-73.60572509991235,-84.85676265740416,-93.03817525762085,-96.97555460401955,-114.1654547140491,-75.12220041049554,-85.92907902200723,-93.59913085796495,-98.51993505070253,-110.85030976638575,-80.92612647999258,-88.50905923491224,-94.5669754326323,-95.42042813310465,-113.22085966111743,-80.95257123132666,-89.54116038484739,-94.9336697022936,-96.96676060888473,-113.76397582806888,-80.62792686189385,-88.69205405491924,-94.49426783737775,-96.57999246678187,-110.84307879983007,-81.806284312377,-91.43117071828159,-96.57391935139954,-100.58537911432754,-113.43057701195787,-85.799606100378,-85.01387110801089,-92.70569965921538,-99.25408544022993,-113.10996457846535,-83.17379929940998,-87.71460760589831,-88.90322338860659,-93.90293411025675,-107.71314942236603,9,2,1.0,1.0,0.0,1.0,1.0,0.0
328,-74.25976856577404,-83.67263836819367,-87.0496650438969,-90.05001698249933,-110.27943179202302,-76.32896988871288,-86.00641174561623,-94.89995833265769,-96.49213730203658,-110.8614220179777,-81.92410940649056,-86.91274253239742,-94.12105149262047,-91.91523363271742,-111.59238807302907,-81.53033447632525,-88.35487166118222,-96.64204556500606,-95.281813594861,-116.42552164085097,-81.80157566923883,-87.87643483061734,-94.75252728360088,-95.02070900362241,-111.68613368439351,-82.33371054063377,-90.85654227074775,-96.80572168520813,-98.77274198471532,-115.25855616947084,-88.00548426373565,-83.94187270636245,-91.45712588214894,-98.96110630831157,-114.9149998936356,-83.33784646240312,-87.22008563848499,-89.35821106028962,-96.15834237561457,-107.1333873188607,9,2,1.0,1.0,0.0,1.0,1.0,0.0
329,-79.71213395021985,-89.1640359735288,-92.88329328472497,-93.55332218355356,-111.62629352734258,-80.51802840082773,-88.35807167346731,-93.34511610955136,-95.83477803914292,-111.90760597159503,-86.0724846259567,-90.30845453419255,-89.84806274679545,-95.3256704436736,-109.63740676802358,-84.90844499307997,-90.43413031298093,-90.30890589365686,-99.9555975147854,-113.92301878943682,-87.82286620614386,-91.38645403614036,-92.2776230702001,-97.52053462708481,-112.28463185413132,-85.57296702852396,-91.72238739615355,-93.9334453815094,-103.4110907024254,-115.20342422699109,-87.76439271045388,-88.47435877679473,-86.90344501064196,-101.1885586576824,-113.65036242540553,-85.00814028557053,-87.91287347215419,-90.04544023919068,-94.97244054536776,-110.87044054637857,9,2,1.0,1.0,0.0,1.0,1.0,0.0
330,-79.09452640497936,-85.47050942099287,-90.33284595751957,-93.52538487239019,-111.05100459589187,-71.28492131019824,-79.03183409321538,-87.9702691650514,-93.06233173334957,-110.41564160356549,-84.10435377658726,-84.633993308045,-89.48770910922562,-96.11081631843228,-108.41025169722472,-83.53000964705977,-84.55571617076126,-90.4957665359246,-99.82765009276291,-112.61892083826012,-84.36628322755647,-86.22425249374135,-91.08475742344692,-98.27968703157705,-112.92161916823227,-84.74599094556663,-87.19939810695962,-93.17728461846278,-102.95036147751489,-113.11539449695923,-86.7668197652171,-84.86304021535942,-87.37949988176226,-99.7336172237047,-113.87088947586665,-83.11946565151729,-86.68155514706231,-90.97300242986286,-95.35543075234841,-109.45342148363397,9,4,1.0,1.0,0.0,1.0,1.0,0.0
331,-86.27951462877213,-88.49953423606254,-92.74286957984374,-98.44496648654004,-112.87394453040497,-81.12657034439353,-85.98808763905208,-91.23885885937993,-97.67903956104831,-108.9614637321753,-87.59459980194599,-87.12743206542524,-90.06616679567128,-98.35174490408009,-110.1749200900037,-89.16500052805277,-87.27886117484168,-90.24264279642608,-99.92576656702497,-110.97840100068858,-87.34618445688584,-88.44659858683838,-91.67242755397285,-100.17303302329984,-112.35331612864279,-91.01609233325695,-90.34231665219862,-93.14960981667694,-102.71027110806781,-112.77530463688615,-88.05219437519148,-85.20296945608406,-86.13018587657118,-101.88832017621482,-112.72272666782052,-83.37908690019236,-86.25068088006586,-89.96074410063198,-95.72353147301166,-107.2851367084811,9,4,1.0,1.0,0.0,1.0,1.0,0.0
332,-86.9072694377766,-92.92743764776658,-96.84045653942428,-101.06979308963656,-114.17386460882369,-85.34581650332967,-90.76168401094242,-95.84247600593338,-99.5281582528866,-111.3376219697808,-85.51778966758181,-91.83155962051981,-95.04186330527375,-101.00437720667603,-113.05603771493581,-85.58553408346002,-92.94424125769862,-96.41647811802596,-102.24588975793048,-112.95726542343314,-87.06142033136716,-91.73468845883839,-96.13662970124658,-101.84867035577818,-112.61151522333208,-88.45154930974246,-95.07433854262166,-99.33857359810591,-104.50792240284781,-113.99196674637635,-86.10942972896777,-91.36493920819164,-92.40490800433588,-102.76717662240722,-115.1429888337816,-85.29809878638623,-88.94392173735076,-89.3895193544691,-94.42297873762828,-109.48268056696907,9,4,1.0,1.0,0.0,1.0,1.0,0.0
333,-80.34732504333724,-91.18815943814664,-97.61107390698521,-101.44149433100522,-112.30589052567353,-80.2170241499222,-90.82031916484615,-96.99484330402667,-100.07387918118864,-111.41032375060166,-84.21099286413289,-91.29798795245385,-96.61384194654002,-101.24349355144616,-111.87242095052096,-83.18748907505838,-92.04878096587932,-97.46071151874017,-100.69551687768539,-113.21560637129738,-85.9648773051333,-92.1751823945641,-97.17501781419949,-102.08003627468317,-111.0166030245847,-83.96341842710386,-94.38672229023673,-99.64847817373322,-102.72045953623424,-113.51292405554119,-85.3356378342296,-91.67796136136006,-95.01632708733716,-101.49909190543475,-113.27522504508607,-83.26282093112552,-88.47557244863381,-92.11640074661041,-94.31499824869833,-107.98933812735069,9,4,1.0,1.0,0.0,1.0,1.0,0.0
334,-71.0985297906328,-82.68972719852287,-92.0507847892673,-94.00299201306876,-108.5285465639173,-70.9606527559426,-81.36007042380177,-88.34259694166498,-94.95115489310562,-103.14385969844494,-77.42134326091505,-86.53287662486252,-92.60012398579337,-95.77420069353812,-110.08934643280148,-76.77779088178845,-86.74925888025449,-93.87022389128758,-98.09915741844891,-110.91782209008117,-78.23414209726305,-87.0636143183291,-92.28950794329064,-96.21076514487771,-109.8146325080734,-77.48243223828797,-88.56095817476627,-95.07519315346204,-99.34398839831645,-110.84729317053146,-80.8138172006194,-87.4960621839176,-92.4755073158579,-98.29141942623012,-111.24726849192487,-49.5682162637468,-57.378042833961665,-61.9227695236247,-69.25091610315862,-77.82889175631483,9,4,1.0,1.0,0.0,1.0,1.0,0.0
335,-71.17855970923229,-82.91723281228175,-92.08813558636037,-87.05053400089014,-106.01138498222005,-72.17658229230295,-83.8794180472419,-93.77562089481921,-90.71950274121221,-107.45237396229733,-78.04493361182382,-87.3489750222567,-93.42843869487521,-93.31670823554575,-106.11495640338718,-77.5508643428478,-87.60616882192568,-94.97547807022946,-95.82652755467869,-107.60720418478289,-78.73346480615281,-88.06923410896685,-94.1931687142605,-96.65105907898194,-109.93530769849144,-79.1718306562351,-90.19048952391613,-97.09949353376456,-97.22905735709601,-111.67263355940085,-84.86534310105026,-84.77233540458032,-93.00998345376354,-100.49780276261116,-112.4557610745493,-61.54296064868028,-73.9294726808125,-81.74973257164925,-92.22770028828627,-107.28434264928224,9,3,1.0,1.0,0.0,1.0,1.0,0.0
336,-73.03088300137526,-85.58343964154234,-91.81858039495155,-92.65796417037954,-110.93642122848587,-73.40261503052373,-85.30546794488293,-93.07450777406598,-92.42190879435387,-110.30309883369557,-80.0391331609423,-89.58776340972129,-94.96616530246554,-94.68450259584232,-107.69210331766485,-79.28113933978182,-90.36677569731779,-95.91179474725143,-97.13360867142931,-110.86992173852937,-81.07655878985199,-89.27983057446716,-95.03393817449714,-97.13875480237526,-109.31510627323632,-79.80826741656897,-91.94375675186973,-97.55903234984437,-100.65340311649257,-112.5109243296511,-86.19012547763205,-86.98827190459149,-93.65016321743695,-100.07333446624493,-111.70213973073884,-65.87424279607255,-78.84515816320875,-86.64624300414808,-93.91241516222445,-108.58784556503436,9,3,1.0,1.0,0.0,1.0,1.0,0.0
337,-74.83214090534875,-86.35071916148712,-89.95347212360598,-95.90831643298607,-107.7561251287075,-76.33247036555414,-87.68978280617358,-91.53570275476784,-96.91419221454606,-108.99057339356506,-81.05329236366572,-87.31280285799338,-90.78228246862723,-96.63792878650425,-110.84368797538617,-81.36374509059367,-88.38565661656709,-92.4201368105723,-98.47903399472202,-113.55318008321683,-80.11493982170344,-87.46965108459756,-90.59450443812182,-97.94519630615696,-109.33791788952323,-82.71830412185739,-91.19595938454744,-94.86878752474357,-100.31002386552024,-115.37193971491176,-85.73169142835457,-87.42119364580375,-89.02837774555628,-99.90092619322365,-114.38429727712796,-82.96685301026118,-87.18468481951923,-90.24667436660835,-97.10024339082534,-106.86430543306116,9,3,1.0,1.0,0.0,1.0,1.0,0.0
338,-73.4632637134975,-86.2874339853464,-92.16195255137987,-94.72895376914471,-110.74994641627919,-74.6455930613754,-87.48184327056097,-94.21808561708113,-97.2807781397161,-111.18753469275242,-80.25509674754902,-90.27550656045533,-95.90001585512442,-96.54695007810305,-111.69530238099809,-80.17756808703636,-90.5646671978042,-95.19691145931638,-99.37341565089378,-112.69675317389152,-80.40189305603072,-90.05327401997549,-95.63834144887727,-96.63271242277929,-110.70462333862041,-81.35602697354273,-92.35687817594153,-96.8447646813728,-100.203240414385,-114.57951562420365,-86.79847088391645,-89.53161271237408,-92.78649472945008,-100.05489347556447,-112.1538585233914,-82.53419506267603,-86.77660201273737,-90.81647330865854,-94.00683501295788,-109.32695880448219,9,3,1.0,1.0,0.0,1.0,1.0,0.0
339,-74.78131182141779,-83.88974988356003,-88.89580670745305,-95.65121350733641,-107.9360034500483,-74.983745846625,-84.52684085244721,-89.14886438979289,-97.99566638260919,-110.04683894322667,-81.85126830457614,-84.94950216811097,-88.48143801808396,-98.03958372590655,-110.9056221719618,-80.19848171273628,-85.78185146203488,-88.80367071037244,-100.77802427143538,-112.6261859125831,-80.16245549236436,-84.53895270517725,-89.21391676998476,-99.86278006293458,-110.28925449681279,-78.76282292880143,-88.34034821048775,-91.06810947947189,-102.04360845074886,-114.0401088007003,-86.95719462955384,-85.79643143527447,-86.93227943483572,-101.99266807864146,-114.28903417029638,-82.45967987262671,-87.36866624462482,-89.26222976951252,-95.39180731769326,-108.55433573751314,9,3,1.0,1.0,0.0,1.0,1.0,0.0
340,-71.64475688303422,-85.15458832364331,-92.2489181049309,-96.67030244347737,-110.24718117973102,-72.80583936996513,-85.71298135912967,-93.22488619933648,-98.03113803585725,-110.86782089501362,-79.43322843914169,-87.1628015305864,-94.455428735221,-97.8915532009246,-111.98119338820081,-78.70584077455045,-88.92352686346098,-94.35524985766698,-102.53160218775659,-112.1205655195173,-80.55519436725392,-88.38579972787082,-94.49828666274841,-98.40049343009372,-111.71833395441907,-79.51868806000985,-90.89204477675294,-96.79363670298,-103.55603371936276,-112.72332431520371,-87.68295165435345,-88.2780021201167,-90.26789523903969,-100.19733771169209,-112.47113462467834,-82.08284680638441,-87.00995129076856,-89.48573320117275,-93.80277379950701,-106.8363529172465,9,4,1.0,1.0,0.0,1.0,1.0,0.0
341,-73.23706034392507,-85.65975946371734,-93.26888455029986,-96.1772581472417,-109.09554596790186,-58.65381224853245,-80.93939944067488,-82.02471457090672,-88.47262603679725,-109.32598074408907,-81.82589227611581,-87.53324624423544,-93.35563721256422,-95.43889703777127,-111.46792778239517,-80.51625525583762,-88.04656148047279,-93.80014872015407,-99.3987262230361,-113.03721718437878,-82.8857405737518,-89.23135365467745,-94.01089983433542,-97.35419388613971,-109.8930265105323,-79.35800624530077,-89.67415515911736,-95.95843832251687,-101.1737105320214,-114.09759548858808,-86.61202994576563,-85.04992760089294,-88.40239479083752,-99.75884817472303,-112.45382216386638,-80.04107019983647,-87.06855330275175,-90.80322807127604,-95.40952365234551,-108.61383874024074,9,4,1.0,1.0,0.0,1.0,1.0,0.0
342,-70.15090284428433,-84.2664064401016,-94.89687847225949,-96.18006025620987,-113.03608530729142,-55.10554569932084,-63.16845741361388,-72.95485900250885,-87.93488914829285,-106.73703993904702,-77.90477126864586,-88.53921483400406,-93.37964067981332,-96.37046077896383,-111.99069829698617,-77.4425855975582,-87.89032672570127,-94.64686744321646,-99.66974776365143,-114.68194298740585,-78.66669374427534,-89.86612078375784,-94.8387948478937,-97.45104956806246,-112.0850396076809,-79.10935179461856,-89.97587998730722,-96.66770005362848,-101.6540171011491,-115.05790949119273,-85.84422667136207,-85.94703072431498,-90.61421690929292,-99.66575491219744,-112.975764001758,-78.16311524107866,-84.33454695239263,-89.72803670917428,-94.51282189259578,-108.1303296941975,9,4,1.0,1.0,0.0,1.0,1.0,0.0
343,-69.37130116289005,-80.75820301019094,-87.9654973487756,-95.56921491703129,-114.47054638674325,-65.61414841701192,-76.64541345271702,-83.33074307696661,-95.76257204553669,-108.11179122435108,-71.2751188479377,-81.10536619594434,-88.09162044605716,-95.87228721726623,-113.05188030642462,-71.14347362184301,-81.09293101684409,-88.14242477965722,-96.71449150894264,-114.84094773665639,-71.47461558112205,-80.96292695393026,-88.11694902750703,-96.58172758456476,-112.5657565935241,-71.31664035650265,-81.23110741489643,-88.18690914250924,-97.86187118082347,-113.76542117114235,-71.84932434378089,-80.95705564710967,-87.5835256089128,-97.81516140208716,-113.32625695648083,-74.55872653675056,-83.65532702139706,-87.6527338609381,-95.40430954903952,-107.19599143694643,9,4,1.0,1.0,0.0,1.0,1.0,0.0
344,-73.52487426580558,-86.1707427952978,-90.91622692370012,-96.83586317114404,-110.24719790759139,-73.48710345430536,-85.72515055388271,-90.28728444367196,-95.46528316686363,-108.9537567735885,-80.52754694369116,-88.57492940103684,-90.80541135156624,-96.97744154002305,-111.9898876188993,-79.55653697589496,-88.26770780954482,-91.80816133770897,-98.94064827700042,-112.53732587041797,-81.54536916567247,-90.10458652560942,-92.03055000626227,-97.59821273047699,-109.85475166099778,-80.28524413361113,-89.28907411973172,-94.09859774364968,-101.19490871699696,-112.7508731527356,-84.73110072671892,-88.86853787562465,-88.8899418818197,-100.48320211122382,-113.55161805001498,-79.79722703095193,-88.55369346425364,-91.00249820190407,-93.4358101047063,-110.51498742918545,9,4,1.0,1.0,0.0,1.0,1.0,0.0
345,-71.4777321691572,-82.79359916664474,-87.40508763335882,-92.43618495228533,-106.64769581480206,-72.4044517981382,-82.12103961336496,-85.46700533821094,-94.17191551308834,-105.37213657201235,-75.8104293726379,-85.19181279118214,-88.51526948678253,-93.57681793542719,-110.41175097801082,-76.06259997137896,-85.3131557685906,-89.02896810824555,-95.06016747207221,-112.38269765667214,-75.15942184075128,-85.2557993890106,-88.6480293046994,-93.59253918175426,-107.67839727652735,-76.78407584982993,-85.98637907178114,-90.55068957294807,-96.78005066121308,-114.39152563099755,-77.74754401038761,-85.14623467715735,-86.56001670869058,-96.70961760229856,-112.04264200408149,-68.363863530524,-81.72490647133836,-86.08061372168655,-94.82617857955809,-105.01253539960129,9,3,1.0,1.0,0.0,1.0,1.0,0.0
346,-72.66315856266601,-84.0739564218436,-92.09953152497478,-96.56770680127462,-109.40218168651357,-58.565692649938356,-72.41298047635175,-81.33852170393797,-90.22715425433988,-109.30268561743519,-81.05960729147613,-87.45766337720443,-90.35217563672447,-96.38440215785407,-110.01040300779655,-79.62996752685767,-88.01087780316159,-92.32927318880427,-99.70993395702278,-111.4397255134648,-81.63566335195262,-88.02004732648888,-91.57640972681503,-97.1656264934879,-109.66599453283206,-71.67266105162153,-77.97702985895145,-83.89731163610178,-90.76543758540814,-106.85543844159035,-86.65650332720647,-85.3056174158135,-85.55661970498679,-99.3059872625107,-112.25626833211925,-74.81565813343582,-84.98225427806523,-88.87274038398631,-92.07509081419227,-106.59401295517162,9,3,1.0,1.0,0.0,1.0,1.0,0.0
347,-73.66236805665395,-85.54407092047816,-90.82521323209271,-97.1312967880487,-109.37257090676106,-41.46864967320561,-61.83325232976834,-75.7589352856908,-94.92213503681171,-106.15929871364202,-80.85820660420217,-87.27987095155152,-91.99209148436432,-96.68270872356659,-114.05473027679898,-79.8496575563664,-87.23941058828579,-93.0440699507121,-99.32439392322581,-115.73874470570476,-81.02641974704161,-88.28928214570027,-92.54746288623814,-97.49700364466219,-111.57208528107708,-78.8828321249925,-88.80049251777059,-96.00863616278966,-101.072895056325,-115.97207171906052,-84.7807558226136,-87.69326465166748,-90.46416595467868,-99.71929645081558,-115.36805222078776,-42.33809733114481,-64.88166913729331,-78.28081418930155,-91.67170013030714,-101.55497399026603,9,3,1.0,1.0,0.0,1.0,1.0,0.0
348,-73.27541298956388,-84.75862126377672,-92.53525546867239,-95.40060914433853,-112.10973741970196,-75.65124172949096,-85.74770914117636,-88.29261203878974,-93.05821990662699,-106.7738632343827,-81.18242674112429,-86.6412485398787,-91.86630214306051,-98.57247929496,-114.17366249766714,-80.07940142381693,-87.15143330780528,-91.40878198840005,-100.09762684389331,-114.0576571901942,-80.9853827350747,-87.44118432544784,-92.99799839795003,-100.60846137540318,-112.27056925762943,-75.9576826706949,-84.30129841433245,-89.42402462565063,-97.81596992412102,-112.64363931929805,-87.34274202580531,-83.72614274275176,-89.37104184270999,-100.97593962527263,-115.91895640223349,-76.0876922744133,-84.30539097032641,-86.93843124770837,-92.5090532059255,-104.79883966991127,9,3,1.0,1.0,0.0,1.0,1.0,0.0
349,-82.84873063132609,-85.89708193720779,-91.25537563036718,-98.34741772897428,-115.02617929585121,-53.12355226849651,-60.55126202272585,-65.76791819204823,-76.48617537927036,-110.38855998955016,-85.33288404107049,-85.0557721829705,-90.28555669605407,-98.56883810909082,-113.26361810234249,-87.38033266762093,-85.30433453294087,-91.138220657955,-100.18674319807482,-113.81706228004788,-84.77619673620525,-86.05230686319551,-91.6016339358593,-100.8412977752779,-112.42329472480046,-88.5523451073759,-87.37886439076433,-93.78451724200698,-101.63473220724887,-113.75551751191637,-87.2475672073338,-84.83246466736433,-88.56653577996289,-101.11712368330475,-113.24712778921818,-77.66846929517246,-83.37094255059144,-87.1178967247487,-95.11622154440646,-110.06431508257253,9,3,1.0,1.0,0.0,1.0,1.0,0.0
